Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва													
Дата голосования: 07.12.2003 0:00:00													
													
Наименование Избирательной комиссии:    Карабулакская													
													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)													
													
		Сумма	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12					
1	"Число избирателей, внесенных в списки"	9686	2139	1857	2353	1110	1355	872					
2	"Число бюллетеней, полученных участковыми комиссиями"	8072	1632	1577	2010	939	1203	711					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6485	1266	1113	1671	912	994	529					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	43	9	7	6	3	5	13					
6	Число погашенных бюллетеней	1544	357	457	333	24	204	169					
7	Число бюллетеней в переносных ящиках для голосования	43	9	7	6	3	5	13					
8	Число бюллетеней в стационарных ящиках для голосования	6484	1266	1111	1671	912	994	530					
9	Число недействительных бюллетеней	44	0	15	10	5	5	9					
10	Число действительных бюллетеней	6483	1275	1103	1667	910	994	534					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	24	4	4	4	4	4	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	2	0	0	0	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2	0	0	0	0	0	2					
14	Число погашенных открепительных удостоверений	22	4	4	4	4	4	2					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0					
													
18	"1. ""ЕДИНЕНИЕ"""	6	1	0	2	2	0	1					
		0.09%	0.07%	0.0%	0.11%	0.21%	0.0%	0.18%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	14	0	10	1	1	0	2					
		0.21%	0.0%	0.89%	0.05%	0.10%	0.0%	0.36%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	8	1	0	5	0	1	1					
		0.12%	0.07%	0.0%	0.29%	0.0%	0.10%	0.18%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	19	0	0	7	9	0	3					
		0.29%	0.0%	0.0%	0.41%	0.98%	0.0%	0.55%					
22	"5. ""За Русь Святую"""	7	0	0	5	2	0	0					
		0.10%	0.0%	0.0%	0.29%	0.21%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	12	1	0	10	1	0	0					
		0.18%	0.07%	0.0%	0.59%	0.10%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	8	1	0	1	6	0	0					
		0.12%	0.07%	0.0%	0.05%	0.65%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	15	1	0	6	5	0	3					
		0.22%	0.07%	0.0%	0.35%	0.54%	0.0%	0.55%					
26	"9. ""Российская экологическая партия ""Зеленые"""	1	0	0	1	0	0	0					
		0.01%	0.0%	0.0%	0.05%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	2	0	0	0	2	0	0					
		0.03%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%					
28	"11. ""Истинные патриоты России"""	9	0	0	5	4	0	0					
		0.13%	0.0%	0.0%	0.29%	0.43%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	126	17	32	25	36	2	14					
		1.93%	1.33%	2.86%	1.49%	3.93%	0.20%	2.57%					
30	"13. ""Демократическая партия России"""	8	0	0	6	2	0	0					
		0.12%	0.0%	0.0%	0.35%	0.21%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	839	104	161	142	187	143	102					
		12.85%	8.15%	14.40%	8.46%	20.43%	14.31%	18.78%					
32	"15. ""Партия СЛОН"""	5	0	0	5	0	0	0					
		0.07%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	9	2	0	0	7	0	0					
		0.13%	0.15%	0.0%	0.0%	0.76%	0.0%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	9	6	0	3	0	0	0					
		0.13%	0.47%	0.0%	0.17%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	18	1	15	0	0	0	2					
		0.27%	0.07%	1.34%	0.0%	0.0%	0.0%	0.36%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	38	12	0	9	15	2	0					
		0.58%	0.94%	0.0%	0.53%	1.63%	0.20%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	5300	1123	875	1424	631	842	405					
		81.20%	88.07%	78.26%	84.91%	68.96%	84.28%	74.58%					
38	"21. ""Российская Конституционно-демократическая партия"""	1	0	0	1	0	0	0					
		0.01%	0.0%	0.0%	0.05%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	5	4	0	1	0	0	0					
		0.07%	0.31%	0.0%	0.05%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2	0	0	2	0	0	0					
		0.03%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%					
													
41	Против всех	22	1	10	6	0	4	1					
		0.33%	0.07%	0.89%	0.35%	0.0%	0.40%	0.18%					
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
