Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Ялуторовская городская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	27795	1547	1504	1324	1470	1494	1284	1233	1368	1146	1427	1534	1432	1212	1365	1464	1209	1205	1513	1609	1455									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	28210	1550	1520	1340	1485	1500	1300	1240	1370	1490	1435	1500	1450	1220	1350	1485	1190	1225	1495	1600	1465									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	21057	1302	1228	753	1255	835	921	823	880	1117	1184	869	1280	1094	998	1156	856	1046	1290	1313	857									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	675	8	35	12	19	20	36	35	16	29	23	13	38	33	21	20	9	34	108	145	21									
6	Число погашенных избирательных бюллетеней	6478	240	257	575	211	645	343	382	474	344	228	618	132	93	331	309	325	145	97	142	587									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	675	8	35	12	19	20	36	35	16	29	23	13	38	33	21	20	9	34	108	145	21									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	21057	1302	1228	753	1255	835	921	823	880	1117	1184	869	1280	1094	998	1156	856	1046	1290	1313	857									
9	Число недействительных избирательных бюллетеней	170	3	3	0	0	20	10	11	25	16	5	3	0	3	0	17	3	2	18	8	23									
10	Число действительных избирательных бюллетеней	21562	1307	1260	765	1274	835	947	847	871	1130	1202	879	1318	1124	1019	1159	862	1078	1380	1450	855									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	800	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	263	13	13	16	12	16	9	7	16	10	17	4	17	14	17	9	8	13	12	16	24									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	103	5	7	4	0	2	1	1	4	1	0	8	6	7	16	1	13	7	3	7	10									
14	Число погашенных неиспользованных открепительных удостоверений	537	27	27	24	28	24	31	33	24	30	23	36	23	26	23	31	32	27	28	24	16									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	29	3	1	0	3	1	3	2	0	1	0	0	3	2	2	1	1	3	0	2	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	75	10	3	1	1	1	2	2	10	3	2	0	4	2	3	7	6	5	1	1	11									
		0.35%	0.76%	0.24%	0.13%	0.08%	0.12%	0.21%	0.23%	1.12%	0.26%	0.17%	0.00%	0.30%	0.18%	0.29%	0.60%	0.69%	0.46%	0.07%	0.07%	1.25%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	171	10	5	7	6	20	14	5	14	7	2	9	10	5	7	11	2	7	10	9	11									
		0.79%	0.76%	0.40%	0.92%	0.47%	2.34%	1.46%	0.58%	1.56%	0.61%	0.17%	1.02%	0.76%	0.44%	0.69%	0.94%	0.23%	0.65%	0.72%	0.62%	1.25%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	160	18	2	3	2	14	10	2	23	8	1	13	3	3	4	24	3	6	2	4	15									
		0.74%	1.37%	0.16%	0.39%	0.16%	1.64%	1.04%	0.23%	2.57%	0.70%	0.08%	1.47%	0.23%	0.27%	0.39%	2.04%	0.35%	0.56%	0.14%	0.27%	1.71%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12630	587	691	420	904	598	531	485	438	688	804	416	820	662	587	667	548	645	981	798	360									
		58.12%	44.81%	54.71%	54.90%	70.96%	69.94%	55.49%	56.53%	48.88%	60.03%	66.61%	47.17%	62.22%	58.74%	57.61%	56.72%	63.35%	59.72%	70.17%	54.73%	41.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	50	4	1	4	1	0	5	1	3	1	2	6	0	1	2	10	1	2	0	1	5									
		0.23%	0.31%	0.08%	0.52%	0.08%	0.00%	0.52%	0.12%	0.33%	0.09%	0.17%	0.68%	0.00%	0.09%	0.20%	0.85%	0.12%	0.19%	0.00%	0.07%	0.57%									
24	"6. Политическая партия ""Гражданская Платформа"""	32	5	2	2	1	0	2	1	4	0	1	2	2	2	2	1	0	2	1	2	0									
