Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Усть-Кубинская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	6845	1499	1479	193	270	106	204	350	103	369	189	421	713	385	234	330									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	6700	1500	1500	200	250	100	200	350	100	350	200	400	700	350	200	300									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	3293	770	758	89	160	45	97	167	44	186	88	179	295	187	67	161									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	484	58	32	6	9	11	14	48	8	23	18	53	88	21	42	53									
6	Число погашенных избирательных бюллетеней	2923	672	710	105	81	44	89	135	48	141	94	168	317	142	91	86									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	484	58	32	6	9	11	14	48	8	23	18	53	88	21	42	53									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	3291	769	758	89	160	45	97	167	44	186	88	179	295	186	67	161									
9	Число недействительных избирательных бюллетеней	97	22	20	0	2	0	1	9	2	13	1	9	5	7	1	5									
10	Число действительных избирательных бюллетеней	3678	805	770	95	167	56	110	206	50	196	105	223	378	200	108	209									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	443	50	50	13	25	10	25	30	20	40	30	25	40	20	30	35									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	204	39	27	10	12	9	5	20	3	11	16	23	9	7	4	9									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	121	25	17	6	7	5	6	4	2	9	3	6	11	9	9	2									
14	Число погашенных неиспользованных открепительных удостоверений	239	11	23	3	13	1	20	10	17	29	14	2	31	13	26	26									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	63	8	12	4	5	3	1	8	2	1	0	8	2	2	6	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	38	8	6	1	1	1	1	2	0	2	2	4	4	1	2	3									
		1.01%	0.97%	0.76%	1.05%	0.59%	1.79%	0.90%	0.93%	0.00%	0.96%	1.89%	1.72%	1.04%	0.48%	1.83%	1.40%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	105	26	22	2	4	2	1	7	0	5	1	6	14	5	2	8									
