Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																			
Дата голосования: 04.12.2011																			
																			
Наименование Избирательной комиссии:    Александровская																			
																			
Сводная таблица результатов выборов																			
																			
		Сумма	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376					
1	"Число избирателей, внесенных в список избирателей"	7426	1093	719	104	118	226	237	346	372	1026	1201	1079	905					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	6290	900	600	110	130	190	230	350	380	800	900	900	800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	3659	527	370	61	63	121	140	213	182	439	543	541	459					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	241	22	25	4	9	12	6	21	15	73	24	11	19					
6	Число погашенных избирательных бюллетеней	2390	351	205	45	58	57	84	116	183	288	333	348	322					
7	Число избирательных бюллетеней в переносных ящиках для голосования	241	22	25	4	9	12	6	21	15	73	24	11	19					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3657	526	370	61	63	121	140	213	182	438	543	541	459					
9	Число недействительных избирательных бюллетеней	59	11	2	2	1	2	2	0	5	9	10	6	9					
10	Число действительных избирательных бюллетеней	3839	537	393	63	71	131	144	234	192	502	557	546	469					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	300	30	30	20	20	20	20	20	20	30	30	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	69	5	6	4	13	1	0	5	4	4	11	8	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	42	3	3	1	2	6	2	1	1	5	6	5	7					
14	Число погашенных неиспользованных открепительных удостоверений	231	25	24	16	7	19	20	15	16	26	19	22	22					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	3	3	2	4	1	0	3	7	1	2	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0					
																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	524	72	47	3	6	16	11	28	18	74	102	88	59					
		13.44%	13.14%	11.90%	4.62%	8.33%	12.03%	7.53%	11.97%	9.14%	14.48%	17.99%	15.94%	12.34%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	694	94	69	23	13	31	26	29	43	90	110	71	95					
		17.80%	17.15%	17.47%	35.38%	18.06%	23.31%	17.81%	12.39%	21.83%	17.61%	19.40%	12.86%	19.87%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	38	4	5	1	2	0	2	1	3	2	6	8	4					
		0.97%	0.73%	1.27%	1.54%	2.78%	0.00%	1.37%	0.43%	1.52%	0.39%	1.06%	1.45%	0.84%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	495	74	55	8	9	8	15	21	22	79	62	74	68					
		12.70%	13.50%	13.92%	12.31%	12.50%	6.02%	10.27%	8.97%	11.17%	15.46%	10.93%	13.41%	14.23%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	88	23	7	0	1	4	1	11	1	8	7	18	7					
		2.26%	4.20%	1.77%	0.00%	1.39%	3.01%	0.68%	4.70%	0.51%	1.57%	1.23%	3.26%	1.46%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1985	265	208	28	40	72	89	144	105	246	269	285	234					
		50.92%	48.36%	52.66%	43.08%	55.56%	54.14%	60.96%	61.54%	53.30%	48.14%	47.44%	51.63%	48.95%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	15	5	2	0	0	0	0	0	0	3	1	2	2					
		0.38%	0.91%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.18%	0.36%	0.42%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
