Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Новониколаевская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	17688	1065	986	1909	1075	1084	809	1251	177	194	1110	404	838	725	692	991	914	977	736	895	622	234									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18120	1080	980	1970	1100	1110	830	1270	180	190	1120	420	860	740	710	1020	920	1030	750	930	660	250									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	8384	618	583	951	578	489	406	516	68	108	335	174	364	454	315	606	389	465	258	290	282	135									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2857	42	125	358	109	88	57	177	59	28	305	127	142	124	125	153	90	107	248	180	161	52									
6	Число погашенных избирательных бюллетеней	6879	420	272	661	413	533	367	577	53	54	480	119	354	162	270	261	441	458	244	460	217	63									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2857	42	125	358	109	88	57	177	59	28	305	127	142	124	125	153	90	107	248	180	161	52									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	8384	618	583	951	578	489	406	516	68	108	335	174	364	454	315	606	389	465	258	290	282	135									
9	Число недействительных избирательных бюллетеней	131	6	6	13	12	7	9	11	0	2	6	5	8	2	8	0	1	9	7	9	7	3									
10	Число действительных избирательных бюллетеней	11110	654	702	1296	675	570	454	682	127	134	634	296	498	576	432	759	478	563	499	461	436	184									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	318	15	15	20	15	15	15	15	10	10	15	10	15	15	18	15	15	15	15	15	30	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	248	1	15	20	6	15	15	8	7	0	15	10	15	15	18	15	4	15	6	12	30	6									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	65	4	7	3	3	0	6	1	2	2	2	2	3	2	0	2	14	2	2	2	5	1									
14	Число погашенных неиспользованных открепительных удостоверений	70	14	0	0	9	0	0	7	3	10	0	0	0	0	0	0	11	0	9	3	0	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	82	4	5	8	10	4	10	4	0	0	2	1	3	0	2	4	2	4	0	6	8	5									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	85	3	3	9	5	7	5	7	3	1	7	1	8	0	5	2	2	7	1	4	5	0									
		0.76%	0.45%	0.42%	0.69%	0.73%	1.21%	1.08%	1.01%	2.36%	0.74%	1.09%	0.33%	1.58%	0.00%	1.14%	0.26%	0.42%	1.22%	0.20%	0.85%	1.13%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	192	10	11	13	14	15	9	14	1	0	17	4	10	6	10	11	7	18	5	10	4	3									
		1.71%	1.52%	1.55%	0.99%	2.04%	2.60%	1.94%	2.02%	0.79%	0.00%	2.66%	1.33%	1.98%	1.04%	2.27%	1.45%	1.46%	3.15%	0.99%	2.13%	0.90%	1.60%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	154	10	13	12	11	9	9	4	1	0	16	7	13	7	4	5	5	8	2	13	5	0									
		1.37%	1.52%	1.84%	0.92%	1.60%	1.56%	1.94%	0.58%	0.79%	0.00%	2.50%	2.33%	2.57%	1.21%	0.91%	0.66%	1.04%	1.40%	0.40%	2.77%	1.13%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7818	489	502	978	476	363	310	486	88	99	422	226	337	467	228	625	224	418	366	282	302	130									
		69.55%	74.09%	70.90%	74.71%	69.29%	62.91%	66.95%	70.13%	69.29%	72.79%	65.94%	75.08%	66.60%	80.80%	51.82%	82.35%	46.76%	73.08%	72.33%	60.00%	68.17%	69.52%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	36	3	1	3	7	0	1	5	0	0	4	0	3	0	0	0	1	2	2	4	0	0									
		0.32%	0.45%	0.14%	0.23%	1.02%	0.00%	0.22%	0.72%	0.00%	0.00%	0.63%	0.00%	0.59%	0.00%	0.00%	0.00%	0.21%	0.35%	0.40%	0.85%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	15	0	2	2	0	0	1	2	0	1	0	1	2	0	2	0	0	0	0	0	1	1									
		0.13%	0.00%	0.28%	0.15%	0.00%	0.00%	0.22%	0.29%	0.00%	0.74%	0.00%	0.33%	0.40%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.53%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1098	61	73	101	68	60	45	61	21	14	88	20	62	35	58	43	46	60	28	63	62	29									
		9.77%	9.24%	10.31%	7.72%	9.90%	10.40%	9.72%	8.80%	16.54%	10.29%	13.75%	6.64%	12.25%	6.06%	13.18%	5.67%	9.60%	10.49%	5.53%	13.40%	13.99%	15.51%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	22	3	5	3	1	1	0	0	0	0	1	0	0	0	2	0	1	4	0	0	1	0									
		0.20%	0.45%	0.71%	0.23%	0.15%	0.17%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.45%	0.00%	0.21%	0.70%	0.00%	0.00%	0.23%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	32	3	3	1	5	0	1	1	2	0	1	1	1	0	0	0	2	0	6	0	5	0									
		0.28%	0.45%	0.42%	0.08%	0.73%	0.00%	0.22%	0.14%	1.57%	0.00%	0.16%	0.33%	0.20%	0.00%	0.00%	0.00%	0.42%	0.00%	1.19%	0.00%	1.13%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	1	1	0	1	0	0	0	0	0	1	0	1	3	0	0	1	0	1	0	0									
		0.09%	0.00%	0.14%	0.08%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.17%	0.68%	0.00%	0.00%	0.17%	0.00%	0.21%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	39	3	1	2	3	8	3	4	0	0	2	3	3	1	1	0	2	1	1	0	0	1									
		0.35%	0.45%	0.14%	0.15%	0.44%	1.39%	0.65%	0.58%	0.00%	0.00%	0.31%	0.99%	0.59%	0.17%	0.23%	0.00%	0.42%	0.17%	0.20%	0.00%	0.00%	0.53%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1312	47	55	137	67	81	51	77	7	16	57	19	49	53	105	62	179	39	78	71	44	18									
		11.67%	7.12%	7.77%	10.47%	9.75%	14.04%	11.02%	11.11%	5.51%	11.76%	8.91%	6.31%	9.68%	9.17%	23.86%	8.17%	37.37%	6.82%	15.42%	15.11%	9.93%	9.63%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	30	2	2	2	3	4	1	0	1	0	7	0	1	0	1	2	1	0	2	1	0	0									
		0.27%	0.30%	0.28%	0.15%	0.44%	0.69%	0.22%	0.00%	0.79%	0.00%	1.09%	0.00%	0.20%	0.00%	0.23%	0.26%	0.21%	0.00%	0.40%	0.21%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	267	20	30	32	15	21	18	21	3	3	12	13	9	6	13	9	8	5	8	12	7	2									
		2.38%	3.03%	4.24%	2.44%	2.18%	3.64%	3.89%	3.03%	2.36%	2.21%	1.88%	4.32%	1.78%	1.04%	2.95%	1.19%	1.67%	0.87%	1.58%	2.55%	1.58%	1.07%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
