Выборы Президента Российской Федерации																																
																																
Наименование Избирательной комиссии:    Баяндаевская																																
																																
Итоги голосования 																																
																																
		Сумма	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63					
1	"Число избирателей, внесенных в список"	8432	219	128	380	95	287	215	93	482	599	256	115	331	362	2016	71	303	99	704	120	108	101	96	460	533	259					
2	Число полученных избирательных бюллетеней	7980	214	145	362	90	285	207	89	474	564	243	108	316	352	1797	65	295	95	671	110	122	95	91	459	473	258					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	5497	166	90	285	61	218	166	68	345	349	155	84	289	228	1028	63	229	70	412	84	106	87	74	306	369	165					
5	"Число избирательных бюллетеней, выданных вне помещения"	638	25	38	47	11	25	11	8	33	35	14	8	22	23	28	2	26	19	91	16	2	7	11	32	52	52					
6	Число погашенных избирательных бюллетеней	1845	23	17	30	18	42	30	13	96	180	74	16	5	101	741	0	40	6	168	10	14	1	6	121	52	41					
7	Число избирательных бюллетеней в переносных ящиках	638	25	38	47	11	25	11	8	33	35	14	8	22	23	28	2	26	19	91	16	2	7	11	32	52	52					
8	Число бюллетеней в стационарных ящиках для голосования	5496	166	90	285	61	218	166	68	345	349	155	84	289	228	1028	63	229	70	411	84	106	87	74	306	369	165					
9	Число недействительных избирательных бюллетеней	97	2	1	3	2	4	6	0	6	2	3	4	1	5	10	1	5	1	15	1	4	1	0	4	12	4					
10	Число действительных избирательных бюллетеней	6037	189	127	329	70	239	171	76	372	382	166	88	310	246	1046	64	250	88	487	99	104	93	85	334	409	213					
11	Число полученных открепительных  удостоверений	190	6	6	6	5	6	5	5	10	10	6	5	10	10	15	6	10	6	13	6	6	6	6	10	10	6					
12	Число выданных открепительных удостоверений	27	0	0	0	0	4	0	1	0	4	1	0	1	0	5	0	3	0	0	0	0	0	0	8	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	12	0	0	0	1	0	0	0	2	0	1	0	1	0	3	0	0	0	0	0	1	0	3	0	0	0					
14	Число неиспользованных открепительных удостоверений	163	6	6	6	5	2	5	4	10	6	5	5	9	10	10	6	7	6	13	6	6	6	6	2	10	6					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																
18	. Глазьев Сергей Юрьевич	103	2	2	13	2	2	1	0	8	4	1	0	8	2	22	0	6	0	7	1	1	1	1	11	6	2					
		1.68%	1.05%	1.56%	3.92%	2.78%	0.82%	0.56%	0.00%	2.12%	1.04%	0.59%	0.00%	2.57%	0.80%	2.08%	0.00%	2.35%	0.00%	1.39%	1.00%	0.93%	1.06%	1.18%	3.25%	1.43%	0.92%					
19	. Малышкин Олег Александрович	116	2	2	9	2	5	18	0	7	3	3	4	20	2	14	0	0	3	6	0	0	1	2	6	3	4					
