Выборы Президента Российской Федерации																																	
																																	
Наименование Избирательной комиссии:    Суземская																																	
																																	
Итоги голосования 																																	
																																	
		Сумма	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034					
1	"Число избирателей, внесенных в список"	14280	350	82	107	80	357	180	1849	422	393	65	267	256	257	173	256	559	327	215	2958	1412	752	2063	508	100	145	147					
2	Число полученных избирательных бюллетеней	14042	360	82	106	84	350	176	1850	430	390	64	260	250	260	172	250	570	320	210	2830	1430	740	1960	500	102	148	148					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	8168	283	66	61	50	243	141	921	313	266	46	174	149	172	136	150	457	278	124	1450	708	364	991	372	72	106	75					
5	"Число избирательных бюллетеней, выданных вне помещения"	885	24	9	19	28	20	14	126	62	36	14	18	15	43	10	59	23	0	29	38	36	35	103	52	8	12	52					
6	Число погашенных избирательных бюллетеней	4989	53	7	26	6	87	21	803	55	88	4	68	86	45	26	41	90	42	57	1342	686	341	866	76	22	30	21					
7	Число избирательных бюллетеней в переносных ящиках	885	24	9	19	28	20	14	126	62	36	14	18	15	43	10	59	23	0	29	38	36	35	103	52	8	12	52					
8	Число бюллетеней в стационарных ящиках для голосования	8166	283	66	61	50	243	141	921	313	266	46	174	149	172	136	150	457	278	124	1448	708	364	991	372	72	106	75					
9	Число недействительных избирательных бюллетеней	86	0	3	0	1	3	0	15	0	4	0	4	1	1	1	0	6	2	1	12	8	5	14	1	2	2	0					
10	Число действительных избирательных бюллетеней	8965	307	72	80	77	260	155	1032	375	298	60	188	163	214	145	209	474	276	152	1474	736	394	1080	423	78	116	127					
11	Число полученных открепительных  удостоверений	177	3	3	2	2	3	2	10	2	3	1	4	3	3	3	3	4	3	2	50	20	20	20	5	2	2	2					
12	Число выданных открепительных удостоверений	81	2	0	0	1	2	0	7	2	3	0	1	0	1	3	2	1	0	0	25	8	4	15	3	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	94	2	2	1	1	3	4	12	3	1	1	2	2	1	2	3	4	4	3	15	3	3	13	6	1	0	2					
14	Число неиспользованных открепительных удостоверений	96	1	3	2	1	1	2	3	0	0	1	3	3	2	0	1	3	3	2	25	12	16	5	2	1	2	2					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																	
18	. Глазьев Сергей Юрьевич	285	12	5	0	5	7	3	33	2	4	13	6	3	9	0	1	9	2	2	53	31	20	44	17	1	1	2					
		3.15%	3.91%	6.67%	0.00%	6.41%	2.66%	1.94%	3.15%	0.53%	1.32%	21.67%	3.12%	1.83%	4.19%	0.00%	0.48%	1.88%	0.72%	1.31%	3.57%	4.17%	5.01%	4.02%	4.01%	1.25%	0.85%	1.57%					
19	. Малышкин Олег Александрович	158	4	0	1	2	6	3	28	3	1	0	8	0	4	3	2	4	4	4	32	18	12	11	4	2	2	0					
		1.75%	1.30%	0.00%	1.25%	2.56%	2.28%	1.94%	2.67%	0.80%	0.33%	0.00%	4.17%	0.00%	1.86%	2.05%	0.96%	0.83%	1.44%	2.61%	2.15%	2.42%	3.01%	1.01%	0.94%	2.50%	1.69%	0.00%					
20	. Миронов Сергей Михайлович	62	0	0	0	2	0	0	10	3	0	0	0	4	0	3	1	3	2	1	11	7	3	9	1	1	0	1					
		0.69%	0.00%	0.00%	0.00%	2.56%	0.00%	0.00%	0.96%	0.80%	0.00%	0.00%	0.00%	2.44%	0.00%	2.05%	0.48%	0.62%	0.72%	0.65%	0.74%	0.94%	0.75%	0.82%	0.24%	1.25%	0.00%	0.79%					
21	. Путин Владимир Владимирович	5890	231	22	66	47	152	81	734	268	156	15	116	124	174	124	149	296	199	118	968	453	262	653	262	50	63	107					
