Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																					
Дата голосования: 07.12.2003 0:00:00																																																																					
																																																																					
Наименование Избирательной комиссии:    Тляратинская																																																																					
																																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																					
																																																																					
		Сумма	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365					
1	"Число избирателей, внесенных в списки"	13964	260	244	96	98	93	93	125	96	164	48	131	307	155	401	116	143	199	151	362	298	197	149	107	1082	115	292	95	199	386	192	101	167	120	235	157	348	70	85	51	114	181	90	100	197	66	64	145	34	980	438	383	282	389	297	332	527	559	269	84	233	252	220					
2	"Число бюллетеней, полученных участковыми комиссиями"	13470	259	235	93	96	87	90	123	96	160	48	131	296	152	395	112	131	192	142	357	288	190	144	105	1045	97	272	89	199	379	192	99	160	113	228	151	329	69	85	51	114	181	85	100	197	66	64	141	34	962	438	380	267	382	284	285	515	546	255	80	213	252	149					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12044	157	215	89	95	48	90	120	79	148	28	120	195	150	251	85	130	126	138	350	280	110	88	92	950	97	269	89	199	256	172	73	97	58	225	140	325	66	85	51	107	166	61	67	93	55	54	114	33	962	438	378	267	382	284	285	515	546	255	50	210	252	134					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	152	10	15	0	1	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	17	10	3	10	0	0	0	0	7	0	5	0	21	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7					
6	Число погашенных бюллетеней	1274	92	5	4	0	39	0	3	17	10	20	5	101	2	144	27	1	66	4	7	8	63	56	13	95	0	3	0	0	123	20	26	46	45	0	1	4	3	0	0	0	15	19	33	83	0	0	27	1	0	0	2	0	0	0	0	0	0	0	30	3	0	8					
7	Число бюллетеней в переносных ящиках для голосования	152	10	15	0	1	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	17	10	3	10	0	0	0	0	7	0	5	0	21	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7					
8	Число бюллетеней в стационарных ящиках для голосования	12042	157	215	89	95	48	90	120	79	148	28	120	195	150	251	85	130	126	138	350	280	110	88	92	950	97	269	89	199	256	172	73	97	58	225	140	325	66	85	51	107	166	61	67	93	55	54	114	33	962	438	376	267	382	284	285	515	546	255	50	210	252	134					
9	Число недействительных бюллетеней	66	0	6	0	0	0	0	0	2	0	0	2	10	0	4	1	0	4	3	0	0	0	2	0	0	0	0	0	0	5	3	0	1	0	1	0	0	0	0	0	3	0	0	0	1	0	0	3	1	0	0	0	2	2	0	0	0	0	0	0	10	0	0					
10	Число действительных бюллетеней	12128	167	224	89	96	48	90	120	77	150	28	124	185	150	247	84	130	122	135	350	280	127	86	92	950	97	269	89	199	251	169	73	113	68	227	150	325	66	85	51	111	166	66	67	113	66	64	111	32	962	438	376	265	380	284	285	515	546	255	50	200	252	141					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	95	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	10	0	0	10	0	0	0	0	10	0	0	0	10	0	10	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	9	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	6	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	86	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	10	0	0	10	0	0	0	0	10	0	0	0	10	0	10	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
18	"1. ""ЕДИНЕНИЕ"""	85	5	4	0	0	0	0	2	0	2	0	1	10	1	8	1	0	12	4	0	0	2	4	0	0	0	2	0	0	20	0	0	4	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.69%	2.99%	1.73%	0.0%	0.0%	0.0%	0.0%	1.66%	0.0%	1.33%	0.0%	0.79%	5.12%	0.66%	3.18%	1.17%	0.0%	9.52%	2.89%	0.0%	0.0%	1.57%	4.54%	0.0%	0.0%	0.0%	0.74%	0.0%	0.0%	7.81%	0.0%	0.0%	3.50%	2.94%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	157	2	1	0	5	0	0	31	0	11	0	8	0	10	0	0	0	0	0	10	15	1	0	0	0	0	1	10	5	0	0	0	0	0	0	10	15	5	0	0	5	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
