Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																							
Дата голосования: 04.12.2011																							
																							
Наименование Избирательной комиссии:    Акшинская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153					
1	"Число избирателей, внесенных в список избирателей"	8781	1688	1690	329	151	269	726	786	138	358	325	163	297	218	334	843	466					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9143	1720	1628	345	160	275	735	810	140	595	330	180	305	205	340	880	495					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4613	819	780	177	84	147	348	413	95	293	223	68	169	145	226	405	221					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	582	73	76	44	12	25	38	35	10	65	10	36	21	19	24	48	46					
6	Число погашенных избирательных бюллетеней	3948	828	772	124	64	103	349	362	35	237	97	76	115	41	90	427	228					
7	Число избирательных бюллетеней в переносных ящиках для голосования	582	73	76	44	12	25	38	35	10	65	10	36	21	19	24	48	46					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4613	819	780	177	84	147	348	413	95	293	223	68	169	145	226	405	221					
9	Число недействительных избирательных бюллетеней	86	7	17	8	1	4	9	6	2	5	8	0	4	3	7	3	2					
10	Число действительных избирательных бюллетеней	5109	885	839	213	95	168	377	442	103	353	225	104	186	161	243	450	265					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	390	50	50	10	10	15	40	40	10	25	20	23	15	17	15	30	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	113	28	11	0	2	0	3	3	0	3	3	20	2	13	11	4	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	49	7	11	1	0	1	2	1	0	6	1	5	1	1	6	3	3					
14	Число погашенных неиспользованных открепительных удостоверений	277	22	39	10	8	15	37	37	10	22	17	3	13	4	4	26	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	574	132	117	16	10	18	36	36	21	30	19	13	16	12	32	35	31					
		11.05%	14.80%	13.67%	7.24%	10.42%	10.47%	9.33%	8.04%	20.00%	8.38%	8.15%	12.50%	8.42%	7.32%	12.80%	7.73%	11.61%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	926	168	133	42	19	8	72	83	12	66	29	22	33	34	61	99	45					
		17.82%	18.83%	15.54%	19.00%	19.79%	4.65%	18.65%	18.53%	11.43%	18.44%	12.45%	21.15%	17.37%	20.73%	24.40%	21.85%	16.85%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	41	11	7	1	2	2	6	2	0	0	2	0	1	1	0	3	3					
		0.79%	1.23%	0.82%	0.45%	2.08%	1.16%	1.55%	0.45%	0.00%	0.00%	0.86%	0.00%	0.53%	0.61%	0.00%	0.66%	1.12%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1118	171	188	39	24	35	119	96	11	89	36	27	52	38	55	97	41					
		21.52%	19.17%	21.96%	17.65%	25.00%	20.35%	30.83%	21.43%	10.48%	24.86%	15.45%	25.96%	27.37%	23.17%	22.00%	21.41%	15.36%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	34	11	10	1	0	0	2	1	0	1	0	1	0	0	0	5	2					
		0.65%	1.23%	1.17%	0.45%	0.00%	0.00%	0.52%	0.22%	0.00%	0.28%	0.00%	0.96%	0.00%	0.00%	0.00%	1.10%	0.75%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2393	392	378	113	40	103	139	224	59	166	139	40	82	75	91	210	142					
		46.06%	43.95%	44.16%	51.13%	41.67%	59.88%	36.01%	50.00%	56.19%	46.37%	59.66%	38.46%	43.16%	45.73%	36.40%	46.36%	53.18%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	23	0	6	1	0	2	3	0	0	1	0	1	2	1	4	1	1					
		0.44%	0.00%	0.70%	0.45%	0.00%	1.16%	0.78%	0.00%	0.00%	0.28%	0.00%	0.96%	1.05%	0.61%	1.60%	0.22%	0.37%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
