Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Шегарская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	15181	455	205	360	219	492	180	920	432	129	566	241	616	937	417	90	433	326	505	353	483	799	811	851	548	1042	689	929	573	580									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14100	450	200	350	240	450	170	900	400	130	550	210	600	900	400	90	400	260	500	350	400	700	700	800	500	1000	600	800	550	500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5655	162	85	100	175	162	58	272	205	63	252	69	282	468	154	44	113	64	220	89	179	303	297	293	218	306	297	327	220	178									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	488	8	16	30	27	28	26	9	19	3	9	15	24	0	22	7	45	55	33	38	19	3	8	5	4	11	5	9	1	9									
6	Число погашенных избирательных бюллетеней	7957	280	99	220	38	260	86	619	176	64	289	126	294	432	224	39	242	141	247	223	202	394	395	502	278	683	298	464	329	313									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	488	8	16	30	27	28	26	9	19	3	9	15	24	0	22	7	45	55	33	38	19	3	8	5	4	11	5	9	1	9									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5654	162	85	100	175	162	58	272	205	63	252	69	282	468	154	44	113	64	220	89	179	302	297	293	218	306	297	327	220	178									
9	Число недействительных избирательных бюллетеней	274	1	0	2	43	3	0	5	5	0	0	3	20	72	5	0	1	4	6	7	4	22	6	6	6	13	9	13	13	5									
10	Число действительных избирательных бюллетеней	5868	169	101	128	159	187	84	276	219	66	261	81	286	396	171	51	157	115	247	120	194	283	299	292	216	304	293	323	208	182									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	270	10	5	5	5	10	5	10	10	5	10	5	10	10	10	5	10	5	5	5	10	15	15	10	10	15	15	10	15	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	42	0	0	0	0	2	0	3	0	0	3	0	0	0	2	1	0	0	0	0	6	3	3	0	2	5	3	4	5	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	65	1	1	1	0	1	3	1	6	0	1	3	6	3	0	3	2	1	1	3	1	1	10	3	4	1	3	2	0	3									
14	Число погашенных неиспользованных открепительных удостоверений	228	10	5	5	5	8	5	7	10	5	7	5	10	10	8	4	10	5	5	5	4	12	12	10	8	10	12	6	10	15									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	2	4	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
