Выборы Президента Российской Федерации																																																																	
Дата голосования: 04.03.2012																																																																	
																																																																	
Наименование Избирательной комиссии:    Колпашевская																																																																	
																																																																	
Сводная таблица итогов голосования																																																																	
																																																																	
	Число участковых избирательных комиссий	54																																																															
	Число участковых избирательных комиссий, приступивших к передаче сведений	54																																																															
																																																																	
		Сумма	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352									
1	Число избирателей, включенных в список избирателей	35431	909	1560	719	1155	102	1120	187	1299	919	1150	1165	883	981	507	945	1167	897	1232	1023	744	671	1013	745	817	1173	1140	457	177	1485	1120	184	108	1026	323	666	245	567	77	133	381	75	675	142	256	150	725	439	157	243	177	149	623	69	379									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	29470	715	1265	580	930	300	905	300	1060	735	955	910	720	800	400	765	930	720	995	830	595	545	800	615	660	955	915	365	145	1205	915	145	85	845	265	550	225	560	82	130	335	90	550	125	215	120	590	380	140	215	170	150	595	68	310									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	18502	430	762	347	607	102	630	117	620	514	689	657	489	542	274	487	680	418	602	443	345	370	542	376	422	622	586	198	74	700	365	95	65	608	167	381	141	302	45	75	243	49	371	84	154	84	370	227	82	124	104	82	398	44	197									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1674	36	33	19	48	0	18	0	36	32	53	46	30	36	10	44	45	35	23	36	28	26	32	42	43	52	74	30	9	120	80	12	14	33	58	35	23	24	6	8	33	16	61	16	8	6	38	50	8	11	9	4	47	3	35									
6	Число погашенных избирательных бюллетеней	9294	249	470	214	275	198	257	183	404	189	213	207	201	222	116	234	205	267	370	351	222	149	226	197	195	281	255	137	62	385	470	38	6	204	40	134	61	234	31	47	59	25	118	25	53	30	182	103	50	80	57	64	150	21	78									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1674	36	33	19	48	0	18	0	36	32	53	46	30	36	10	44	45	35	23	36	28	26	32	42	43	52	74	30	9	120	80	12	14	33	58	35	23	24	6	8	33	16	61	16	8	6	38	50	8	11	9	4	47	3	35									
8	Число бюллетеней в стационарных ящиках для голосования	18502	430	762	347	607	102	630	117	620	514	689	657	489	542	274	487	680	418	602	443	345	370	542	376	422	622	586	198	74	700	365	95	65	608	167	381	141	302	45	75	243	49	371	84	154	84	370	227	82	124	104	82	398	44	197									
9	Число недействительных избирательных бюллетеней	177	5	10	3	5	2	4	2	4	5	8	4	5	4	1	7	6	3	5	9	10	5	10	2	4	9	2	1	0	6	5	0	1	3	1	2	0	6	0	1	3	0	1	0	0	1	4	1	0	1	1	0	4	1	0									
10	Число действительных избирательных бюллетеней	19999	461	785	363	650	100	644	115	652	541	734	699	514	574	283	524	719	450	620	470	363	391	564	416	461	665	658	227	83	814	440	107	78	638	224	414	164	320	51	82	273	65	431	100	162	89	404	276	90	134	112	86	441	46	232									
11	Число полученных открепительных  удостоверений	643	11	20	15	15	0	20	0	18	20	25	20	10	15	5	15	12	12	14	10	5	10	10	15	10	10	10	5	5	18	10	5	5	15	5	15	5	10	5	5	45	15	10	15	7	5	5	31	5	5	10	10	30	5	10									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	531	8	19	10	15	0	18	0	18	17	25	15	10	14	4	15	12	9	14	8	4	4	8	11	8	8	8	1	1	18	6	2	3	13	2	10	4	9	3	2	45	15	8	15	7	4	4	31	1	2	10	2	27	0	4									
13	Число избирателей, проголосовавших по открепительным удостоверениям	312	15	11	6	6	24	6	4	6	10	5	11	2	8	5	10	7	7	7	8	0	3	12	2	9	5	5	0	1	8	2	4	1	10	1	4	4	23	4	5	5	4	2	8	2	2	2	3	5	3	4	2	2	3	4									
