Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Залесовская																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757					
1	"Число избирателей, внесенных в списки"	13141	387	213	717	118	158	508	82	1172	1186	1636	1680	269	211	717	884	200	480	252	989	236	157	820	69					
2	"Число бюллетеней, полученных участковыми комиссиями"	13181	417	219	730	149	164	536	84	1003	1128	1468	1615	433	229	712	932	227	516	279	1021	251	164	836	68					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7569	250	140	411	83	102	291	52	605	653	881	918	263	145	428	441	158	322	151	496	157	89	487	46					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	402	19	12	5	0	4	15	3	66	24	42	28	6	0	18	27	11	13	4	41	18	18	28	0					
6	Число погашенных бюллетеней	5210	148	67	314	66	58	230	29	332	451	545	669	164	84	266	464	58	181	124	484	76	57	321	22					
7	Число бюллетеней в переносных ящиках для голосования	402	19	12	5	0	4	15	3	66	24	42	28	6	0	18	27	11	13	4	41	18	18	28	0					
8	Число бюллетеней в стационарных ящиках для голосования	7564	250	140	411	83	102	291	52	605	653	881	918	263	145	428	440	158	322	151	496	157	89	483	46					
9	Число недействительных бюллетеней	126	2	0	11	0	4	9	0	9	4	6	5	1	1	18	10	4	4	2	13	2	11	10	0					
10	Число действительных бюллетеней	7840	267	152	405	83	102	297	55	662	673	917	941	268	144	428	457	165	331	153	524	173	96	501	46					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	101	3	1	4	1	2	2	1	10	11	14	16	1	1	2	7	2	2	1	9	4	2	5	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	54	3	1	3	0	2	0	0	9	6	3	6	1	0	0	7	0	0	0	4	4	0	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	41	3	1	0	0	3	0	2	3	8	4	1	1	5	2	1	1	0	0	0	0	1	4	1					
14	Число погашенных открепительных удостоверений	47	0	0	1	1	0	2	1	1	5	11	10	0	1	2	0	2	2	1	5	0	2	0	0					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	"1. ""ЕДИНЕНИЕ"""	89	8	2	2	4	0	3	0	3	4	11	6	2	2	1	8	5	11	2	6	3	4	2	0					
