Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
Наименование Избирательной комиссии:    Купинская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682					
1	"Число избирателей, внесенных в списки избирателей"	25121	2003	1293	1155	1369	1733	1681	1196	1495	586	179	125	409	101	69	112	463	162	263	627	89	161	449	117	231	396	515	233	123	645	408	597	434	636	334	121	376	533	75	94	133	199	405	218	109	62	401	115	561	597	474	104	155					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	24342	1800	1150	1100	1300	1585	1540	1100	1410	587	185	126	414	103	74	143	467	162	264	630	92	170	452	122	226	397	534	235	127	647	409	608	428	642	332	125	350	550	79	98	137	209	396	217	124	62	407	120	569	600	475	106	157					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15589	1119	642	626	738	821	941	626	809	373	136	90	292	85	52	94	320	136	220	321	52	122	360	92	221	325	366	188	97	384	288	394	316	456	233	73	258	340	67	72	95	134	296	164	103	55	242	101	320	353	363	92	126					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1674	68	86	78	60	81	89	160	55	35	6	20	40	0	5	18	46	13	0	102	13	14	42	0	0	14	48	5	2	46	21	42	38	21	30	25	20	18	2	5	18	31	24	0	6	0	43	0	64	48	56	3	13					
6	Число погашенных избирательных бюллетеней	7079	613	422	396	502	683	510	314	546	179	43	16	82	18	17	31	101	13	44	207	27	34	50	30	5	58	120	42	28	217	100	172	74	165	69	27	72	192	10	21	24	44	76	53	15	7	122	19	185	199	56	11	18					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1674	68	86	78	60	81	89	160	55	35	6	20	40	0	5	18	46	13	0	102	13	14	42	0	0	14	48	5	2	46	21	42	38	21	30	25	20	18	2	5	18	31	24	0	6	0	43	0	64	48	56	3	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15586	1119	642	626	738	821	941	626	808	371	136	90	292	85	52	94	320	136	220	321	52	122	360	92	221	325	366	188	97	384	288	394	316	456	233	73	258	340	67	72	95	134	296	164	103	55	242	101	320	353	363	92	126					
9	Число недействительных избирательных бюллетеней	161	13	14	10	9	13	15	4	11	9	2	0	4	0	1	0	3	0	0	2	0	3	5	0	4	2	2	0	0	4	2	1	2	2	0	0	4	4	0	0	0	0	0	2	0	0	0	0	4	4	3	0	3					
10	Число действительных избирательных бюллетеней	17099	1174	714	694	789	889	1015	782	852	397	140	110	328	85	56	112	363	149	220	421	65	133	397	92	217	337	412	193	99	426	307	435	352	475	263	98	274	354	69	77	113	165	320	162	109	55	285	101	380	397	416	95	136					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	293	4	7	10	11	15	10	10	13	25	4	1	8	4	4	4	4	4	4	12	4	7	4	4	4	4	4	4	4	6	4	10	4	4	4	4	4	4	4	4	4	4	4	4	4	0	8	0	4	4	12	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	201	3	4	8	11	14	9	3	11	25	4	0	7	0	3	3	4	0	1	12	0	6	0	0	0	0	4	3	0	6	3	10	4	4	1	4	2	3	0	2	0	4	3	2	0	0	8	0	0	1	9	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	91	6	5	0	4	3	2	7	4	2	1	0	2	0	1	1	2	0	2	8	0	0	1	0	8	1	0	0	0	0	3	5	3	0	5	1	1	1	0	0	0	1	4	0	0	1	1	0	1	0	3	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	92	1	3	2	0	1	1	7	2	0	0	1	1	4	1	1	0	4	3	0	4	1	4	4	4	4	0	1	4	0	1	0	0	0	3	0	2	1	4	2	4	0	1	2	4	0	0	0	4	3	3	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	2	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
18	1.Политическая партия «Аграрная партия России»	583	11	3	11	9	8	15	10	9	12	8	0	14	1	2	3	23	1	2	5	3	1	15	1	6	18	22	4	9	41	38	38	39	12	3	2	9	19	1	5	8	5	14	17	2	4	18	0	12	11	42	9	8					
		3.38%	0.93%	0.41%	1.56%	1.13%	0.89%	1.46%	1.27%	1.04%	2.96%	5.63%	0.00%	4.22%	1.18%	3.51%	2.68%	6.28%	0.67%	0.91%	1.18%	4.62%	0.74%	3.73%	1.09%	2.71%	5.31%	5.31%	2.07%	9.09%	9.53%	12.30%	8.72%	11.02%	2.52%	1.14%	2.04%	3.24%	5.31%	1.45%	6.49%	7.08%	3.03%	4.38%	10.37%	1.83%	7.27%	6.32%	0.00%	3.13%	2.74%	10.02%	9.47%	5.76%					
19	2.Всероссийская политическая партия «Гражданская Сила»	43	7	2	0	3	0	3	1	2	3	1	0	1	0	0	0	2	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	1	1	0	1	0	1	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0					
		0.25%	0.59%	0.27%	0.00%	0.38%	0.00%	0.29%	0.13%	0.23%	0.74%	0.70%	0.00%	0.30%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.24%	0.00%	0.00%	0.23%	0.00%	0.23%	0.28%	0.21%	0.00%	1.02%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	1.25%	0.00%	0.00%	0.00%	0.00%	0.00%	1.30%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	10	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.00%	0.27%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.71%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2103	185	105	115	138	159	173	93	108	32	9	1	17	5	2	47	68	5	22	56	3	13	42	2	17	52	42	19	11	44	27	54	45	39	20	3	24	70	6	4	5	12	34	29	10	5	20	6	31	29	33	5	7					
		12.18%	15.59%	14.42%	16.34%	17.29%	17.63%	16.80%	11.83%	12.51%	7.88%	6.34%	0.91%	5.12%	5.88%	3.51%	41.96%	18.58%	3.36%	10.00%	13.24%	4.62%	9.56%	10.45%	2.17%	7.69%	15.34%	10.14%	9.84%	11.11%	10.23%	8.74%	12.39%	12.71%	8.18%	7.60%	3.06%	8.63%	19.55%	8.70%	5.19%	4.42%	7.27%	10.63%	17.68%	9.17%	9.09%	7.02%	5.94%	8.07%	7.23%	7.88%	5.26%	5.04%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	59	4	5	0	4	5	3	1	2	0	0	0	1	0	0	0	2	0	0	2	0	0	2	0	1	1	4	1	0	0	1	4	1	4	6	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1					
		0.34%	0.34%	0.69%	0.00%	0.50%	0.55%	0.29%	0.13%	0.23%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.47%	0.00%	0.00%	0.50%	0.00%	0.45%	0.29%	0.97%	0.52%	0.00%	0.00%	0.32%	0.92%	0.28%	0.84%	2.28%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.72%					
