Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Нижневартовская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517					
1	"Число избирателей, внесенных в списки избирателей"	18733	346	721	1151	999	317	490	405	318	335	133	1598	1655	1551	353	1293	2027	1633	1820	1319	269					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18972	350	723	1497	1448	300	454	444	313	307	146	1599	1581	1518	322	1321	1868	1611	1750	1177	243					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	1094	62	150	683	0	0	0	0	0	5	53	38	7	35	61	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13541	241	524	411	862	254	416	335	262	288	76	1050	1182	1096	251	981	1461	1227	1440	962	222					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	364	11	15	8	10	14	11	35	14	8	0	20	20	20	10	40	20	55	34	17	2					
6	Число погашенных избирательных бюллетеней	3973	36	34	395	576	32	27	74	37	6	17	491	372	367	0	300	387	329	276	198	19					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1458	73	165	691	10	14	11	35	14	13	53	58	27	55	71	40	20	55	34	17	2					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13541	241	524	411	862	254	416	335	262	288	76	1050	1182	1096	251	981	1461	1227	1440	962	222					
9	Число недействительных избирательных бюллетеней	190	10	9	13	7	6	4	1	6	9	0	12	22	12	5	9	20	9	18	12	6					
10	Число действительных избирательных бюллетеней	14809	304	680	1089	865	262	423	369	270	292	129	1096	1187	1139	317	1012	1461	1273	1456	967	218					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	490	30	20	37	50	15	20	48	15	10	10	35	40	35	10	21	25	21	20	19	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	446	30	20	34	50	14	20	28	15	10	7	35	39	35	9	16	21	16	20	19	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	771	6	9	386	111	14	38	5	13	7	5	14	20	12	9	9	18	41	23	19	12					
14	Число погашенных неиспользованных открепительных удостоверений	44	0	0	3	0	1	0	20	0	0	3	0	1	0	1	5	4	5	0	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	257	3	15	5	10	9	5	21	3	2	1	31	45	31	2	9	16	32	8	9	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	1.Политическая партия «Аграрная партия России»	230	13	2	14	14	2	3	4	2	3	3	14	22	14	3	13	37	11	42	14	0					
		1.53%	4.14%	0.29%	1.27%	1.61%	0.75%	0.70%	1.08%	0.72%	0.99%	2.33%	1.26%	1.82%	1.22%	0.93%	1.27%	2.50%	0.86%	2.85%	1.43%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	128	1	3	4	7	1	1	2	1	0	0	7	4	8	2	13	29	12	18	14	1					
		0.85%	0.32%	0.44%	0.36%	0.80%	0.37%	0.23%	0.54%	0.36%	0.00%	0.00%	0.63%	0.33%	0.70%	0.62%	1.27%	1.96%	0.94%	1.22%	1.43%	0.45%					
20	3.Политическая партия «Демократическая партия России»	24	4	2	1	0	0	4	0	2	0	0	0	0	0	0	2	4	1	2	2	0					
		0.16%	1.27%	0.29%	0.09%	0.00%	0.00%	0.94%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.27%	0.08%	0.14%	0.20%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	931	10	25	92	55	24	27	24	19	10	1	77	101	80	10	46	95	77	81	71	6					
		6.21%	3.18%	3.63%	8.35%	6.31%	8.96%	6.32%	6.49%	6.88%	3.32%	0.78%	6.95%	8.35%	6.95%	3.11%	4.51%	6.41%	6.01%	5.50%	7.25%	2.68%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	52	0	3	2	3	0	1	1	4	0	0	5	8	8	0	0	9	4	2	2	0					
		0.35%	0.00%	0.44%	0.18%	0.34%	0.00%	0.23%	0.27%	1.45%	0.00%	0.00%	0.45%	0.66%	0.70%	0.00%	0.00%	0.61%	0.31%	0.14%	0.20%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	37	1	0	5	0	1	1	0	0	1	0	2	6	1	0	1	9	1	6	2	0					
		0.25%	0.32%	0.00%	0.45%	0.00%	0.37%	0.23%	0.00%	0.00%	0.33%	0.00%	0.18%	0.50%	0.09%	0.00%	0.10%	0.61%	0.08%	0.41%	0.20%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1997	25	75	134	111	40	64	64	27	42	11	152	149	140	39	162	192	173	227	142	28					
		13.31%	7.96%	10.89%	12.16%	12.73%	14.93%	14.99%	17.30%	9.78%	13.95%	8.53%	13.72%	12.32%	12.16%	12.11%	15.87%	12.96%	13.49%	15.40%	14.50%	12.50%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	832	19	28	48	60	10	23	50	13	25	6	60	84	69	15	55	100	46	67	50	4					
		5.55%	6.05%	4.06%	4.36%	6.88%	3.73%	5.39%	13.51%	4.71%	8.31%	4.65%	5.42%	6.95%	5.99%	4.66%	5.39%	6.75%	3.59%	4.55%	5.11%	1.79%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	193	4	3	13	3	5	3	5	2	3	1	7	25	26	6	19	17	15	23	11	2					
		1.29%	1.27%	0.44%	1.18%	0.34%	1.87%	0.70%	1.35%	0.72%	0.99%	0.78%	0.63%	2.07%	2.26%	1.86%	1.86%	1.15%	1.17%	1.56%	1.12%	0.89%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10262	224	535	765	610	179	294	217	200	206	107	767	778	787	240	690	944	924	972	646	177					
		68.42%	71.34%	77.65%	69.42%	69.95%	66.79%	68.85%	58.65%	72.46%	68.44%	82.95%	69.22%	64.35%	68.38%	74.53%	67.58%	63.74%	72.07%	65.94%	65.99%	79.02%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	123	3	4	11	2	0	2	2	0	2	0	5	10	6	2	11	25	9	16	13	0					
		0.82%	0.96%	0.58%	0.99%	0.23%	0.00%	0.47%	0.54%	0.00%	0.66%	0.00%	0.45%	0.83%	0.52%	0.62%	1.08%	1.69%	0.70%	1.09%	1.33%	0.00%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
