Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																
Дата голосования: 02.12.2007																																																
																																																
Наименование Избирательной комиссии:    Приморская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785					
1	"Число избирателей, внесенных в списки избирателей"	21829	598	1548	83	365	1581	434	257	210	318	413	1317	1750	235	533	467	1087	253	85	286	133	175	117	180	59	1381	1344	546	159	107	1033	729	304	185	488	507	405	564	311	423	110	749					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20451	550	1400	92	330	1380	350	204	167	300	380	1300	1600	178	420	420	1000	202	62	272	118	173	118	174	56	1300	1200	433	161	100	1380	720	288	150	342	409	327	440	439	339	90	1087					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	100	0	0	0	0	0	9	0	0	0	0	0	0	27	0	0	0	0	0	2	0	0	0	32	0	0	0	0	0	3	0	0	11	0	0	0	0	0	0	16	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10398	291	888	54	157	767	149	86	82	149	243	526	878	94	263	233	580	132	37	151	68	121	74	107	47	644	598	246	77	67	483	191	147	19	231	239	166	253	197	188	52	423					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1168	13	23	3	27	127	43	34	19	5	11	29	22	16	31	55	43	10	12	10	13	8	5	4	1	1	8	4	9	0	108	188	24	38	13	29	28	97	0	11	34	12					
6	Число погашенных избирательных бюллетеней	8785	246	489	35	146	486	149	84	66	146	126	745	700	41	126	132	377	60	13	109	37	44	39	31	8	655	594	183	75	30	789	341	106	93	98	141	133	90	242	124	4	652					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1268	13	23	3	27	127	52	34	19	5	11	29	22	43	31	55	43	10	12	12	13	8	5	36	1	1	8	4	9	3	108	188	35	38	13	29	28	97	0	27	34	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10397	291	888	54	157	767	149	86	82	149	243	526	877	94	263	233	580	132	37	151	68	121	74	107	47	644	598	246	77	67	483	191	147	19	231	239	166	253	197	188	52	423					
9	Число недействительных избирательных бюллетеней	75	3	6	0	2	9	0	0	0	0	6	5	4	2	2	3	8	4	0	2	0	0	0	0	0	4	2	2	1	0	5	0	1	0	0	2	1	0	1	0	0	0					
10	Число действительных избирательных бюллетеней	11590	301	905	57	182	885	201	120	101	154	248	550	895	135	292	285	615	138	49	161	81	129	79	143	48	641	604	248	85	70	586	379	181	57	244	266	193	350	196	215	86	435					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	327	5	22	5	7	19	5	5	5	5	5	15	13	5	7	11	15	5	5	10	5	5	5	5	5	20	20	5	5	5	10	5	5	5	5	10	5	5	8	5	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	187	1	21	0	4	16	1	0	0	1	0	11	6	1	6	8	15	5	0	6	0	0	0	2	0	11	17	1	3	0	10	2	0	1	4	10	4	5	7	0	0	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	236	2	7	5	2	13	3	2	3	2	1	5	11	4	2	5	13	4	4	1	2	0	0	3	0	11	5	0	0	1	9	9	3	2	4	7	4	4	57	1	6	19					
