Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																	
Дата голосования: 02.12.2007																	
																	
Наименование Избирательной комиссии:    Осипенковская																	
																	
Сводная таблица результатов выборов																	
																	
		Сумма	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682					
1	"Число избирателей, внесенных в списки избирателей"	4128	46	88	36	431	506	162	1725	928	80	126					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	4045	48	90	39	454	545	176	1588	900	74	131					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	82	0	0	0	28	41	6	7	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	2515	43	73	12	282	299	137	1010	509	56	94					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	313	3	5	0	45	53	7	118	53	10	19					
6	Число погашенных избирательных бюллетеней	1135	2	12	27	99	152	26	453	338	8	18					
7	Число избирательных бюллетеней в переносных ящиках для голосования	395	3	5	0	73	94	13	125	53	10	19					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	2514	43	73	12	282	298	137	1010	509	56	94					
9	Число недействительных избирательных бюллетеней	31	0	0	0	7	6	2	10	5	0	1					
10	Число действительных избирательных бюллетеней	2878	46	78	12	348	386	148	1125	557	66	112					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	96	5	5	3	8	20	2	35	10	3	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	45	0	1	0	1	4	0	35	4	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	34	2	2	2	1	6	1	13	2	5	0					
14	Число погашенных неиспользованных открепительных удостоверений	51	5	4	3	7	16	2	0	6	3	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	2	0	0	0	0	0	2	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
																	
18	1.Политическая партия «Аграрная партия России»	59	0	2	0	6	7	1	20	20	2	1					
		2.03%	0.00%	2.56%	0.00%	1.69%	1.79%	0.67%	1.76%	3.56%	3.03%	0.88%					
19	2.Всероссийская политическая партия «Гражданская Сила»	18	0	0	0	2	0	0	14	1	0	1					
		0.62%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	1.23%	0.18%	0.00%	0.88%					
20	3.Политическая партия «Демократическая партия России»	3	0	0	0	0	2	0	1	0	0	0					
		0.10%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.09%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	248	4	4	0	20	25	11	137	41	3	3					
		8.53%	8.70%	5.13%	0.00%	5.63%	6.38%	7.33%	12.07%	7.30%	4.55%	2.65%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	13	0	0	0	1	1	2	7	1	1	0					
		0.45%	0.00%	0.00%	0.00%	0.28%	0.26%	1.33%	0.62%	0.18%	1.52%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	3	0	0	0	0	1	0	0	2	0	0					
		0.10%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.36%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	390	3	10	1	40	48	8	173	71	10	26					
		13.41%	6.52%	12.82%	8.33%	11.27%	12.24%	5.33%	15.24%	12.63%	15.15%	23.01%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	258	0	5	2	17	33	16	91	76	5	13					
		8.87%	0.00%	6.41%	16.67%	4.79%	8.42%	10.67%	8.02%	13.52%	7.58%	11.50%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	35	0	1	0	6	9	1	8	7	3	0					
		1.20%	0.00%	1.28%	0.00%	1.69%	2.30%	0.67%	0.70%	1.25%	4.55%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	1826	39	55	9	253	258	109	660	335	40	68					
		62.77%	84.78%	70.51%	75.00%	71.27%	65.82%	72.67%	58.15%	59.61%	60.61%	60.18%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	25	0	1	0	3	2	0	14	3	2	0					
		0.86%	0.00%	1.28%	0.00%	0.85%	0.51%	0.00%	1.23%	0.53%	3.03%	0.00%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
