Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Дмитровская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269					
1	"Число избирателей, внесенных в список избирателей"	10831	344	221	269	120	239	92	476	378	140	241	208	540	505	309	91	212	199	430	261	399	103	2298	2756					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11236	347	220	277	126	243	93	473	381	132	237	210	555	512	310	93	212	199	444	504	402	112	2352	2802					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5499	168	125	133	57	162	56	225	130	62	123	87	208	262	141	43	80	105	219	186	171	80	1224	1452					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1248	74	26	44	6	34	0	111	96	21	58	43	89	57	71	7	68	31	33	75	91	10	89	114					
6	Число погашенных избирательных бюллетеней	4489	105	69	100	63	47	37	137	155	49	56	80	258	193	98	43	64	63	192	243	140	22	1039	1236					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1248	74	26	44	6	34	0	111	96	21	58	43	89	57	71	7	68	31	33	75	91	10	89	114					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5498	168	125	133	57	162	56	225	130	62	123	87	208	262	141	43	79	105	219	186	171	80	1224	1452					
9	Число недействительных избирательных бюллетеней	137	4	0	5	2	5	0	6	2	2	3	3	12	6	8	0	1	5	3	10	2	0	34	24					
10	Число действительных избирательных бюллетеней	6609	238	151	172	61	191	56	330	224	81	178	127	285	313	204	50	146	131	249	251	260	90	1279	1542					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	280	8	5	6	4	6	3	11	9	4	6	6	14	12	7	3	5	5	12	12	10	4	58	70					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	89	1	2	3	0	1	1	2	1	0	1	0	7	10	0	3	1	0	4	6	1	0	27	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	45	0	1	0	1	5	2	3	1	2	4	1	2	2	1	4	0	2	1	1	1	1	8	2					
14	Число погашенных неиспользованных открепительных удостоверений	191	7	3	3	4	5	2	9	8	4	5	6	7	2	7	0	4	5	8	6	9	4	31	52					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	1	0	0	1	0	0	0	0	1	0	0	2	0	1	0	0	1	0	0	0	2	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	809	21	19	33	12	16	8	32	25	9	22	9	51	33	11	8	20	7	21	15	20	4	165	248					
		11.99%	8.68%	12.58%	18.64%	19.05%	8.16%	14.29%	9.52%	11.06%	10.84%	12.15%	6.92%	17.17%	10.34%	5.19%	16.00%	13.61%	5.15%	8.33%	5.75%	7.63%	4.44%	12.57%	15.84%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	888	14	23	16	4	28	11	31	34	10	15	11	29	56	33	4	16	21	25	51	39	4	188	225					
		13.16%	5.79%	15.23%	9.04%	6.35%	14.29%	19.64%	9.23%	15.04%	12.05%	8.29%	8.46%	9.76%	17.55%	15.57%	8.00%	10.88%	15.44%	9.92%	19.54%	14.89%	4.44%	14.32%	14.37%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	67	2	0	2	1	1	0	6	3	1	0	1	4	4	4	1	1	1	2	1	4	0	17	11					
		0.99%	0.83%	0.00%	1.13%	1.59%	0.51%	0.00%	1.79%	1.33%	1.20%	0.00%	0.77%	1.35%	1.25%	1.89%	2.00%	0.68%	0.74%	0.79%	0.38%	1.53%	0.00%	1.29%	0.70%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2145	56	35	37	14	47	14	103	67	26	25	54	100	98	38	18	29	23	61	89	68	20	514	609					
		31.80%	23.14%	23.18%	20.90%	22.22%	23.98%	25.00%	30.65%	29.65%	31.33%	13.81%	41.54%	33.67%	30.72%	17.92%	36.00%	19.73%	16.91%	24.21%	34.10%	25.95%	22.22%	39.15%	38.89%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	78	0	1	2	0	1	0	6	1	0	1	0	1	4	2	0	2	1	1	2	0	0	19	34					
		1.16%	0.00%	0.66%	1.13%	0.00%	0.51%	0.00%	1.79%	0.44%	0.00%	0.55%	0.00%	0.34%	1.25%	0.94%	0.00%	1.36%	0.74%	0.40%	0.77%	0.00%	0.00%	1.45%	2.17%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2581	142	71	82	30	98	22	152	94	33	113	52	97	118	116	19	78	76	138	92	124	61	366	407					
		38.26%	58.68%	47.02%	46.33%	47.62%	50.00%	39.29%	45.24%	41.59%	39.76%	62.43%	40.00%	32.66%	36.99%	54.72%	38.00%	53.06%	55.88%	54.76%	35.25%	47.33%	67.78%	27.88%	25.99%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	41	3	2	0	0	0	1	0	0	2	2	0	3	0	0	0	0	2	1	1	5	1	10	8					
		0.61%	1.24%	1.32%	0.00%	0.00%	0.00%	1.79%	0.00%	0.00%	2.41%	1.10%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%	1.47%	0.40%	0.38%	1.91%	1.11%	0.76%	0.51%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
