Выборы Президента Российской Федерации																																																									
Дата голосования: 04.03.2012																																																									
																																																									
Наименование Избирательной комиссии:    Актанышская																																																									
																																																									
Сводная таблица итогов голосования																																																									
																																																									
	Число участковых избирательных комиссий	46																																																							
	Число участковых избирательных комиссий, приступивших к передаче сведений	46																																																							
																																																									
		Сумма	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664									
1	Число избирателей, включенных в список избирателей	23221	1602	1777	1412	769	1120	700	201	323	436	352	338	94	109	328	225	196	718	301	184	348	113	891	298	1209	217	391	138	710	765	630	758	133	709	693	633	450	215	546	237	349	216	391	133	299	365	199									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	23652	1632	1805	1434	793	1148	700	215	328	444	352	341	95	113	332	233	201	718	311	186	350	114	902	301	1211	216	395	140	708	786	636	786	134	715	774	647	453	220	555	239	368	222	391	135	302	368	203									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	21003	1563	1696	1387	733	1089	525	130	295	419	330	305	79	68	293	184	184	678	260	165	318	85	823	276	1066	194	319	123	581	601	548	650	116	623	662	593	405	182	491	228	300	194	361	112	271	340	158									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2014	39	47	19	29	16	149	68	28	15	22	28	13	40	32	37	10	26	35	19	27	28	65	21	128	20	70	15	124	162	78	101	15	76	31	37	45	29	47	9	49	22	30	21	26	25	41									
6	Число погашенных избирательных бюллетеней	635	30	62	28	31	43	26	17	5	10	0	8	3	5	7	12	7	14	16	2	5	1	14	4	17	2	6	2	3	23	10	35	3	16	81	17	3	9	17	2	19	6	0	2	5	3	4									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2014	39	47	19	29	16	149	68	28	15	22	28	13	40	32	37	10	26	35	19	27	28	65	21	128	20	70	15	124	162	78	101	15	76	31	37	45	29	47	9	49	22	30	21	26	25	41									
8	Число бюллетеней в стационарных ящиках для голосования	21002	1563	1696	1387	733	1089	525	130	295	418	330	305	79	68	293	184	184	678	260	165	318	85	823	276	1066	194	319	123	581	601	548	650	116	623	662	593	405	182	491	228	300	194	361	112	271	340	158									
9	Число недействительных избирательных бюллетеней	57	0	5	0	1	10	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	5	0	0	1	0	1	0	0	0	0	0	12									
10	Число действительных избирательных бюллетеней	22959	1602	1738	1406	761	1095	669	198	322	432	352	333	92	108	325	221	194	704	295	184	345	113	888	297	1194	214	389	138	705	763	626	751	131	699	678	625	450	211	537	237	348	216	391	133	297	365	187									
11	Число полученных открепительных  удостоверений	406	28	32	24	13	19	12	3	6	7	6	6	2	2	6	8	3	12	5	3	6	2	15	5	20	4	7	2	12	13	11	13	2	12	13	11	8	4	9	4	9	4	7	2	5	6	3									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	214	23	28	15	6	19	2	3	0	2	1	2	0	0	0	5	0	0	5	1	1	1	13	3	1	2	1	0	3	13	1	13	0	7	4	6	7	3	6	0	9	4	0	1	0	0	3									
13	Число избирателей, проголосовавших по открепительным удостоверениям	136	11	5	3	5	5	3	0	1	1	6	1	0	0	0	2	1	5	0	1	1	0	0	4	4	0	5	0	6	2	4	3	1	10	4	2	9	4	4	2	2	1	2	1	1	13	1									
14	Число неиспользованных открепительных удостоверений	192	5	4	9	7	0	10	0	6	5	5	4	2	2	6	3	3	12	0	2	5	1	2	2	19	2	6	2	9	0	10	0	2	5	9	5	1	1	3	4	0	0	7	1	5	6	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	10	0	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																									
19	Жириновский Владимир Вольфович	122	3	3	2	1	3	17	1	3	2	2	2	0	0	3	1	0	2	2	2	3	1	0	1	5	1	2	0	1	3	3	3	1	6	18	4	1	1	1	1	6	2	3	1	0	4	1									
		0.53%	0.19%	0.17%	0.14%	0.13%	0.27%	2.52%	0.51%	0.93%	0.46%	0.57%	0.60%	0.00%	0.00%	0.92%	0.45%	0.00%	0.28%	0.68%	1.09%	0.87%	0.88%	0.00%	0.34%	0.42%	0.47%	0.51%	0.00%	0.14%	0.39%	0.48%	0.40%	0.76%	0.86%	2.60%	0.63%	0.22%	0.47%	0.19%	0.42%	1.72%	0.93%	0.77%	0.75%	0.00%	1.10%	0.50%									
20	Зюганов Геннадий Андреевич	1115	122	28	127	19	60	124	3	3	12	1	20	4	3	8	6	4	11	5	26	37	13	47	3	11	2	20	3	10	8	14	13	4	131	73	25	29	4	8	3	36	3	13	3	1	4	11									
		4.84%	7.62%	1.61%	9.03%	2.49%	5.43%	18.40%	1.52%	0.93%	2.77%	0.28%	6.01%	4.35%	2.78%	2.46%	2.71%	2.06%	1.56%	1.69%	14.13%	10.72%	11.50%	5.29%	1.01%	0.92%	0.93%	5.14%	2.17%	1.42%	1.05%	2.24%	1.73%	3.05%	18.74%	10.53%	3.97%	6.44%	1.90%	1.49%	1.27%	10.32%	1.39%	3.32%	2.26%	0.34%	1.10%	5.53%									
21	Миронов Сергей Михайлович	136	6	1	2	5	2	22	0	1	0	1	3	1	0	1	1	3	2	2	3	2	0	0	1	5	0	3	0	4	2	0	1	1	3	31	4	1	0	2	0	7	0	2	2	0	2	7									
