7	Число избирательных бюллетеней в переносных ящиках для голосования	1374	36	68	32	20	18	49	13	16	16	5	22	6	14	15	22	5	22	30	6	34	12	59	28	85	3	18	6	80	96	41	88	5	69	82	29	25	22	35	9	8	8	20	3	29	15	24	26									
8	Число бюллетеней в стационарных ящиках для голосования	20735	1327	1926	1307	716	608	627	175	279	380	307	282	82	77	274	169	181	648	229	173	276	90	783	242	1015	200	355	112	568	602	525	581	115	621	576	561	360	181	424	208	309	201	324	117	253	300	164	905									
9	Число недействительных избирательных бюллетеней	27	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	2	1	2	0	9	0	0	0	0	1	0	0	0	1									
10	Число действительных избирательных бюллетеней	22082	1362	1991	1339	736	626	676	188	295	396	312	304	87	91	289	191	186	670	259	179	310	102	842	270	1098	203	373	118	648	698	566	669	116	690	656	589	383	203	450	217	317	209	344	119	282	315	188	930									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																										
13	Бабурин Сергей Николаевич	64	5	6	0	0	0	2	1	0	1	0	0	0	0	0	0	4	1	0	0	0	0	1	0	25	0	0	0	2	0	0	1	0	2	1	1	2	1	0	0	2	2	0	0	1	1	1	1									
		0.29%	0.37%	0.30%	0.00%	0.00%	0.00%	0.30%	0.53%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.15%	0.15%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	2.27%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.15%	0.00%	0.29%	0.15%	0.17%	0.52%	0.49%	0.00%	0.00%	0.63%	0.96%	0.00%	0.00%	0.35%	0.32%	0.53%	0.11%									
14	Грудинин Павел Николаевич	1022	36	28	44	19	40	32	1	4	10	2	4	8	1	16	3	30	15	2	10	66	5	22	3	40	0	7	6	8	90	23	27	6	30	172	56	25	5	26	4	20	16	16	3	17	4	6	14									
		4.62%	2.64%	1.40%	3.29%	2.58%	6.39%	4.73%	0.53%	1.36%	2.53%	0.64%	1.32%	9.09%	1.10%	5.54%	1.57%	16.13%	2.24%	0.77%	5.59%	21.29%	4.90%	2.61%	1.11%	3.64%	0.00%	1.88%	5.08%	1.23%	12.89%	4.06%	4.04%	5.00%	4.35%	26.14%	9.49%	6.49%	2.46%	5.66%	1.84%	6.31%	7.66%	4.65%	2.50%	6.03%	1.27%	3.19%	1.50%									
15	Жириновский Владимир Вольфович	232	19	56	13	2	3	5	1	4	6	1	2	0	0	1	2	0	3	1	7	13	0	1	1	22	0	3	0	6	3	3	3	3	2	10	2	2	1	7	0	1	10	2	0	3	1	2	5									
		1.05%	1.39%	2.81%	0.97%	0.27%	0.48%	0.74%	0.53%	1.36%	1.52%	0.32%	0.66%	0.00%	0.00%	0.35%	1.05%	0.00%	0.45%	0.39%	3.91%	4.19%	0.00%	0.12%	0.37%	2.00%	0.00%	0.80%	0.00%	0.93%	0.43%	0.53%	0.45%	2.50%	0.29%	1.52%	0.34%	0.52%	0.49%	1.53%	0.00%	0.32%	4.78%	0.58%	0.00%	1.06%	0.32%	1.06%	0.54%									
16	Путин Владимир Владимирович	20505	1279	1861	1275	714	577	625	184	282	372	309	298	73	90	269	182	143	643	255	162	218	97	818	264	1002	202	360	111	623	603	531	629	106	648	463	529	349	194	405	213	294	168	320	116	259	309	178	903									
		92.75%	93.84%	93.33%	95.22%	97.01%	92.17%	92.46%	97.87%	95.59%	93.94%	99.04%	98.03%	82.95%	98.90%	93.08%	95.29%	76.88%	95.97%	98.46%	90.50%	70.32%	95.10%	97.15%	97.78%	91.09%	99.51%	96.51%	94.07%	96.14%	86.39%	93.82%	94.02%	88.33%	93.91%	70.36%	89.66%	90.65%	95.57%	88.24%	98.16%	92.74%	80.38%	93.02%	96.67%	91.84%	98.10%	94.68%	96.99%									
17	Собчак Ксения Анатольевна	138	8	16	3	1	4	8	1	1	4	0	0	4	0	3	1	7	2	1	0	11	0	0	1	2	1	3	1	2	2	7	4	0	6	3	1	3	1	8	0	0	9	4	0	1	0	1	3									
		0.62%	0.59%	0.80%	0.22%	0.14%	0.64%	1.18%	0.53%	0.34%	1.01%	0.00%	0.00%	4.55%	0.00%	1.04%	0.52%	3.76%	0.30%	0.39%	0.00%	3.55%	0.00%	0.00%	0.37%	0.18%	0.49%	0.80%	0.85%	0.31%	0.29%	1.24%	0.60%	0.00%	0.87%	0.46%	0.17%	0.78%	0.49%	1.74%	0.00%	0.00%	4.31%	1.16%	0.00%	0.35%	0.00%	0.53%	0.32%									
18	Сурайкин Максим Александрович	38	4	9	0	0	0	2	0	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	3	0	0	1	1	0	3	0	1	1	1	0	0	3	1	0	0	0	0	1									
		0.17%	0.29%	0.45%	0.00%	0.00%	0.00%	0.30%	0.00%	0.34%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.15%	0.83%	0.00%	0.46%	0.00%	0.26%	0.49%	0.22%	0.00%	0.00%	1.44%	0.29%	0.00%	0.00%	0.00%	0.00%	0.11%									
19	Титов Борис Юрьевич	37	4	6	1	0	1	1	0	3	0	0	0	2	0	0	2	0	1	0	0	2	0	0	0	2	0	0	0	2	0	0	1	0	0	1	0	1	0	3	0	0	0	1	0	1	0	0	2									
		0.17%	0.29%	0.30%	0.07%	0.00%	0.16%	0.15%	0.00%	1.02%	0.00%	0.00%	0.00%	2.27%	0.00%	0.00%	1.05%	0.00%	0.15%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.15%	0.00%	0.00%	0.15%	0.00%	0.26%	0.00%	0.65%	0.00%	0.00%	0.00%	0.29%	0.00%	0.35%	0.00%	0.00%	0.21%									
20	Явлинский Григорий Алексеевич	46	7	9	3	0	1	1	0	0	2	0	0	0	0	0	1	1	3	0	0	0	0	0	1	3	0	0	0	2	0	2	3	0	2	3	0	0	0	0	0	0	1	0	0	0	0	0	1									
		0.21%	0.51%	0.45%	0.22%	0.00%	0.16%	0.15%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.54%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.27%	0.00%	0.00%	0.00%	0.31%	0.00%	0.35%	0.45%	0.00%	0.29%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%									
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
