Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Район Лианозово																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №3070					
1	"Число избирателей, внесенных в списки"	53232	2534	2700	2497	2672	2586	2655	2397	2364	2780	2697	2492	2061	2595	2727	2563	2289	2486	2486	2421	2401	2609	220					
2	"Число бюллетеней, полученных участковыми комиссиями"	49322	2300	2500	2300	2500	2400	2500	2200	2200	2600	2500	2300	2000	2400	2500	2400	2100	2300	2300	2200	2200	2400	222					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	31361	1461	1547	1552	1626	1497	1460	1288	1530	1725	1608	1565	1106	1525	1501	1524	1274	1382	1458	1405	1566	1570	191					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	986	15	33	44	44	77	44	25	36	71	32	62	36	74	43	37	36	69	48	39	47	46	28					
6	Число погашенных бюллетеней	16975	824	920	704	830	826	996	887	634	804	860	673	858	801	956	839	790	849	794	756	587	784	3					
7	Число бюллетеней в переносных ящиках для голосования	986	15	33	44	44	77	44	25	36	71	32	62	36	74	43	37	36	69	48	39	47	46	28					
8	Число бюллетеней в стационарных ящиках для голосования	31079	1461	1547	1552	1590	1497	1460	1288	1530	1725	1608	1475	1101	1459	1500	1522	1274	1382	1458	1405	1500	1554	191					
9	Число недействительных бюллетеней	305	0	4	11	10	10	21	8	10	12	8	14	11	20	27	26	18	22	26	13	22	11	1					
10	Число действительных бюллетеней	31760	1476	1576	1585	1624	1564	1483	1305	1556	1784	1632	1523	1126	1513	1516	1533	1292	1429	1480	1431	1525	1589	218					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1050	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	592	31	25	36	45	28	41	27	23	38	20	34	14	21	19	20	25	33	26	24	35	27	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	443	26	19	16	26	20	8	15	13	26	17	23	17	17	27	22	25	26	21	37	20	22	0					
14	Число погашенных открепительных удостоверений	458	19	25	14	5	22	9	23	27	12	30	16	36	29	31	30	25	17	24	26	15	23	0					
15	Число открепительных удостоверений выданных ТИК	12	0	0	1	1	0	0	0	0	4	3	1	0	0	0	0	0	0	0	0	0	2	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	"1. ""ЕДИНЕНИЕ"""	200	8	20	10	13	5	9	7	8	5	12	9	9	11	12	17	12	6	7	11	3	6	0					
		0.62%	0.54%	1.26%	0.62%	0.79%	0.31%	0.59%	0.53%	0.51%	0.27%	0.73%	0.58%	0.79%	0.71%	0.77%	1.09%	0.91%	0.41%	0.46%	0.76%	0.19%	0.37%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1671	73	90	100	98	96	86	87	61	100	91	66	75	127	56	68	68	95	61	62	20	88	3					
		5.21%	4.94%	5.69%	6.26%	5.99%	6.09%	5.71%	6.62%	3.89%	5.56%	5.54%	4.29%	6.59%	8.28%	3.62%	4.36%	5.19%	6.54%	4.05%	4.29%	1.29%	5.5%	1.36%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	728	29	35	34	25	30	36	23	32	46	43	26	30	40	27	25	29	41	36	23	88	30	0					
		2.27%	1.96%	2.21%	2.13%	1.52%	1.90%	2.39%	1.75%	2.04%	2.56%	2.62%	1.69%	2.63%	2.60%	1.74%	1.60%	2.21%	2.82%	2.39%	1.59%	5.68%	1.87%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2553	103	111	161	140	161	118	107	113	124	132	132	113	168	88	109	103	121	71	120	129	128	1					
		7.96%	6.97%	7.02%	10.08%	8.56%	10.22%	7.84%	8.14%	7.21%	6.90%	8.04%	8.58%	9.93%	10.95%	5.70%	6.99%	7.86%	8.33%	4.71%	8.31%	8.33%	8.0%	0.45%					
22	"5. ""За Русь Святую"""	145	6	13	0	9	5	4	5	5	4	8	8	6	5	7	8	6	6	14	11	7	8	0					
		0.45%	0.40%	0.82%	0.0%	0.55%	0.31%	0.26%	0.38%	0.31%	0.22%	0.48%	0.52%	0.52%	0.32%	0.45%	0.51%	0.45%	0.41%	0.92%	0.76%	0.45%	0.5%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	72	4	4	2	5	1	5	4	2	3	0	5	0	2	7	3	3	5	5	1	9	2	0					
