Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    Заполярного района																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40					
1	"Число избирателей, внесенных в список избирателей"	18882	286	51	90	968	286	75	563	65	596	115	123	77	37	480	142	346	499	80	102	234	52	231	128	328	443	221	88	1282	682	144	363	517	550	533	442	916	2485	1707	1328	1227					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18000	200	55	100	1000	400	75	530	80	500	100	130	80	40	420	130	300	450	80	90	200	50	200	120	300	410	200	90	1410	650	140	300	470	480	480	400	780	2530	1660	1280	1090					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	2896	0	0	0	33	0	0	0	0	0	0	0	0	0	19	5	0	0	0	0	0	0	6	0	0	9	0	0	201	42	0	0	72	5	0	0	140	882	263	463	756					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7292	174	28	57	337	73	50	279	46	265	51	43	33	17	271	62	148	222	33	56	79	30	77	59	180	236	93	56	447	263	73	160	196	220	233	258	388	712	722	371	194					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	150	1	0	0	19	0	0	0	0	5	0	0	0	0	6	2	9	10	1	0	3	0	3	2	10	4	0	0	16	15	0	7	9	1	5	11	5	1	5	0	0					
6	Число погашенных избирательных бюллетеней	7662	25	27	43	611	327	25	251	34	230	49	87	47	23	124	61	143	218	46	34	118	20	114	59	110	161	107	34	746	330	67	133	193	254	242	131	247	935	670	446	140					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3040	1	0	0	52	0	0	0	0	5	0	0	0	0	25	7	9	10	1	0	3	0	9	2	10	13	0	0	217	57	0	7	81	6	5	11	145	882	268	461	753					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7292	174	28	57	337	73	50	279	46	265	51	43	33	17	271	62	148	222	33	56	79	30	77	59	180	236	93	56	447	263	73	160	196	220	233	258	388	712	722	371	194					
9	Число недействительных избирательных бюллетеней	161	0	0	0	8	2	0	2	0	3	2	0	0	0	2	2	1	6	0	0	1	0	1	0	3	2	1	0	10	4	0	4	3	2	3	4	8	37	16	13	21					
10	Число действительных избирательных бюллетеней	10171	175	28	57	381	71	50	277	46	267	49	43	33	17	294	67	156	226	34	56	81	30	85	61	187	247	92	56	654	316	73	163	274	224	235	265	525	1557	974	819	926					
