Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
Наименование Избирательной комиссии:    Добрянская городская																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045					
1	"Число избирателей, внесенных в списки"	45211	2047	2300	1858	2433	2248	2163	2540	2220	2011	1994	680	1515	1263	1641	707	1007	1640	1554	1994	2377	826	1030	185	193	245	325	519	51	375	89	165	192	1039	182	567	262	247	169	417	266	210	331	283	390	461					
2	"Число бюллетеней, полученных участковыми комиссиями"	45618	2080	2400	1900	2400	2380	2200	2500	2200	2050	1910	580	1470	1380	1570	780	1080	1700	1420	2100	2100	840	1040	180	200	230	337	500	50	376	87	177	207	1200	178	580	290	258	193	455	301	227	372	290	410	440					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	25857	1178	1475	1198	1711	1428	1334	1508	1319	1181	1121	340	731	652	852	178	550	869	828	1185	1319	497	497	82	105	109	191	289	48	193	58	138	100	473	94	272	164	137	87	310	119	143	173	160	197	264					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2369	215	71	38	33	48	61	53	39	13	76	19	67	65	48	192	37	43	86	18	21	45	54	82	28	39	19	39	2	42	0	22	39	173	9	64	26	19	29	27	113	18	64	36	84	53					
6	Число погашенных бюллетеней	17392	687	854	664	656	904	805	939	842	856	713	221	672	663	670	410	493	788	506	897	760	298	489	16	67	82	127	172	0	141	29	17	68	554	75	244	100	102	77	118	69	66	135	94	129	123					
7	Число бюллетеней в переносных ящиках для голосования	2368	215	71	38	32	48	61	53	39	13	76	19	67	65	48	192	37	43	86	18	21	45	54	82	28	39	19	39	2	42	0	22	39	173	9	64	26	19	29	27	113	18	64	36	84	53					
8	Число бюллетеней в стационарных ящиках для голосования	25852	1177	1475	1198	1712	1428	1334	1506	1319	1181	1121	340	731	652	851	178	550	869	828	1185	1319	496	497	82	105	109	191	289	48	193	58	138	100	472	94	272	164	137	87	310	119	143	173	160	197	264					
9	Число недействительных бюллетеней	502	36	15	19	11	20	20	17	20	11	13	10	34	24	14	7	17	7	10	12	13	11	22	1	3	7	9	2	1	16	0	1	2	13	8	8	9	15	1	14	3	1	8	0	4	13					
10	Число действительных бюллетеней	27718	1356	1531	1217	1733	1456	1375	1542	1338	1183	1184	349	764	693	885	363	570	905	904	1191	1327	530	529	163	130	141	201	326	49	219	58	159	137	632	95	328	181	141	115	323	229	160	229	196	277	304					
