Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																							
Дата голосования: 04.12.2011																							
																							
Наименование Избирательной комиссии:    Кизеловская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416					
1	"Число избирателей, внесенных в список избирателей"	23990	1700	1764	1532	1568	1619	1626	1750	1742	1551	1432	1657	408	1255	1442	1368	1576					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18200	1300	1300	1100	1200	1300	1300	1300	1100	1100	1200	1200	500	1000	1100	1000	1200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9029	478	796	634	649	626	687	750	672	492	242	499	408	364	622	512	598					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	812	40	47	37	60	41	38	101	67	56	38	60	0	58	43	74	52					
6	Число погашенных избирательных бюллетеней	8359	782	457	429	491	633	575	449	361	552	920	641	92	578	435	414	550					
7	Число избирательных бюллетеней в переносных ящиках для голосования	812	40	47	37	60	41	38	101	67	56	38	60	0	58	43	74	52					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9024	475	796	634	647	626	687	750	672	492	242	499	408	364	622	512	598					
9	Число недействительных избирательных бюллетеней	228	6	17	15	17	18	9	16	18	11	3	13	8	9	32	15	21					
10	Число действительных избирательных бюллетеней	9608	509	826	656	690	649	716	835	721	537	277	546	400	413	633	571	629					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	420	30	35	25	25	30	40	30	30	25	25	25	0	25	25	25	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	269	25	35	10	24	21	31	14	16	14	6	19	0	8	17	16	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	346	5	6	7	10	4	5	11	1	18	1	7	260	1	6	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	151	5	0	15	1	9	9	16	14	11	19	6	0	17	8	9	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	2	0	4	4	3	0	0	4	1	1	2	0	2	0	3	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1632	87	136	120	142	113	142	136	128	100	54	97	13	68	107	91	98					
		16.59%	16.89%	16.13%	17.88%	20.08%	16.94%	19.59%	15.98%	17.32%	18.25%	19.29%	17.35%	3.19%	16.11%	16.09%	15.53%	15.08%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1364	81	127	117	82	109	99	95	90	80	28	102	78	54	63	81	78					
		13.87%	15.73%	15.07%	17.44%	11.60%	16.34%	13.66%	11.16%	12.18%	14.60%	10.00%	18.25%	19.12%	12.80%	9.47%	13.82%	12.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	86	5	8	9	5	7	10	6	9	7	1	6	1	0	4	2	6					
		0.87%	0.97%	0.95%	1.34%	0.71%	1.05%	1.38%	0.71%	1.22%	1.28%	0.36%	1.07%	0.25%	0.00%	0.60%	0.34%	0.92%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1902	99	178	107	166	147	147	175	155	88	52	93	12	115	122	121	125					
		19.34%	19.22%	21.12%	15.95%	23.48%	22.04%	20.28%	20.56%	20.97%	16.06%	18.57%	16.64%	2.94%	27.25%	18.35%	20.65%	19.23%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	205	14	18	28	24	8	25	21	22	9	0	10	3	3	4	7	9					
		2.08%	2.72%	2.14%	4.17%	3.39%	1.20%	3.45%	2.47%	2.98%	1.64%	0.00%	1.79%	0.74%	0.71%	0.60%	1.19%	1.38%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4378	220	354	274	268	263	290	397	313	252	141	237	290	168	331	268	312					
		44.51%	42.72%	41.99%	40.83%	37.91%	39.43%	40.00%	46.65%	42.35%	45.99%	50.36%	42.40%	71.08%	39.81%	49.77%	45.73%	48.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	41	3	5	1	3	2	3	5	4	1	1	1	3	5	2	1	1					
		0.42%	0.58%	0.59%	0.15%	0.42%	0.30%	0.41%	0.59%	0.54%	0.18%	0.36%	0.18%	0.74%	1.18%	0.30%	0.17%	0.15%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
