Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Сызранская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452					
1	"Число избирателей, внесенных в списки"	18083	1227	1306	920	106	2549	162	122	187	182	657	250	63	903	375	409	504	508	199	591	91	171	799	927	1723	179	669	84	1311	230	248	431					
2	"Число бюллетеней, полученных участковыми комиссиями"	18100	1248	1305	931	109	2513	177	125	197	185	654	249	69	904	379	408	498	506	204	590	91	181	807	895	1697	181	682	85	1321	230	248	431					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10429	594	710	493	67	1433	93	78	96	127	374	177	37	469	212	233	255	223	142	378	61	72	568	682	914	109	460	49	836	109	127	251					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	748	39	58	32	11	27	0	15	0	6	38	15	11	81	42	8	22	50	0	15	4	12	14	16	74	18	20	27	19	26	12	36					
6	Число погашенных бюллетеней	6919	615	537	406	31	1053	84	32	101	52	242	57	21	354	125	167	221	233	62	197	26	97	225	197	705	54	202	9	466	95	109	144					
7	Число бюллетеней в переносных ящиках для голосования	748	39	58	32	11	27	0	15	0	6	38	15	11	81	42	8	22	50	0	15	4	12	14	16	74	18	20	27	19	26	12	36					
8	Число бюллетеней в стационарных ящиках для голосования	10425	594	710	493	67	1433	93	78	96	127	374	177	37	469	212	233	255	223	142	378	61	72	568	682	910	109	460	49	836	109	127	251					
9	Число недействительных бюллетеней	71	8	16	8	0	6	0	0	0	0	1	0	1	3	1	0	2	0	2	2	0	0	5	1	0	0	12	0	2	1	0	0					
10	Число действительных бюллетеней	11102	625	752	517	78	1454	93	93	96	133	411	192	47	547	253	241	275	273	140	391	65	84	577	697	984	127	468	76	853	134	139	287					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	10	7	6	5	21	5	5	0	6	5	4	3	5	6	5	4	5	4	6	1	3	5	8	12	3	5	3	10	4	13	21					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	69	9	4	4	0	12	0	0	0	0	1	0	0	3	6	4	1	1	2	5	0	0	1	4	5	0	1	0	4	1	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	79	8	1	1	0	4	1	2	0	2	9	1	0	6	1	2	1	1	1	1	1	2	8	3	9	0	1	1	5	2	3	2					
14	Число погашенных открепительных удостоверений	131	1	3	2	5	9	5	5	0	6	4	4	3	2	0	1	3	4	2	1	1	3	4	4	7	3	4	3	6	3	13	20					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	"1. ""ЕДИНЕНИЕ"""	130	3	8	8	1	13	1	1	2	0	8	2	0	6	8	0	2	6	4	11	0	0	1	18	7	1	12	0	5	0	0	2					
		1.16%	0.47%	1.04%	1.52%	1.28%	0.89%	1.07%	1.07%	2.08%	0.0%	1.94%	1.04%	0.0%	1.09%	3.14%	0.0%	0.72%	2.19%	2.81%	2.79%	0.0%	0.0%	0.17%	2.57%	0.71%	0.78%	2.5%	0.0%	0.58%	0.0%	0.0%	0.69%					
