Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
Наименование Избирательной комиссии:    Семеновская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №2073	УИК №2074	УИК №2075	УИК №2076	УИК №2077	УИК №2078	УИК №2079	УИК №2080	УИК №2081	УИК №2082	УИК №2083	УИК №2084	УИК №2085	УИК №2086	УИК №2087	УИК №2088	УИК №2089	УИК №2090	УИК №2091	УИК №2092	УИК №2093	УИК №2094	УИК №2095	УИК №2096	УИК №2097	УИК №2098	УИК №2099	УИК №2100	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115					
1	"Число избирателей, внесенных в списки избирателей"	39707	2115	2440	2040	1836	1675	1953	2164	1704	2082	2839	1097	853	468	733	651	233	219	199	1241	1159	221	1084	460	410	339	285	284	346	178	323	1223	201	257	266	299	630	625	257	417	281	2003	1458	159					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	37550	2000	2300	1900	1700	1600	1900	2000	1500	1900	2700	1100	750	450	700	650	250	200	200	1200	1100	200	1000	450	400	350	270	280	350	150	300	1200	180	220	250	300	600	600	250	400	250	1900	1400	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	20293	1033	1323	1288	1064	836	1134	1141	874	1014	1513	563	480	102	368	364	193	129	57	686	480	105	548	178	190	112	151	155	137	53	113	618	101	102	133	87	343	279	60	269	102	1049	680	86					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3991	97	105	20	42	34	88	145	136	71	98	91	63	265	136	236	0	30	86	117	182	60	152	95	119	115	59	90	88	76	122	82	60	33	35	78	26	174	104	58	110	51	126	36					
6	Число погашенных избирательных бюллетеней	13266	870	872	592	594	730	678	714	490	815	1089	446	207	83	196	50	57	41	57	397	438	35	300	177	91	123	60	35	125	21	65	500	19	85	82	135	231	147	86	73	38	800	594	28					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3991	97	105	20	42	34	88	145	136	71	98	91	63	265	136	236	0	30	86	117	182	60	152	95	119	115	59	90	88	76	122	82	60	33	35	78	26	174	104	58	110	51	126	36					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20291	1033	1323	1286	1064	836	1134	1141	874	1014	1513	563	480	102	368	364	193	129	57	686	480	105	548	178	190	112	151	155	137	53	113	618	101	102	133	87	343	279	60	269	102	1049	680	86					
9	Число недействительных избирательных бюллетеней	144	1	14	10	1	3	5	9	1	7	9	6	5	2	5	0	0	1	0	2	7	0	2	3	4	1	7	0	0	0	0	6	0	0	0	1	0	3	1	2	3	12	11	0					
10	Число действительных избирательных бюллетеней	24138	1129	1414	1296	1105	867	1217	1277	1009	1078	1602	648	538	365	499	600	193	158	143	801	655	165	698	270	305	226	203	245	225	129	235	694	161	135	168	164	369	450	163	325	209	1088	795	122					
