Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Семеновская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №2073	УИК №2074	УИК №2075	УИК №2076	УИК №2077	УИК №2078	УИК №2079	УИК №2080	УИК №2081	УИК №2082	УИК №2083	УИК №2084	УИК №2085	УИК №2086	УИК №2087	УИК №2088	УИК №2089	УИК №2090	УИК №2091	УИК №2092	УИК №2093	УИК №2094	УИК №2095	УИК №2097	УИК №2098	УИК №2099	УИК №2100	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115					
1	"Число избирателей, внесенных в список избирателей"	38462	2075	2177	2220	2048	1545	1972	2041	2096	2171	2410	1080	815	411	704	431	409	326	151	1170	1095	188	596	364	280	365	577	272	283	268	1196	190	237	266	808	300	627	205	406	263	1882	1398	144					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	36450	2000	2000	2000	2000	1500	1800	2000	2000	2000	2000	1050	750	400	700	400	400	300	130	1100	1100	200	550	350	300	350	550	250	250	250	1200	150	200	250	800	300	600	200	400	250	1900	1400	120					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	19284	917	1154	1482	1067	790	1058	978	1147	1042	1222	797	394	90	365	151	123	114	36	639	478	111	336	212	83	174	266	118	156	166	612	96	95	111	297	97	311	80	239	95	1032	480	73					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	5812	186	195	126	270	101	159	280	102	216	188	228	215	178	186	159	189	83	67	106	169	59	112	93	94	97	85	63	58	53	126	54	68	64	314	109	196	87	76	122	196	246	37					
6	Число погашенных избирательных бюллетеней	11354	897	651	392	663	609	583	742	751	742	590	25	141	132	149	90	88	103	27	355	453	30	102	45	123	79	199	69	36	31	462	0	37	75	189	94	93	33	85	33	672	674	10					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5812	186	195	126	270	101	159	280	102	216	188	228	215	178	186	159	189	83	67	106	169	59	112	93	94	97	85	63	58	53	126	54	68	64	314	109	196	87	76	122	196	246	37					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19273	912	1153	1482	1067	790	1058	973	1147	1042	1222	797	394	90	365	151	123	114	36	639	478	111	336	212	83	174	266	118	156	166	612	96	95	111	297	97	311	80	239	95	1032	480	73					
9	Число недействительных избирательных бюллетеней	270	26	20	20	3	8	18	9	3	15	13	2	2	2	4	2	1	0	1	6	4	1	4	56	1	3	3	0	0	0	8	0	2	3	7	1	4	0	0	1	8	9	0					
10	Число действительных избирательных бюллетеней	24815	1072	1328	1588	1334	883	1199	1244	1246	1243	1397	1023	607	266	547	308	311	197	102	739	643	169	444	249	176	268	348	181	214	219	730	150	161	172	604	205	503	167	315	216	1220	717	110					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	493	20	15	35	20	20	20	20	20	20	25	10	10	5	17	10	5	5	5	10	10	5	10	5	5	5	5	5	5	5	31	5	5	5	15	15	8	5	7	5	20	15	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	366	14	11	31	16	16	16	18	17	20	22	10	4	5	16	4	4	1	1	6	8	5	0	2	0	3	2	0	1	3	31	0	5	0	15	15	8	0	4	0	16	11	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	227	6	13	8	6	10	6	24	9	7	11	2	15	6	4	3	2	4	1	3	1	1	3	4	0	1	3	1	1	1	5	6	2	3	5	3	6	4	6	2	14	10	5					
14	Число погашенных неиспользованных открепительных удостоверений	127	6	4	4	4	4	4	2	3	0	3	0	6	0	1	6	1	4	4	4	2	0	10	3	5	2	3	5	4	2	0	5	0	5	0	0	0	5	3	5	4	4	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	1	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1804	77	118	103	93	53	3	65	61	68	161	37	21	37	58	35	22	15	8	76	65	6	34	14	11	26	46	17	22	19	45	7	20	13	68	27	43	5	14	13	111	59	8					
		7.19%	7.01%	8.75%	6.41%	6.96%	5.95%	0.25%	5.19%	4.88%	5.41%	11.42%	3.61%	3.45%	13.81%	10.53%	11.29%	7.05%	7.61%	7.77%	10.20%	10.05%	3.53%	7.59%	4.59%	6.21%	9.59%	13.11%	9.39%	10.28%	8.68%	6.10%	4.67%	12.27%	7.43%	11.13%	13.11%	8.48%	2.99%	4.44%	5.99%	9.04%	8.13%	7.27%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2342	85	75	100	132	105	42	143	140	85	162	78	42	22	68	52	23	31	12	103	79	8	58	15	9	27	38	31	15	19	57	6	12	17	45	23	44	13	20	12	176	104	14					
