Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Боготольская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972					
1	"Число избирателей, внесенных в списки избирателей"	7446	349	1011	270	167	155	37	777	42	239	453	126	79	60	118	728	260	842	74	66	89	271	75	188	59	619	119	85	88					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	7443	340	1002	270	163	155	39	800	42	237	450	125	72	60	126	731	260	849	73	67	82	271	73	186	63	615	114	90	88					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5337	243	723	173	134	142	36	507	39	172	323	88	68	45	111	577	189	502	55	50	73	209	52	123	47	456	83	49	68					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	654	44	83	47	8	5	0	60	1	10	31	10	4	14	0	34	24	91	10	8	5	11	11	33	6	63	12	14	15					
6	Число погашенных избирательных бюллетеней	1452	53	196	50	21	8	3	233	2	55	96	27	0	1	15	120	47	256	8	9	4	51	10	30	10	96	19	27	5					
7	Число избирательных бюллетеней в переносных ящиках для голосования	654	44	83	47	8	5	0	60	1	10	31	10	4	14	0	34	24	91	10	8	5	11	11	33	6	63	12	14	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5337	243	723	173	134	142	36	507	39	172	323	88	68	45	111	577	189	502	55	50	73	209	52	123	47	456	83	49	68					
9	Число недействительных избирательных бюллетеней	73	2	13	5	1	0	0	5	1	2	6	6	1	0	0	4	4	3	1	2	0	6	1	1	0	2	0	0	7					
10	Число действительных избирательных бюллетеней	5918	285	793	215	141	147	36	562	39	180	348	92	71	59	111	607	209	590	64	56	78	214	62	155	53	517	95	63	76					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	193	6	26	6	6	6	6	6	6	6	6	6	6	6	6	6	6	11	6	6	6	6	6	6	6	6	6	6	6					
