Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																							
Дата голосования: 04.12.2011																																							
																																							
"Наименование Избирательной комиссии:    Хабаровск, Краснофлотская"																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190					
1	"Число избирателей, внесенных в список избирателей"	67347	2094	1781	2089	2125	1624	1108	2307	2018	2544	2416	2783	1123	2790	2824	2358	2622	2121	2613	290	1321	1714	2209	2656	2820	2602	2426	2186	2897	2790	2920	163	1013					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	62380	1830	1700	1950	2000	1600	1100	2000	2000	2300	2100	2500	1000	2600	2500	2200	2400	2000	2400	500	1100	1500	2000	2500	2500	2200	2200	1900	2900	2800	2900	500	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	30957	1509	882	1244	1040	793	588	1149	901	1143	1137	1113	365	1276	1160	1187	1350	1008	1311	89	492	650	850	1270	956	1252	1142	887	1232	1263	1188	135	395					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1565	0	41	127	37	24	30	36	42	43	19	73	34	41	70	11	14	46	26	201	39	51	75	73	57	79	87	70	15	33	27	28	16					
6	Число погашенных избирательных бюллетеней	29858	321	777	579	923	783	482	815	1057	1114	944	1314	601	1283	1270	1002	1036	946	1063	210	569	799	1075	1157	1487	869	971	943	1653	1504	1685	337	289					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1565	0	41	127	37	24	30	36	42	43	19	73	34	41	70	11	14	46	26	201	39	51	75	73	57	79	87	70	15	33	27	28	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	30947	1508	882	1244	1040	793	588	1149	898	1143	1137	1113	365	1276	1160	1187	1350	1008	1309	89	492	647	850	1270	955	1252	1142	887	1232	1263	1188	135	395					
9	Число недействительных избирательных бюллетеней	531	28	14	12	12	9	3	20	15	15	14	11	6	19	20	108	11	15	21	2	10	10	12	12	11	19	17	16	18	25	18	2	6					
10	Число действительных избирательных бюллетеней	31981	1480	909	1359	1065	808	615	1165	925	1171	1142	1175	393	1298	1210	1090	1353	1039	1314	288	521	688	913	1331	1001	1312	1212	941	1229	1271	1197	161	405					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1375	150	50	75	40	40	40	40	40	40	40	40	40	50	40	40	40	40	40	0	40	40	40	40	40	40	40	50	40	40	40	0	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	800	93	25	64	31	16	21	18	19	27	30	24	7	32	31	26	30	18	21	0	14	20	18	38	19	25	28	29	15	24	24	0	13					
