Выборы Президента Российской Федерации																																																											
																																																											
Наименование Избирательной комиссии:    Инзенская																																																											
																																																											
Итоги голосования 																																																											
																																																											
		Сумма	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209					
1	"Число избирателей, внесенных в список"	31717	1181	626	1621	1317	1098	580	1527	1298	1592	1644	956	1520	962	655	1168	502	422	746	126	349	309	206	354	252	328	377	575	104	469	224	306	198	335	289	272	717	350	198	151	95	364	365	1029	161	236	382	318	777	849	812	318	107					
2	Число полученных избирательных бюллетеней	28634	1067	556	1473	1213	1003	525	1217	1176	1445	1499	867	1360	875	574	1060	456	378	686	119	325	283	186	329	227	297	340	526	100	429	207	284	180	302	261	247	664	319	178	134	86	338	326	959	146	209	345	289	713	765	701	288	102					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	17716	509	297	716	709	657	316	648	637	715	766	469	695	442	263	777	284	225	462	66	234	176	114	249	193	225	259	362	75	337	130	222	165	277	223	193	515	242	159	93	63	191	210	616	89	148	287	210	403	506	602	208	87					
5	"Число избирательных бюллетеней, выданных вне помещения"	2246	100	40	103	46	50	24	203	59	33	75	44	43	46	40	44	43	21	35	39	21	44	58	28	20	38	31	44	16	44	33	21	13	17	28	43	66	30	0	18	19	73	72	96	24	36	50	27	50	55	9	28	6					
6	Число погашенных избирательных бюллетеней	8672	458	219	654	458	296	185	366	480	697	658	354	622	387	271	239	129	132	189	14	70	63	14	52	14	34	50	120	9	48	44	41	2	8	10	11	83	47	19	23	4	74	44	247	33	25	8	52	260	204	90	52	9					
7	Число избирательных бюллетеней в переносных ящиках	2246	100	40	103	46	50	24	203	59	33	75	44	43	46	40	44	43	21	35	39	21	44	58	28	20	38	31	44	16	44	33	21	13	17	28	43	66	30	0	18	19	73	72	96	24	36	50	27	50	55	9	28	6					
8	Число бюллетеней в стационарных ящиках для голосования	17715	509	297	716	709	657	316	648	637	715	766	469	695	442	263	777	284	225	462	66	233	176	114	249	193	225	259	362	75	337	130	222	165	277	223	193	515	242	159	93	63	191	210	616	89	148	287	210	403	506	602	208	87					
9	Число недействительных избирательных бюллетеней	200	8	3	3	4	4	2	11	2	8	13	14	5	3	2	18	4	2	3	0	6	3	1	1	2	2	3	6	4	4	4	2	0	5	0	3	3	0	0	1	1	1	3	12	3	2	3	1	3	3	6	3	0					
10	Число действительных избирательных бюллетеней	19761	601	334	816	751	703	338	840	694	740	828	499	733	485	301	803	323	244	494	105	248	217	171	276	211	261	287	400	87	377	159	241	178	289	251	233	578	272	159	110	81	263	279	700	110	182	334	236	450	558	605	233	93					
11	Число полученных открепительных  удостоверений	580	10	10	12	20	10	10	10	15	10	30	14	12	10	10	10	10	10	10	10	5	5	5	10	10	10	10	10	5	10	10	10	10	10	10	10	5	5	5	5	5	10	10	17	10	10	10	5	30	30	30	10	10					
12	Число выданных открепительных удостоверений	212	7	2	12	14	10	0	8	9	10	8	12	12	8	0	3	3	1	9	1	3	5	0	7	1	0	0	10	3	3	3	5	0	2	0	1	4	0	0	0	0	8	0	16	1	0	0	1	2	3	5	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	194	5	2	1	3	5	1	81	7	10	4	3	12	7	1	0	3	0	2	0	1	0	0	0	0	0	3	1	0	0	2	1	2	3	1	3	3	2	2	2	1	2	3	0	1	5	0	0	1	4	2	2	0					
14	Число неиспользованных открепительных удостоверений	368	3	8	0	6	0	10	2	6	0	22	2	0	2	10	7	7	9	1	9	2	0	5	3	9	10	10	0	2	7	7	5	10	8	10	9	1	5	5	5	5	2	10	1	9	10	10	4	28	27	25	10	10					
