Выборы Президента Российской Федерации																																										
Дата голосования: 18.03.2018																																										
																																										
Наименование Избирательной комиссии:    Осинская																																										
																																										
Сводная таблица итогов голосования																																										
																																										
	Число участковых избирательных комиссий	31																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	31																																								
																																										
		Сумма	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2426	УИК №2427	УИК №2428	УИК №2429	УИК №2430	УИК №2431									
1	"Число избирателей, включенных в список избирателей"	22744	1109	1151	1153	1076	1122	1064	1349	1215	1170	1284	998	459	1059	962	521	504	709	631	168	387	240	420	211	289	296	251	278	436	852	832	548									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20250	1000	1000	1000	1000	1000	1000	1100	1000	1100	1100	1000	400	1000	800	400	400	600	500	150	400	200	400	200	250	250	250	250	400	800	800	500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	13759	779	796	739	616	759	640	827	705	658	883	605	318	610	550	311	294	389	316	89	233	110	259	137	168	189	154	114	260	383	506	362									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1414	31	36	43	76	22	24	86	109	35	27	35	5	55	25	11	7	40	93	28	38	15	37	19	37	23	36	86	77	140	85	33									
6	Число погашенных избирательных бюллетеней	5077	190	168	218	308	219	336	187	186	407	190	360	77	335	225	78	99	171	91	33	129	75	104	44	45	38	60	50	63	277	209	105									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1414	31	36	43	76	22	24	86	109	35	27	35	5	55	25	11	7	40	93	28	38	15	37	19	37	23	36	86	77	140	85	33									
8	Число бюллетеней в стационарных ящиках для голосования	13754	779	796	738	614	759	640	827	705	658	883	605	318	609	550	311	294	389	316	89	233	110	259	137	168	189	154	113	260	383	506	362									
9	Число недействительных избирательных бюллетеней	145	8	10	8	9	7	5	8	9	7	8	5	10	3	4	3	4	1	2	0	3	1	6	0	1	0	0	1	2	6	4	10									
10	Число действительных избирательных бюллетеней	15023	802	822	773	681	774	659	905	805	686	902	635	313	661	571	319	297	428	407	117	268	124	290	156	204	212	190	198	335	517	587	385									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
13	Бабурин Сергей Николаевич	92	7	4	5	0	4	6	4	4	2	2	4	2	9	4	3	1	3	1	0	1	0	2	0	1	0	2	2	5	6	3	5									
		0.61%	0.86%	0.48%	0.64%	0.00%	0.51%	0.90%	0.44%	0.49%	0.29%	0.22%	0.63%	0.62%	1.36%	0.70%	0.93%	0.33%	0.70%	0.24%	0.00%	0.37%	0.00%	0.68%	0.00%	0.49%	0.00%	1.05%	1.01%	1.48%	1.15%	0.51%	1.27%									
14	Грудинин Павел Николаевич	1363	84	76	68	51	68	71	100	62	76	99	46	43	74	47	25	22	36	33	7	21	4	24	9	8	13	19	22	39	54	38	24									
		8.99%	10.37%	9.13%	8.71%	7.39%	8.71%	10.69%	10.95%	7.62%	10.97%	10.88%	7.19%	13.31%	11.14%	8.17%	7.76%	7.31%	8.39%	8.07%	5.98%	7.75%	3.20%	8.11%	5.77%	3.90%	6.13%	10.00%	11.06%	11.57%	10.33%	6.43%	6.08%									
15	Жириновский Владимир Вольфович	1082	41	42	47	51	59	39	57	42	62	48	47	22	60	56	17	22	47	29	4	20	16	19	4	24	18	17	17	15	50	57	33									
