Выборы Президента Российской Федерации																																							
Дата голосования: 18.03.2018																																							
																																							
Наименование Избирательной комиссии:    Слюдянская																																							
																																							
Сводная таблица итогов голосования																																							
																																							
	Число участковых избирательных комиссий	28																																					
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	28																																					
																																							
		Сумма	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312									
1	"Число избирателей, включенных в список избирателей"	33404	850	2394	1659	1230	1075	1899	1933	1888	2065	415	2214	1905	1789	1626	1881	1514	560	1349	1918	472	108	1085	188	374	404	151	329	129									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	29650	750	2100	1300	1100	1100	1700	1700	1700	1800	350	1900	1700	1600	1500	1700	1400	500	1200	1700	400	90	1000	150	340	350	130	300	90									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	16886	318	1225	934	649	643	934	916	943	1040	176	1128	1102	1057	941	909	768	284	568	883	209	58	461	74	187	218	89	129	43									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	877	13	32	75	21	24	38	30	21	33	10	64	23	35	17	83	23	14	41	35	34	2	83	19	13	22	11	26	35									
6	Число погашенных избирательных бюллетеней	11887	419	843	291	430	433	728	754	736	727	164	708	575	508	542	708	609	202	591	782	157	30	456	57	140	110	30	145	12									
7	Число избирательных бюллетеней в переносных ящиках для голосования	877	13	32	75	21	24	38	30	21	33	10	64	23	35	17	83	23	14	41	35	34	2	83	19	13	22	11	26	35									
8	Число бюллетеней в стационарных ящиках для голосования	16870	318	1225	934	649	643	933	915	943	1040	176	1115	1102	1057	941	909	767	284	568	883	209	58	461	74	187	218	89	129	43									
9	Число недействительных избирательных бюллетеней	250	5	18	9	6	9	18	17	13	11	1	13	19	16	4	12	25	6	15	15	3	1	9	1	2	2	0	0	0									
10	Число действительных избирательных бюллетеней	17497	326	1239	1000	664	658	953	928	951	1062	185	1166	1106	1076	954	980	765	292	594	903	240	59	535	92	198	238	100	155	78									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
13	Бабурин Сергей Николаевич	111	3	5	5	4	1	2	6	6	9	2	8	7	8	12	7	7	1	4	5	3	0	2	0	1	1	0	2	0									
		0.63%	0.91%	0.40%	0.50%	0.60%	0.15%	0.21%	0.63%	0.62%	0.84%	1.08%	0.68%	0.62%	0.73%	1.25%	0.71%	0.89%	0.34%	0.66%	0.54%	1.23%	0.00%	0.37%	0.00%	0.50%	0.42%	0.00%	1.29%	0.00%									
14	Грудинин Павел Николаевич	3943	81	347	223	155	160	244	215	236	208	48	266	273	214	195	198	156	62	133	261	33	2	116	10	40	35	7	18	7									
