Выборы Президента Российской Федерации																																			
																																			
Наименование Избирательной комиссии:    Слюдянская																																			
																																			
Итоги голосования 																																			
																																			
		Сумма	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069					
1	"Число избирателей, внесенных в список"	35366	1067	2480	2228	1434	1430	1885	1834	1952	1790	247	2196	1799	2423	2031	2193	1650	414	1271	2061	533	105	849	158	357	363	124	367	125					
2	Число полученных избирательных бюллетеней	35897	1043	2450	2315	1420	1420	1890	1870	1960	1770	244	2378	1846	2463	2080	2199	1630	434	1300	2180	555	103	848	154	357	360	119	376	133					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	18095	442	1106	1252	711	768	1005	870	851	892	149	1167	1105	1396	1136	1100	932	241	494	882	323	80	407	95	229	191	66	155	50					
5	"Число избирательных бюллетеней, выданных вне помещения"	1094	38	60	35	36	18	46	17	38	23	6	24	25	19	26	66	28	8	129	114	23	0	125	22	22	42	24	45	35					
6	Число погашенных избирательных бюллетеней	16708	563	1284	1028	673	634	839	983	1071	855	89	1187	716	1048	918	1033	670	185	677	1184	209	23	316	37	106	127	29	176	48					
7	Число избирательных бюллетеней в переносных ящиках	1094	38	60	35	36	18	46	17	38	23	6	24	25	19	26	66	28	8	129	114	23	0	125	22	22	42	24	45	35					
8	Число бюллетеней в стационарных ящиках для голосования	18068	442	1106	1252	711	767	1005	870	851	892	149	1167	1104	1375	1136	1099	932	241	492	882	323	80	407	95	229	191	66	154	50					
9	Число недействительных избирательных бюллетеней	99	7	8	11	3	5	0	4	8	10	4	6	0	1	8	5	1	2	1	8	3	0	0	0	2	0	0	2	0					
10	Число действительных избирательных бюллетеней	19063	473	1158	1276	744	780	1051	883	881	905	151	1185	1129	1393	1154	1160	959	247	620	988	343	80	532	117	249	233	90	197	85					
11	Число полученных открепительных  удостоверений	493	18	25	30	20	20	30	30	30	20	5	30	25	30	30	20	25	5	10	30	10	5	10	5	10	5	5	5	5					
12	Число выданных открепительных удостоверений	191	3	14	7	7	9	5	8	10	10	4	4	21	18	7	10	5	0	9	6	9	0	9	0	10	2	0	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	153	9	20	8	9	3	6	3	7	3	0	3	12	6	2	2	4	7	6	6	4	3	7	4	5	7	1	2	4					
14	Число неиспользованных открепительных удостоверений	302	15	11	23	13	11	25	22	20	10	1	26	4	12	23	10	20	5	1	24	1	5	1	5	0	3	5	3	3					
15	"Число открепительных удостоверений, выданных в ТИК"	5	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																			
18	. Глазьев Сергей Юрьевич	1008	14	48	45	41	28	30	37	53	59	5	73	96	99	101	63	61	15	23	24	17	2	26	5	13	4	4	21	1					
		5.26%	2.92%	4.12%	3.50%	5.49%	3.57%	2.85%	4.17%	5.96%	6.45%	3.23%	6.13%	8.50%	7.10%	8.69%	5.41%	6.35%	6.02%	3.70%	2.41%	4.91%	2.50%	4.89%	4.27%	5.18%	1.72%	4.44%	10.55%	1.18%					
19	. Малышкин Олег Александрович	710	23	40	38	19	26	23	40	27	24	6	53	43	38	51	59	44	17	27	31	22	9	14	13	7	9	1	5	1					
		3.71%	4.79%	3.43%	2.95%	2.54%	3.31%	2.19%	4.51%	3.04%	2.62%	3.87%	4.45%	3.81%	2.73%	4.39%	5.06%	4.58%	6.83%	4.35%	3.11%	6.36%	11.25%	2.63%	11.11%	2.79%	3.86%	1.11%	2.51%	1.18%					
20	. Миронов Сергей Михайлович	256	8	17	21	8	17	9	13	14	5	3	14	15	30	18	16	11	3	3	10	3	0	4	1	2	2	0	3	6					
		1.34%	1.67%	1.46%	1.63%	1.07%	2.17%	0.86%	1.47%	1.57%	0.55%	1.94%	1.18%	1.33%	2.15%	1.55%	1.37%	1.15%	1.20%	0.48%	1.00%	0.87%	0.00%	0.75%	0.85%	0.80%	0.86%	0.00%	1.51%	7.06%					
21	. Путин Владимир Владимирович	13329	360	822	937	520	547	791	613	626	631	116	780	718	909	758	787	648	184	439	734	252	65	383	85	152	188	80	140	64					
		69.56%	75.00%	70.50%	72.80%	69.61%	69.68%	75.26%	69.11%	70.42%	68.96%	74.84%	65.49%	63.60%	65.21%	65.23%	67.55%	67.50%	73.90%	70.69%	73.69%	72.83%	81.25%	71.99%	72.65%	60.56%	80.69%	88.89%	70.35%	75.29%					
22	. Хакамада Ирина Муцуовна	676	16	26	33	29	30	20	30	42	27	3	49	51	64	60	49	42	5	17	30	11	1	24	1	3	1	1	5	6					
		3.53%	3.33%	2.23%	2.56%	3.88%	3.82%	1.90%	3.38%	4.72%	2.95%	1.94%	4.11%	4.52%	4.59%	5.16%	4.21%	4.38%	2.01%	2.74%	3.01%	3.18%	1.25%	4.51%	0.85%	1.20%	0.43%	1.11%	2.51%	7.06%					
23	. Харитонов Николай Михайлович	2570	38	175	156	113	111	158	120	101	132	15	159	171	204	122	156	134	22	102	143	31	3	74	11	65	27	4	18	5					
		13.41%	7.92%	15.01%	12.12%	15.13%	14.14%	15.03%	13.53%	11.36%	14.43%	9.68%	13.35%	15.15%	14.63%	10.50%	13.39%	13.96%	8.84%	16.43%	14.36%	8.96%	3.75%	13.91%	9.40%	25.90%	11.59%	4.44%	9.05%	5.88%					
																																			
24	Против всех	514	14	30	46	14	21	20	30	18	27	3	57	35	49	44	30	19	1	9	16	7	0	7	1	7	2	0	5	2					
		2.68%	2.92%	2.57%	3.57%	1.87%	2.68%	1.90%	3.38%	2.02%	2.95%	1.94%	4.79%	3.10%	3.52%	3.79%	2.58%	1.98%	0.40%	1.45%	1.61%	2.02%	0.00%	1.32%	0.85%	2.79%	0.86%	0.00%	2.51%	2.35%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
