Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Тарногская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767					
1	"Число избирателей, внесенных в списки"	10910	2075	2129	433	197	394	231	219	397	146	169	524	176	594	264	291	403	115	363	108	101	570	306	281	424					
2	"Число бюллетеней, полученных участковыми комиссиями"	11470	2000	2050	450	220	430	270	260	500	160	200	660	200	600	280	320	420	140	430	115	115	580	320	300	450					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6351	1163	1303	255	132	220	114	135	217	104	122	263	106	363	145	150	206	76	265	91	69	308	122	190	232					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1966	100	85	75	33	71	88	21	180	27	39	261	54	144	68	96	83	21	98	10	15	141	94	57	105					
6	Число погашенных бюллетеней	3153	737	662	120	55	139	68	104	103	29	39	136	40	93	67	74	131	43	67	14	31	131	104	53	113					
7	Число бюллетеней в переносных ящиках для голосования	1966	100	85	75	33	71	88	21	180	27	39	261	54	144	68	96	83	21	98	10	15	141	94	57	105					
8	Число бюллетеней в стационарных ящиках для голосования	6351	1163	1303	255	132	220	114	135	217	104	122	263	106	363	145	150	206	76	265	91	69	308	122	190	232					
9	Число недействительных бюллетеней	164	35	28	1	3	5	1	8	6	2	1	3	3	20	0	6	5	3	4	2	4	10	3	10	1					
10	Число действительных бюллетеней	8153	1228	1360	329	162	286	201	148	391	129	160	521	157	487	213	240	284	94	359	99	80	439	213	237	336					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	12	12	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	53	10	11	2	5	0	7	0	5	1	0	0	0	1	0	0	2	0	2	0	1	0	0	6	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	24	6	1	3	0	0	1	1	1	0	0	0	1	3	1	0	0	1	0	1	0	2	0	1	1					
14	Число погашенных открепительных удостоверений	147	2	1	6	3	8	1	8	3	7	8	8	8	7	8	8	6	8	6	8	7	8	8	2	8					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	"1. ""ЕДИНЕНИЕ"""	76	9	20	3	1	4	4	2	2	1	1	2	2	1	2	0	1	0	2	1	0	3	10	3	2					
		0.91%	0.71%	1.44%	0.90%	0.60%	1.37%	1.98%	1.28%	0.50%	0.76%	0.62%	0.38%	1.25%	0.19%	0.93%	0.0%	0.34%	0.0%	0.55%	0.99%	0.0%	0.66%	4.62%	1.21%	0.59%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	289	61	69	11	4	7	8	1	6	1	4	17	7	12	2	16	14	4	8	1	2	15	3	14	2					
		3.47%	4.82%	4.97%	3.33%	2.42%	2.40%	3.96%	0.64%	1.51%	0.76%	2.48%	3.24%	4.37%	2.36%	0.93%	6.50%	4.84%	4.12%	2.20%	0.99%	2.38%	3.34%	1.38%	5.66%	0.59%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	268	26	33	8	8	7	9	8	14	4	7	26	5	16	5	16	11	5	12	8	4	12	5	7	12					
		3.22%	2.05%	2.37%	2.42%	4.84%	2.40%	4.45%	5.12%	3.52%	3.05%	4.34%	4.96%	3.12%	3.15%	2.34%	6.50%	3.80%	5.15%	3.30%	7.92%	4.76%	2.67%	2.31%	2.83%	3.56%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	76	19	11	1	1	6	2	1	9	0	0	7	0	2	0	1	0	0	5	0	0	3	2	4	2					
		0.91%	1.50%	0.79%	0.30%	0.60%	2.06%	0.99%	0.64%	2.26%	0.0%	0.0%	1.33%	0.0%	0.39%	0.0%	0.40%	0.0%	0.0%	1.37%	0.0%	0.0%	0.66%	0.92%	1.61%	0.59%					
22	"5. ""За Русь Святую"""	27	1	5	0	1	3	3	2	1	1	1	1	0	2	1	0	0	0	0	0	0	4	1	0	0					
		0.32%	0.07%	0.36%	0.0%	0.60%	1.03%	1.48%	1.28%	0.25%	0.76%	0.62%	0.19%	0.0%	0.39%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.89%	0.46%	0.0%	0.0%					
