Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																										
Дата голосования: 04.12.2011																										
																										
Наименование Избирательной комиссии:    Назрановская городская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72					
1	"Число избирателей, внесенных в список избирателей"	40427	1362	1607	1513	2918	2369	2202	1790	1019	1991	2301	2281	1915	2677	2430	2417	2820	2671	1663	2481					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	40236	1362	1607	1513	2918	2244	2202	1790	1019	1991	2301	2281	1919	2680	2430	2417	2751	2671	1659	2481					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	34714	1278	1473	1287	2718	1910	1870	1521	865	1694	1919	1942	1834	2283	2069	2064	2187	2279	1415	2106					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	311	0	79	10	0	0	3	7	0	0	40	0	1	1	6	0	162	0	2	0					
6	Число погашенных избирательных бюллетеней	5211	84	55	216	200	334	329	262	154	297	342	339	84	396	355	353	402	392	242	375					
7	Число избирательных бюллетеней в переносных ящиках для голосования	311	0	79	10	0	0	3	7	0	0	40	0	1	1	6	0	162	0	2	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	34714	1278	1473	1287	2718	1910	1870	1521	865	1694	1919	1942	1834	2283	2069	2064	2187	2279	1415	2106					
9	Число недействительных избирательных бюллетеней	403	20	53	10	100	0	0	41	0	0	78	0	18	49	0	0	19	0	0	15					
10	Число действительных избирательных бюллетеней	34622	1258	1499	1287	2618	1910	1873	1487	865	1694	1881	1942	1817	2235	2075	2064	2330	2279	1417	2091					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	177	9	9	9	9	9	9	9	9	9	9	9	9	9	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	82	1	3	3	7	6	4	4	0	7	7	6	4	6	1	3	9	1	1	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	15	0	0	0	2	3	0	0	0	0	0	6	1	1	0	0	1	0	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	95	8	6	6	2	3	5	5	9	2	2	3	5	3	9	7	1	9	9	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	1	1	1	2	2	1	2	1	0	0	2	0	0	2	0	1	1	0	6					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	468	8	16	22	45	33	32	4	14	28	8	33	27	41	35	31	20	32	20	19					
		1.34%	0.63%	1.03%	1.70%	1.66%	1.73%	1.71%	0.26%	1.62%	1.65%	0.41%	1.70%	1.47%	1.80%	1.69%	1.50%	0.85%	1.40%	1.41%	0.90%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	236	32	10	13	2	2	2	0	2	3	121	2	2	3	2	5	14	9	2	10					
		0.67%	2.50%	0.64%	1.00%	0.07%	0.10%	0.11%	0.00%	0.23%	0.18%	6.18%	0.10%	0.11%	0.13%	0.10%	0.24%	0.60%	0.39%	0.14%	0.47%					
