Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Сысольская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608					
1	"Число избирателей, внесенных в список избирателей"	12133	460	218	545	191	867	422	514	1294	1417	334	1153	1234	575	319	398	243	303	277	578	157	332	137	165					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12575	467	219	584	216	913	391	516	1295	1470	336	1147	1268	616	328	435	268	335	285	590	185	365	165	181					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	64	0	0	0	0	0	5	0	0	0	0	5	22	21	11	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8726	250	121	455	157	650	254	407	1161	1066	219	773	826	345	187	297	166	233	213	373	98	231	111	133					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	790	47	2	18	9	40	90	27	85	60	19	65	43	58	21	25	26	29	21	45	8	27	7	18					
6	Число погашенных избирательных бюллетеней	2995	170	96	111	50	223	42	82	49	344	98	304	377	192	109	113	76	73	51	172	79	107	47	30					
7	Число избирательных бюллетеней в переносных ящиках для голосования	854	47	2	18	9	40	95	27	85	60	19	70	65	79	32	25	26	29	21	45	8	27	7	18					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8726	250	121	455	157	650	254	407	1161	1066	219	773	826	345	187	297	166	233	213	373	98	231	111	133					
9	Число недействительных избирательных бюллетеней	168	1	4	3	3	8	2	3	26	24	8	20	10	7	7	7	3	7	5	6	3	5	2	4					
10	Число действительных избирательных бюллетеней	9412	296	119	470	163	682	347	431	1220	1102	230	823	881	417	212	315	189	255	229	412	103	253	116	147					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	612	20	10	25	10	40	20	10	53	42	15	30	40	35	22	45	30	30	10	25	25	35	30	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	530	9	7	25	10	40	20	5	34	35	11	24	30	31	20	45	30	28	6	20	25	35	30	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	250	12	6	5	4	8	6	14	32	19	14	26	23	11	4	21	9	3	4	4	8	8	4	5					
14	Число погашенных неиспользованных открепительных удостоверений	82	11	3	0	0	0	0	5	19	7	4	6	10	4	2	0	0	2	4	5	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	38	0	0	1	0	1	0	2	9	4	0	3	6	2	1	0	2	2	2	1	1	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1476	66	36	52	19	96	42	56	183	188	54	141	155	84	35	35	21	30	33	58	14	38	20	20					
		15.41%	22.22%	29.27%	10.99%	11.45%	13.91%	12.03%	12.90%	14.69%	16.70%	22.69%	16.73%	17.40%	19.81%	15.98%	10.87%	10.94%	11.45%	14.10%	13.88%	13.21%	14.73%	16.95%	13.25%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1083	25	13	26	15	90	60	57	117	113	25	130	111	57	18	36	27	18	23	44	12	32	19	15					
		11.30%	8.42%	10.57%	5.50%	9.04%	13.04%	17.19%	13.13%	9.39%	10.04%	10.50%	15.42%	12.46%	13.44%	8.22%	11.18%	14.06%	6.87%	9.83%	10.53%	11.32%	12.40%	16.10%	9.93%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	129	6	2	2	3	4	5	13	12	23	4	9	19	5	0	4	1	3	2	7	0	3	1	1					
		1.35%	2.02%	1.63%	0.42%	1.81%	0.58%	1.43%	2.99%	0.96%	2.04%	1.68%	1.07%	2.13%	1.18%	0.00%	1.24%	0.52%	1.15%	0.85%	1.67%	0.00%	1.16%	0.85%	0.66%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1093	44	13	24	31	26	27	56	158	144	33	125	122	71	28	25	16	17	24	49	7	26	17	10					
		11.41%	14.81%	10.57%	5.07%	18.67%	3.77%	7.74%	12.90%	12.68%	12.79%	13.87%	14.83%	13.69%	16.75%	12.79%	7.76%	8.33%	6.49%	10.26%	11.72%	6.60%	10.08%	14.41%	6.62%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	167	5	1	15	4	8	5	10	27	18	2	22	18	8	1	6	1	4	0	5	3	0	3	1					
		1.74%	1.68%	0.81%	3.17%	2.41%	1.16%	1.43%	2.30%	2.17%	1.60%	0.84%	2.61%	2.02%	1.89%	0.46%	1.86%	0.52%	1.53%	0.00%	1.20%	2.83%	0.00%	2.54%	0.66%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5382	149	54	344	91	458	202	232	715	608	110	387	451	189	128	206	120	182	144	239	66	153	56	98					
		56.18%	50.17%	43.90%	72.73%	54.82%	66.38%	57.88%	53.46%	57.38%	53.99%	46.22%	45.91%	50.62%	44.58%	58.45%	63.98%	62.50%	69.47%	61.54%	57.18%	62.26%	59.30%	47.46%	64.90%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	82	1	0	7	0	0	6	7	8	8	2	9	5	3	2	3	3	1	3	10	1	1	0	2					
		0.86%	0.34%	0.00%	1.48%	0.00%	0.00%	1.72%	1.61%	0.64%	0.71%	0.84%	1.07%	0.56%	0.71%	0.91%	0.93%	1.56%	0.38%	1.28%	2.39%	0.94%	0.39%	0.00%	1.32%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
