Выборы Президента Российской Федерации																																															
Дата голосования: 02.03.2008																																															
																																															
Наименование Избирательной комиссии:    Увинская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
	Число участковых избирательных комиссий	40																																													
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	40																																													
																																															
		Сумма	УИК №3001	УИК №3002	УИК №3003	УИК №3004	УИК №3005	УИК №3006	УИК №3007	УИК №3008	УИК №3009	УИК №3010	УИК №3011	УИК №3012	УИК №3013	УИК №3014	УИК №3015	УИК №3016	УИК №3017	УИК №3018	УИК №3019	УИК №3020	УИК №3021	УИК №3022	УИК №3023	УИК №3024	УИК №3025	УИК №3026	УИК №3027	УИК №3028	УИК №3029	УИК №3030	УИК №3031	УИК №3032	УИК №3033	УИК №3034	УИК №3035	УИК №3036	УИК №3037	УИК №3038	УИК №3039	УИК №3040					
1	"Число избирателей, включенных в списки избирателей"	31016	1006	399	317	516	395	932	634	375	807	519	286	196	1543	962	233	732	514	138	434	207	986	691	1087	1012	418	76	286	99	334	371	346	2213	1237	1140	2056	1988	1896	2871	219	545					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	31000	1000	410	320	520	400	930	600	370	870	540	300	240	1600	1000	250	750	520	150	450	220	1000	700	1000	1000	450	80	300	110	350	390	330	2200	1000	1000	2000	2000	1900	2900	300	550					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	19289	739	247	200	320	297	584	440	247	507	333	181	140	959	513	156	464	406	93	265	158	519	418	593	606	304	44	239	82	222	206	191	1334	672	599	1273	1288	1196	1719	195	340					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1579	49	36	24	28	14	92	82	21	54	44	29	14	66	68	19	37	20	9	43	4	124	82	27	55	29	4	16	3	30	15	17	17	141	19	45	68	40	58	4	32					
6	Число погашенных избирательных бюллетеней	10131	212	127	96	172	89	254	78	102	309	163	90	86	575	419	75	249	94	48	142	58	356	200	380	339	117	32	45	25	98	169	122	849	187	382	682	644	664	1123	101	178					
