Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Западнодвинская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245					
1	"Число избирателей, внесенных в список избирателей"	14055	1097	934	819	1146	859	1223	929	882	1706	364	255	209	212	326	142	216	304	709	82	157	140	108	136	175	158	113	264	343	47					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13301	1000	900	800	1000	900	1000	900	800	1750	350	250	200	200	325	130	200	275	700	75	150	130	104	125	175	150	115	250	300	47					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7289	533	560	337	671	598	564	494	428	918	196	119	142	95	205	80	100	135	300	52	71	73	42	63	112	77	49	115	137	23					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2361	84	79	113	85	100	126	77	126	199	118	86	49	87	49	39	83	106	217	20	40	49	50	51	48	41	52	54	109	24					
6	Число погашенных избирательных бюллетеней	3651	383	261	350	244	202	310	329	246	633	36	45	9	18	71	11	17	34	183	3	39	8	12	11	15	32	14	81	54	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2361	84	79	113	85	100	126	77	126	199	118	86	49	87	49	39	83	106	217	20	40	49	50	51	48	41	52	54	109	24					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7289	533	560	337	671	598	564	494	428	918	196	119	142	95	205	80	100	135	300	52	71	73	42	63	112	77	49	115	137	23					
9	Число недействительных избирательных бюллетеней	130	11	7	2	32	0	13	8	4	16	2	2	0	0	4	2	0	5	8	0	0	0	1	1	3	1	0	1	7	0					
10	Число действительных избирательных бюллетеней	9520	606	632	448	724	698	677	563	550	1101	312	203	191	182	250	117	183	236	509	72	111	122	91	113	157	117	101	168	239	47					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	531	20	30	15	50	50	25	40	15	70	10	10	10	10	10	10	10	10	15	5	7	5	5	10	20	17	12	20	20	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	513	20	26	14	37	50	25	40	15	70	10	10	10	10	10	10	10	10	15	5	7	5	5	10	20	17	12	20	20	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	368	24	33	22	43	24	48	24	25	15	12	10	6	9	8	5	4	10	12	2	2	2	3	2	2	4	1	8	8	0					
14	Число погашенных неиспользованных открепительных удостоверений	18	0	4	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	64	5	3	3	7	2	4	11	5	5	0	1	0	0	4	0	0	0	1	0	2	0	2	1	5	0	2	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1084	108	58	77	106	92	92	103	78	138	22	7	15	10	17	4	12	18	53	0	9	5	5	4	10	11	7	12	5	6					
		11.23%	17.50%	9.08%	17.11%	14.02%	13.18%	13.33%	18.04%	14.08%	12.35%	7.01%	3.41%	7.85%	5.49%	6.69%	3.36%	6.56%	7.47%	10.25%	0.00%	8.11%	4.10%	5.43%	3.51%	6.25%	9.32%	6.93%	7.10%	2.03%	12.77%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	845	86	55	48	71	47	60	77	58	109	21	6	5	6	42	8	14	24	25	1	6	2	6	8	6	20	6	15	11	2					
		8.76%	13.94%	8.61%	10.67%	9.39%	6.73%	8.70%	13.49%	10.47%	9.76%	6.69%	2.93%	2.62%	3.30%	16.54%	6.72%	7.65%	9.96%	4.84%	1.39%	5.41%	1.64%	6.52%	7.02%	3.75%	16.95%	5.94%	8.88%	4.47%	4.26%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	74	4	6	2	5	3	7	6	7	15	6	0	1	0	2	0	1	1	1	0	3	0	0	1	1	1	1	0	0	0					
		0.77%	0.65%	0.94%	0.44%	0.66%	0.43%	1.01%	1.05%	1.26%	1.34%	1.91%	0.00%	0.52%	0.00%	0.79%	0.00%	0.55%	0.41%	0.19%	0.00%	2.70%	0.00%	0.00%	0.88%	0.63%	0.85%	0.99%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2098	183	174	140	211	144	223	163	93	218	40	27	25	37	39	14	30	48	56	6	16	14	11	29	25	26	10	52	33	11					
		21.74%	29.66%	27.23%	31.11%	27.91%	20.63%	32.32%	28.55%	16.79%	19.52%	12.74%	13.17%	13.09%	20.33%	15.35%	11.76%	16.39%	19.92%	10.83%	8.33%	14.41%	11.48%	11.96%	25.44%	15.63%	22.03%	9.90%	30.77%	13.41%	23.40%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	107	9	8	9	15	9	11	14	9	6	1	0	0	0	1	2	4	1	1	0	0	2	1	0	1	0	0	0	3	0					
		1.11%	1.46%	1.25%	2.00%	1.98%	1.29%	1.59%	2.45%	1.62%	0.54%	0.32%	0.00%	0.00%	0.00%	0.39%	1.68%	2.19%	0.41%	0.19%	0.00%	0.00%	1.64%	1.09%	0.00%	0.63%	0.00%	0.00%	0.00%	1.22%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5273	211	329	171	314	398	282	198	301	615	219	163	145	128	149	89	122	143	369	64	77	99	67	71	112	57	77	88	187	28					
		54.64%	34.20%	51.49%	38.00%	41.53%	57.02%	40.87%	34.68%	54.33%	55.06%	69.75%	79.51%	75.92%	70.33%	58.66%	74.79%	66.67%	59.34%	71.37%	88.89%	69.37%	81.15%	72.83%	62.28%	70.00%	48.31%	76.24%	52.07%	76.02%	59.57%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	39	5	2	1	2	5	2	2	4	0	3	0	0	1	0	0	0	1	4	1	0	0	1	0	2	2	0	1	0	0					
		0.40%	0.81%	0.31%	0.22%	0.26%	0.72%	0.29%	0.35%	0.72%	0.00%	0.96%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.41%	0.77%	1.39%	0.00%	0.00%	1.09%	0.00%	1.25%	1.69%	0.00%	0.59%	0.00%	0.00%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
