Выборы Президента Российской Федерации																																																																							
Дата голосования: 02.03.2008																																																																							
																																																																							
Наименование Избирательной комиссии:    Пермская																																																																							
																																																																							
Сводная таблица результатов выборов																																																																							
																																																																							
	Число участковых избирательных комиссий	64																																																																					
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	64																																																																					
																																																																							
		Сумма	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729	УИК №2730	УИК №2731	УИК №2732	УИК №2733	УИК №2734	УИК №2735	УИК №2736	УИК №2737	УИК №2738	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2745	УИК №2746	УИК №2747	УИК №2748	УИК №2749	УИК №2750	УИК №2751	УИК №2752	УИК №2753	УИК №2754	УИК №2755	УИК №2756	УИК №2757	УИК №2758	УИК №2759	УИК №2760	УИК №2761	УИК №2762	УИК №2763	УИК №2764					
1	"Число избирателей, включенных в списки избирателей"	69506	2284	363	153	185	1765	1741	2775	613	736	471	625	145	145	1120	2628	964	1338	1332	1531	471	63	1789	1862	395	317	483	204	235	1619	2658	207	1113	776	1697	2080	92	695	1878	429	126	307	2207	657	952	342	1184	214	1739	1428	1260	2028	794	1624	2258	2293	1322	1267	1240	1042	1190	1165	625	1532	733					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	66790	2200	400	180	200	1600	1600	2500	600	800	400	500	120	120	1100	2500	900	1300	1300	1400	400	100	1600	1600	400	300	500	200	250	1500	2500	220	1100	900	1700	2000	80	700	1900	400	120	300	2000	700	900	300	1200	200	1600	1400	1300	2000	700	1800	2300	2300	1300	1200	1000	1000	1000	1100	600	1400	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	16	0	0	0	0	97	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	46022	1280	249	90	72	1218	1053	1412	391	561	302	392	95	107	894	2397	578	1103	1191	1229	248	63	952	912	275	177	247	156	96	1270	1927	157	819	426	1100	1173	72	370	1264	253	104	255	1447	439	706	194	867	177	1004	779	746	1122	512	1078	1758	1779	910	616	775	551	648	579	341	1331	733					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	6839	449	44	24	61	35	43	400	58	11	90	68	25	13	71	46	98	111	36	104	122	0	94	97	45	49	181	22	83	111	47	10	176	151	234	271	8	179	66	69	16	16	93	23	45	60	89	21	68	47	299	484	90	221	69	128	127	255	49	222	231	226	108	50	0					
6	Число погашенных избирательных бюллетеней	13794	471	107	66	67	347	504	688	151	228	8	40	0	0	135	57	224	86	73	67	30	37	554	591	80	74	72	22	71	119	526	53	105	323	366	540	0	151	570	78	0	29	460	238	149	46	244	2	528	574	255	394	98	501	473	387	247	329	176	227	121	198	151	19	267					
7	Число избирательных бюллетеней в переносных ящиках для голосования	6974	449	44	24	61	35	43	400	58	11	90	68	25	13	71	46	98	111	36	104	122	0	94	97	45	49	181	22	83	111	47	10	176	151	234	287	8	179	66	69	16	16	93	23	45	60	89	21	68	47	299	484	90	221	69	134	143	255	49	222	231	323	108	50	0					
8	Число бюллетеней в стационарных ящиках для голосования	46017	1280	249	90	72	1218	1053	1412	391	561	302	392	95	107	893	2397	578	1103	1191	1229	248	63	952	912	275	177	247	156	96	1270	1927	157	819	426	1100	1173	72	370	1264	253	104	255	1447	439	706	194	867	177	1004	779	746	1122	512	1076	1758	1779	910	616	775	551	648	579	340	1330	733					
9	Число недействительных избирательных бюллетеней	1275	36	3	0	1	16	23	43	2	14	12	37	13	0	5	111	3	7	1	3	2	0	12	5	7	0	2	1	0	78	13	1	9	9	73	12	0	3	3	31	18	29	9	6	6	2	106	13	70	16	10	8	3	18	23	14	3	91	92	17	93	19	4	9	5					
10	Число действительных избирательных бюллетеней	51716	1693	290	114	132	1237	1073	1769	447	558	380	423	107	120	959	2332	673	1207	1226	1330	368	63	1034	1004	313	226	426	177	179	1303	1961	166	986	568	1261	1448	80	546	1327	291	102	242	1531	456	745	252	850	185	1002	810	1035	1598	599	1279	1804	1899	1050	780	732	756	786	883	444	1371	728					
11	Число полученных открепительных  удостоверений	1024	25	10	5	5	20	60	30	5	15	10	10	10	5	10	25	5	25	25	20	5	0	20	15	7	5	15	5	5	40	20	10	15	60	35	30	4	25	20	4	4	2	40	10	10	5	35	5	15	13	6	10	20	30	35	25	15	10	10	8	10	12	4	30	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	848	24	9	5	2	16	57	24	3	8	7	8	6	0	7	25	5	25	25	20	3	0	15	15	3	2	15	3	3	40	12	10	15	55	20	20	4	19	20	4	1	0	34	7	10	5	26	0	12	13	6	9	14	30	27	25	15	7	3	7	7	12	2	22	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1091	23	10	2	3	15	21	18	4	2	51	5	3	4	15	32	23	18	6	3	4	39	10	37	12	2	7	1	5	14	72	2	21	18	28	22	4	10	16	0	0	5	76	8	7	17	0	10	30	14	4	11	14	38	18	18	29	3	6	10	4	3	18	25	141					
14	Число неиспользованных открепительных удостоверений	176	1	1	0	3	4	3	6	2	7	3	2	4	5	3	0	0	0	0	0	2	0	5	0	4	3	0	2	2	0	8	0	0	5	15	10	0	6	0	0	3	2	6	3	0	0	9	5	3	0	0	1	6	0	8	0	0	3	7	1	3	0	2	8	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	6	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																							
18	Богданов Андрей Владимирович	613	16	7	1	2	23	16	37	9	4	3	0	0	0	11	23	8	11	7	3	1	0	14	18	5	5	6	1	1	32	26	0	7	4	26	13	2	4	10	0	0	0	17	11	13	3	14	2	22	14	11	11	3	19	15	20	15	6	12	4	15	8	3	19	0					
		1.16%	0.93%	2.39%	0.88%	1.50%	1.84%	1.46%	2.04%	2.00%	0.70%	0.77%	0.00%	0.00%	0.00%	1.14%	0.94%	1.18%	0.91%	0.57%	0.23%	0.27%	0.00%	1.34%	1.78%	1.56%	2.21%	1.40%	0.56%	0.56%	2.32%	1.32%	0.00%	0.70%	0.69%	1.95%	0.89%	2.50%	0.73%	0.75%	0.00%	0.00%	0.00%	1.10%	2.38%	1.73%	1.18%	1.46%	1.01%	2.05%	1.69%	1.05%	0.68%	0.50%	1.46%	0.82%	1.05%	1.42%	0.69%	1.46%	0.52%	1.71%	0.89%	0.67%	1.38%	0.00%					
19	Жириновский Владимир Вольфович	5571	213	37	18	14	155	214	250	55	70	51	44	23	4	93	127	47	97	83	112	34	11	150	165	25	37	42	33	35	88	215	27	29	71	87	155	9	52	211	16	3	5	196	49	99	32	146	26	145	153	95	155	86	116	199	241	125	50	26	74	73	101	52	122	3					
		10.51%	12.32%	12.63%	15.79%	10.53%	12.37%	19.53%	13.80%	12.25%	12.24%	13.01%	9.57%	19.17%	3.33%	9.65%	5.20%	6.95%	7.99%	6.76%	8.40%	9.19%	17.46%	14.34%	16.35%	7.81%	16.37%	9.81%	18.54%	19.55%	6.37%	10.89%	16.17%	2.91%	12.31%	6.52%	10.62%	11.25%	9.47%	15.86%	4.97%	2.50%	1.85%	12.73%	10.61%	13.18%	12.60%	15.27%	13.13%	13.53%	18.52%	9.09%	9.65%	14.29%	8.94%	10.89%	12.60%	11.87%	5.74%	3.16%	9.57%	8.30%	11.20%	11.61%	8.84%	0.41%					
20	Зюганов Геннадий Андреевич	5360	211	27	17	32	133	101	271	46	48	33	46	5	2	69	94	76	88	110	169	32	8	130	126	50	23	46	23	29	138	215	17	42	45	112	108	6	118	141	35	6	6	163	44	77	28	74	36	185	164	84	140	75	114	225	209	110	96	122	72	61	80	41	122	4					
		10.11%	12.20%	9.22%	14.91%	24.06%	10.61%	9.22%	14.96%	10.24%	8.39%	8.42%	10.00%	4.17%	1.67%	7.16%	3.85%	11.24%	7.25%	8.96%	12.68%	8.65%	12.70%	12.43%	12.49%	15.63%	10.18%	10.75%	12.92%	16.20%	9.99%	10.89%	10.18%	4.22%	7.80%	8.40%	7.40%	7.50%	21.49%	10.60%	10.87%	5.00%	2.21%	10.58%	9.52%	10.25%	11.02%	7.74%	18.18%	17.26%	19.85%	8.04%	8.72%	12.46%	8.79%	12.32%	10.93%	10.45%	11.02%	14.81%	9.31%	6.94%	8.87%	9.15%	8.84%	0.55%					
21	Медведев Дмитрий Анатольевич	40172	1253	219	78	84	926	742	1211	337	436	293	333	79	114	786	2088	542	1011	1026	1046	301	44	740	695	233	161	332	120	114	1045	1505	122	908	448	1036	1172	63	372	965	240	93	231	1155	352	556	189	616	121	650	479	845	1292	435	1030	1365	1429	800	628	572	606	637	694	348	1108	721					
		75.81%	72.47%	74.74%	68.42%	63.16%	73.90%	67.70%	66.83%	75.06%	76.22%	74.74%	72.39%	65.83%	95.00%	81.54%	85.47%	80.18%	83.28%	83.62%	78.47%	81.35%	69.84%	70.75%	68.88%	72.81%	71.24%	77.57%	67.42%	63.69%	75.67%	76.24%	73.05%	91.26%	77.64%	77.66%	80.27%	78.75%	67.76%	72.56%	74.53%	77.50%	85.24%	75.00%	76.19%	74.03%	74.41%	64.44%	61.11%	60.63%	57.99%	80.86%	80.45%	72.26%	79.41%	74.71%	74.70%	75.97%	72.10%	69.42%	78.40%	72.47%	76.94%	77.68%	80.29%	98.36%					
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
