Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Сорочинская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616					
1	"Число избирателей, внесенных в список"	12339	354	185	176	703	69	641	183	186	700	839	221	348	319	350	423	311	428	323	109	324	238	508	676	48	1006	152	185	442	135	847	401	509					
2	Число полученных избирательных бюллетеней	12554	372	190	185	735	75	660	186	186	703	845	222	355	325	360	425	318	430	335	116	328	240	515	686	55	1022	155	188	458	136	840	408	500					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	8592	243	131	143	511	67	450	142	146	469	521	159	281	248	238	246	209	278	207	64	266	196	377	391	47	638	122	153	311	104	582	277	375					
5	"Число избирательных бюллетеней, выданных вне помещения"	519	52	24	5	25	0	32	0	0	0	0	0	0	0	20	33	18	44	24	14	21	0	40	100	0	14	0	0	14	0	27	12	0					
6	Число погашенных избирательных бюллетеней	3443	77	35	37	199	8	178	44	40	234	324	63	74	77	102	146	91	108	104	38	41	44	98	195	8	370	33	35	133	32	231	119	125					
7	Число избирательных бюллетеней в переносных ящиках	519	52	24	5	25	0	32	0	0	0	0	0	0	0	20	33	18	44	24	14	21	0	40	100	0	14	0	0	14	0	27	12	0					
8	Число бюллетеней в стационарных ящиках для голосования	8592	243	131	143	511	67	450	142	146	469	521	159	281	248	238	246	209	278	207	64	266	196	377	391	47	638	122	153	311	104	582	277	375					
9	Число недействительных избирательных бюллетеней	108	8	3	2	4	0	6	0	0	5	5	3	3	2	7	2	2	2	0	0	2	2	7	12	0	17	1	1	1	0	5	1	5					
10	Число действительных избирательных бюллетеней	9003	287	152	146	532	67	476	142	146	464	516	156	278	246	251	277	225	320	231	78	285	194	410	479	47	635	121	152	324	104	604	288	370					
11	Число полученных открепительных  удостоверений	300	15	5	5	15	5	15	5	5	10	15	7	13	10	10	6	6	10	7	3	10	10	10	12	3	15	5	5	20	5	18	10	10					
12	Число выданных открепительных удостоверений	88	5	2	1	6	1	6	1	0	3	2	1	2	0	1	2	5	2	2	0	0	0	8	6	1	12	2	0	6	0	8	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	46	1	3	1	1	0	1	3	0	2	1	0	0	0	0	3	1	3	0	0	2	1	3	2	0	3	0	0	0	2	12	1	0					
14	Число неиспользованных открепительных удостоверений	212	10	3	4	9	4	9	4	5	7	13	6	11	10	9	4	1	8	5	3	10	10	2	6	2	3	3	5	14	5	10	10	7					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																							
18	. Глазьев Сергей Юрьевич	412	32	5	5	33	2	13	0	3	16	14	12	18	8	7	11	22	15	1	0	8	33	12	18	0	29	3	3	37	2	23	22	5					
		4.52%	10.85%	3.23%	3.38%	6.16%	2.99%	2.70%	0.00%	2.05%	3.41%	2.69%	7.55%	6.41%	3.23%	2.71%	3.94%	9.69%	4.66%	0.43%	0.00%	2.79%	16.84%	2.88%	3.67%	0.00%	4.45%	2.46%	1.96%	11.38%	1.92%	3.78%	7.61%	1.33%					
19	. Малышкин Олег Александрович	375	14	5	5	36	4	26	6	6	20	12	5	12	14	26	12	7	18	8	3	4	11	5	15	1	16	4	14	8	12	14	22	10					
