Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																										
Дата голосования: 04.12.2011																										
																										
Наименование Избирательной комиссии:    Биробиджанская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116					
1	"Число избирателей, внесенных в список избирателей"	9190	1652	789	450	725	362	454	1018	125	85	197	826	369	190	221	811	136	239	287	254					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9494	1610	780	730	730	370	460	1020	125	94	200	860	380	190	225	800	140	255	275	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	15	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5085	763	507	413	331	193	251	469	73	59	102	508	248	122	134	417	74	117	151	153					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	498	62	32	37	12	10	35	99	7	3	9	48	14	7	6	75	3	16	15	8					
6	Число погашенных избирательных бюллетеней	3896	785	241	280	387	167	174	452	45	17	89	304	118	61	85	308	63	122	109	89					
7	Число избирательных бюллетеней в переносных ящиках для голосования	513	62	32	37	12	10	35	99	7	18	9	48	14	7	6	75	3	16	15	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5084	763	507	413	331	193	251	469	73	59	102	507	248	122	134	417	74	117	151	153					
9	Число недействительных избирательных бюллетеней	117	22	6	8	10	8	8	10	0	3	1	6	0	2	5	11	1	6	7	3					
10	Число действительных избирательных бюллетеней	5480	803	533	442	333	195	278	558	80	74	110	549	262	127	135	481	76	127	159	158					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	272	20	20	20	20	10	10	20	10	10	10	32	14	10	10	16	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	148	11	14	8	6	5	1	15	1	8	0	29	12	10	1	6	3	10	4	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	209	57	22	12	7	3	8	9	5	3	4	6	5	3	5	18	2	4	20	16					
14	Число погашенных неиспользованных открепительных удостоверений	124	9	6	12	14	5	9	5	9	2	10	3	2	0	9	10	7	0	6	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	481	100	48	49	31	11	14	53	8	1	4	54	15	3	15	34	1	14	13	13					
		8.59%	12.12%	8.91%	10.89%	9.04%	5.42%	4.90%	9.33%	10.00%	1.30%	3.60%	9.73%	5.73%	2.33%	10.71%	6.91%	1.30%	10.53%	7.83%	8.07%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	836	135	109	63	60	34	43	74	7	11	25	89	30	13	15	46	7	26	29	20					
		14.94%	16.36%	20.22%	14.00%	17.49%	16.75%	15.03%	13.03%	8.75%	14.29%	22.52%	16.04%	11.45%	10.08%	10.71%	9.35%	9.09%	19.55%	17.47%	12.42%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	41	7	2	6	2	3	0	1	1	1	1	5	1	1	3	3	1	1	0	2					
		0.73%	0.85%	0.37%	1.33%	0.58%	1.48%	0.00%	0.18%	1.25%	1.30%	0.90%	0.90%	0.38%	0.78%	2.14%	0.61%	1.30%	0.75%	0.00%	1.24%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	764	123	59	64	41	15	23	76	4	10	11	44	34	34	18	121	9	18	36	24					
		13.65%	14.91%	10.95%	14.22%	11.95%	7.39%	8.04%	13.38%	5.00%	12.99%	9.91%	7.93%	12.98%	26.36%	12.86%	24.59%	11.69%	13.53%	21.69%	14.91%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	50	13	5	7	9	2	0	3	0	0	0	3	2	0	0	2	0	0	2	2					
		0.89%	1.58%	0.93%	1.56%	2.62%	0.99%	0.00%	0.53%	0.00%	0.00%	0.00%	0.54%	0.76%	0.00%	0.00%	0.41%	0.00%	0.00%	1.20%	1.24%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3282	415	306	252	190	129	196	349	60	51	69	352	179	76	84	273	57	68	79	97					
		58.64%	50.30%	56.77%	56.00%	55.39%	63.55%	68.53%	61.44%	75.00%	66.23%	62.16%	63.42%	68.32%	58.91%	60.00%	55.49%	74.03%	51.13%	47.59%	60.25%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	26	10	4	1	0	1	2	2	0	0	0	2	1	0	0	2	1	0	0	0					
		0.46%	1.21%	0.74%	0.22%	0.00%	0.49%	0.70%	0.35%	0.00%	0.00%	0.00%	0.36%	0.38%	0.00%	0.00%	0.41%	1.30%	0.00%	0.00%	0.00%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
