Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Суксунская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №3701	УИК №3702	УИК №3703	УИК №3704	УИК №3705	УИК №3706	УИК №3707	УИК №3708	УИК №3709	УИК №3710	УИК №3711	УИК №3712	УИК №3713	УИК №3714	УИК №3715	УИК №3716	УИК №3717	УИК №3718	УИК №3719	УИК №3720	УИК №3721	УИК №3722	УИК №3723	УИК №3724					
1	"Число избирателей, внесенных в списки"	16540	720	1335	1468	1257	2018	550	237	186	832	828	326	543	262	302	1262	323	945	346	689	637	148	547	422	357					
2	"Число бюллетеней, полученных участковыми комиссиями"	16025	700	1250	1390	1200	1880	550	240	180	820	800	300	550	260	280	1240	320	900	360	690	640	145	540	440	350					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10899	500	892	983	833	1465	337	162	131	528	530	209	345	196	233	900	203	523	176	363	421	94	334	288	253					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	970	26	32	70	23	38	32	21	7	70	119	30	46	13	8	71	28	64	21	79	35	10	68	27	32					
6	Число погашенных бюллетеней	4076	174	326	337	344	377	181	57	42	222	151	61	159	51	39	269	89	313	83	248	184	41	138	125	65					
7	Число бюллетеней в переносных ящиках для голосования	1050	26	32	70	23	38	32	21	7	70	119	30	46	13	8	71	28	64	101	79	35	10	68	27	32					
8	Число бюллетеней в стационарных ящиках для голосования	10895	500	892	979	833	1465	337	162	131	528	530	209	345	196	233	900	203	523	176	363	421	94	334	288	253					
9	Число недействительных бюллетеней	407	11	27	20	23	18	43	13	3	22	20	6	28	18	13	34	8	14	8	17	28	4	13	9	7					
10	Число действительных бюллетеней	11538	515	897	1029	833	1485	326	170	135	576	629	233	363	191	228	937	223	573	269	425	428	100	389	306	278					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	203	15	26	15	10	18	2	11	2	5	7	5	5	8	5	6	7	6	5	15	11	4	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	173	15	26	15	10	18	2	10	1	4	6	3	1	7	2	3	6	6	4	14	10	1	3	2	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	179	11	9	1	7	5	5	5	2	1	5	2	0	2	5	94	1	2	1	4	5	0	2	8	2					
14	Число погашенных открепительных удостоверений	30	0	0	0	0	0	0	1	1	1	1	2	4	1	3	3	1	0	1	1	1	3	2	3	1					
