Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Бурейская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249					
1	"Число избирателей, внесенных в список избирателей"	20407	1041	1099	1915	1970	663	899	2559	1772	678	521	1197	863	988	54	91	1053	181	355	99	303	355	439	589	374	349					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20525	1050	1130	1880	1970	670	910	2550	1800	680	520	1210	870	1060	60	100	890	190	390	95	310	370	450	620	380	370					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9577	456	460	947	1005	226	421	968	788	206	210	518	334	470	48	55	643	90	229	67	181	199	274	317	229	236					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	998	55	32	123	69	65	57	21	39	40	43	78	30	72	1	5	39	15	21	5	7	34	29	53	40	25					
6	Число погашенных избирательных бюллетеней	9950	539	638	810	896	379	432	1561	973	434	267	614	506	518	11	40	208	85	140	23	122	137	147	250	111	109					
7	Число избирательных бюллетеней в переносных ящиках для голосования	998	55	32	123	69	65	57	21	39	40	43	78	30	72	1	5	39	15	21	5	7	34	29	53	40	25					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9547	456	460	947	977	226	421	968	787	205	210	518	334	470	48	55	643	90	229	67	181	199	274	317	229	236					
9	Число недействительных избирательных бюллетеней	156	4	1	13	10	7	5	24	13	6	0	7	15	8	0	0	10	0	2	2	2	2	7	9	3	6					
10	Число действительных избирательных бюллетеней	10389	507	491	1057	1036	284	473	965	813	239	253	589	349	534	49	60	672	105	248	70	186	231	296	361	266	255					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	285	10	10	20	25	10	10	25	20	5	10	10	10	10	5	5	20	5	20	5	7	5	10	18	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	177	7	10	16	21	10	7	13	7	4	0	3	3	3	1	5	8	1	20	0	5	5	0	18	5	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	303	1	10	7	16	4	9	18	12	3	1	3	3	8	5	3	168	1	3	6	3	2	4	4	5	4					
14	Число погашенных неиспользованных открепительных удостоверений	108	3	0	4	4	0	3	12	13	1	10	7	7	7	4	0	12	4	0	5	2	0	10	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1184	46	58	137	121	36	39	112	102	32	37	65	38	67	4	5	81	9	30	4	23	21	27	42	15	33					
		11.23%	9.00%	11.79%	12.80%	11.57%	12.37%	8.16%	11.32%	12.35%	13.06%	14.62%	10.91%	10.44%	12.36%	8.16%	8.33%	11.88%	8.57%	12.00%	5.56%	12.23%	9.01%	8.91%	11.35%	5.58%	12.64%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2225	104	124	242	208	82	108	238	176	55	50	137	78	142	4	11	118	38	41	6	34	36	50	53	57	33					
		21.10%	20.35%	25.20%	22.62%	19.89%	28.18%	22.59%	24.06%	21.31%	22.45%	19.76%	22.99%	21.43%	26.20%	8.16%	18.33%	17.30%	36.19%	16.40%	8.33%	18.09%	15.45%	16.50%	14.32%	21.19%	12.64%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	163	5	7	18	15	8	3	17	22	0	1	9	3	12	0	0	11	2	8	0	3	3	5	4	2	5					
		1.55%	0.98%	1.42%	1.68%	1.43%	2.75%	0.63%	1.72%	2.66%	0.00%	0.40%	1.51%	0.82%	2.21%	0.00%	0.00%	1.61%	1.90%	3.20%	0.00%	1.60%	1.29%	1.65%	1.08%	0.74%	1.92%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1965	127	98	254	277	29	77	187	148	43	35	107	71	81	3	8	138	17	26	3	26	30	41	67	44	28					
		18.63%	24.85%	19.92%	23.74%	26.48%	9.97%	16.11%	18.91%	17.92%	17.55%	13.83%	17.95%	19.51%	14.94%	6.12%	13.33%	20.23%	16.19%	10.40%	4.17%	13.83%	12.88%	13.53%	18.11%	16.36%	10.73%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	150	12	9	10	13	1	0	18	25	3	3	6	3	3	1	0	20	0	5	1	3	5	5	2	2	0					
		1.42%	2.35%	1.83%	0.93%	1.24%	0.34%	0.00%	1.82%	3.03%	1.22%	1.19%	1.01%	0.82%	0.55%	2.04%	0.00%	2.93%	0.00%	2.00%	1.39%	1.60%	2.15%	1.65%	0.54%	0.74%	0.00%					
