Выборы Президента Российской Федерации																																																																								
Дата голосования: 02.03.2008																																																																								
																																																																								
"Наименование Избирательной комиссии:    Курск, Сеймская"																																																																								
																																																																								
Сводная таблица результатов выборов																																																																								
																																																																								
	Число участковых избирательных комиссий	65																																																																						
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	65																																																																						
																																																																								
		Сумма	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97					
1	"Число избирателей, включенных в списки избирателей"	123750	2230	2534	1520	1504	1777	2326	1258	1834	2462	2131	2135	2045	2430	2408	2149	2050	2309	1238	959	2220	2098	2468	1294	1779	2099	2039	2352	2357	1121	2070	2476	2501	1937	2135	1838	1582	1420	1536	1412	1775	1855	2204	2042	2062	2681	1892	870	2310	2127	1825	2320	2051	2187	1578	1583	2349	2325	1258	2289	2510	2511	1862	727	200	324					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	118500	2150	2350	1500	1450	1700	2250	1200	1750	2400	2000	2050	1950	2400	2300	2100	1950	2200	1150	900	2100	2000	2400	1250	1700	2050	1950	2300	2200	1100	2000	2400	2400	1800	2000	1750	1500	1350	1500	1350	1550	1800	2100	1950	1950	2550	1800	800	2200	2000	1750	2250	1950	2100	1500	1500	2100	2200	1200	2200	2400	2400	1800	1000	200	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	67265	1002	1432	600	722	964	1325	703	914	1361	1203	1057	1213	1317	1356	1279	1179	1274	657	520	1194	1068	1420	707	1021	1136	1165	1337	1183	733	1074	1323	1418	1139	1170	1049	865	776	934	760	1061	974	1202	1043	1065	1431	854	426	1141	1115	938	1130	1019	1241	822	880	1354	1382	638	1326	1410	1336	731	672	200	324					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2599	70	17	29	36	37	56	37	34	27	95	81	24	54	57	25	51	36	16	49	34	14	40	50	9	97	32	35	53	16	25	15	22	18	17	46	29	29	20	22	18	128	21	43	26	18	22	89	19	42	55	35	45	42	62	34	199	6	14	23	15	21	116	52	0	0					
6	Число погашенных избирательных бюллетеней	48636	1078	901	871	692	699	869	460	802	1012	702	912	713	1029	887	796	720	890	477	331	872	918	940	493	670	817	753	928	964	351	901	1062	960	643	813	655	606	545	546	568	471	698	877	864	859	1101	924	285	1040	843	757	1085	886	817	616	586	547	812	548	851	975	1043	953	276	0	76					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2599	70	17	29	36	37	56	37	34	27	95	81	24	54	57	25	51	36	16	49	34	14	40	50	9	97	32	35	53	16	25	15	22	18	17	46	29	29	20	22	18	128	21	43	26	18	22	89	19	42	55	35	45	42	62	34	199	6	14	23	15	21	116	52	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	67249	1002	1432	600	722	964	1325	702	914	1361	1203	1057	1213	1317	1354	1279	1179	1274	656	520	1194	1068	1420	707	1021	1136	1165	1337	1183	733	1074	1323	1417	1137	1170	1049	865	776	934	760	1060	973	1202	1043	1065	1431	854	426	1141	1115	937	1130	1019	1241	822	878	1354	1382	638	1326	1409	1335	729	672	200	324					
9	Число недействительных избирательных бюллетеней	869	9	18	8	7	14	36	13	14	22	16	19	8	21	16	16	10	22	5	5	17	9	15	8	10	4	19	13	18	7	16	20	14	14	15	16	15	12	8	2	13	12	26	10	20	16	9	5	16	9	16	10	19	13	9	6	21	15	10	22	13	22	11	9	1	5					
10	Число действительных избирательных бюллетеней	68979	1063	1431	621	751	987	1345	726	934	1366	1282	1119	1229	1350	1395	1288	1220	1288	667	564	1211	1073	1445	749	1020	1229	1178	1359	1218	742	1083	1318	1425	1141	1172	1079	879	793	946	780	1065	1089	1197	1076	1071	1433	867	510	1144	1148	976	1155	1045	1270	875	906	1532	1373	642	1327	1411	1334	834	715	199	319					
11	Число полученных открепительных  удостоверений	1076	20	28	11	9	15	16	11	18	20	25	18	15	30	20	20	20	20	11	13	15	15	20	15	20	23	25	26	25	20	20	18	26	25	30	15	10	18	13	12	22	15	15	15	15	20	13	5	15	10	12	25	13	17	20	18	12	13	11	17	20	15	7	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1027	17	28	11	9	15	16	11	17	18	23	16	15	30	20	20	19	19	11	13	11	14	20	14	20	23	25	25	25	20	19	18	25	25	30	12	9	16	11	11	22	11	15	14	13	19	13	3	15	10	12	25	9	17	20	16	11	12	11	17	20	15	6	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1248	18	31	12	12	16	21	22	18	17	24	16	18	17	13	9	22	16	8	7	14	13	19	5	7	11	23	6	114	15	12	9	10	82	53	2	19	15	6	4	11	21	21	10	11	15	16	11	6	13	13	9	12	12	16	10	58	10	3	14	12	10	16	66	91	5					
14	Число неиспользованных открепительных удостоверений	49	3	0	0	0	0	0	0	1	2	2	2	0	0	0	0	1	1	0	0	4	1	0	1	0	0	0	1	0	0	1	0	1	0	0	3	1	2	2	1	0	4	0	1	2	1	0	2	0	0	0	0	4	0	0	2	1	1	0	0	0	0	1	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	172	1	4	0	1	1	1	0	1	5	3	4	2	4	4	6	1	6	2	1	2	3	6	2	1	0	7	1	3	2	8	4	5	2	2	4	2	5	1	1	0	2	4	5	2	6	2	1	5	2	4	3	5	0	0	3	3	2	1	4	4	2	4	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																								
18	Богданов Андрей Владимирович	876	14	20	7	5	13	25	12	17	15	21	19	19	20	26	16	16	16	8	5	19	13	17	3	15	10	10	19	12	7	8	20	22	13	17	19	15	7	17	9	13	11	15	9	8	8	6	5	23	11	9	11	7	15	13	15	13	16	3	20	19	20	21	8	6	5					
		1.25%	1.31%	1.38%	1.11%	0.66%	1.30%	1.81%	1.62%	1.79%	1.08%	1.62%	1.67%	1.54%	1.46%	1.84%	1.23%	1.30%	1.22%	1.19%	0.88%	1.55%	1.20%	1.16%	0.40%	1.46%	0.81%	0.84%	1.38%	0.97%	0.93%	0.73%	1.49%	1.53%	1.13%	1.43%	1.74%	1.68%	0.87%	1.78%	1.15%	1.21%	0.99%	1.23%	0.83%	0.73%	0.55%	0.68%	0.97%	1.98%	0.95%	0.91%	0.94%	0.66%	1.17%	1.47%	1.64%	0.84%	1.15%	0.46%	1.48%	1.33%	1.47%	2.49%	1.10%	3.00%	1.54%					
19	Жириновский Владимир Вольфович	9454	186	180	98	118	136	176	99	159	167	150	150	136	171	147	139	149	143	76	84	206	175	181	108	137	165	172	208	205	103	123	173	221	132	157	133	107	88	280	103	150	135	210	171	191	221	148	70	161	135	146	162	144	135	120	102	197	161	95	171	165	174	96	82	18	53					
		13.54%	17.35%	12.42%	15.58%	15.57%	13.59%	12.74%	13.40%	16.77%	12.03%	11.56%	13.18%	10.99%	12.47%	10.42%	10.66%	12.11%	10.92%	11.31%	14.76%	16.78%	16.17%	12.40%	14.27%	13.30%	13.38%	14.37%	15.16%	16.59%	13.75%	11.19%	12.93%	15.36%	11.43%	13.23%	12.15%	11.97%	10.93%	29.35%	13.17%	13.91%	12.26%	17.17%	15.75%	17.51%	15.25%	16.89%	13.59%	13.88%	11.67%	14.72%	13.91%	13.53%	10.52%	13.57%	11.18%	12.69%	11.60%	14.57%	12.68%	11.59%	12.83%	11.36%	11.33%	9.00%	16.36%					
20	Зюганов Геннадий Андреевич	18813	234	400	115	221	260	383	191	233	379	382	325	389	399	452	397	349	389	166	148	327	344	388	210	300	335	324	317	269	219	312	360	427	285	284	330	219	227	137	215	247	257	295	296	227	342	180	129	315	318	278	303	309	412	254	251	425	419	163	436	420	426	213	165	33	59					
		26.93%	21.83%	27.61%	18.28%	29.16%	25.97%	27.73%	25.85%	24.58%	27.31%	29.43%	28.56%	31.45%	29.10%	32.03%	30.44%	28.37%	29.69%	24.70%	26.01%	26.63%	31.79%	26.58%	27.74%	29.13%	27.17%	27.07%	23.10%	21.76%	29.24%	28.39%	26.91%	29.67%	24.68%	23.93%	30.14%	24.50%	28.20%	14.36%	27.49%	22.91%	23.34%	24.12%	27.26%	20.81%	23.60%	20.55%	25.05%	27.16%	27.48%	28.02%	26.01%	29.04%	32.11%	28.73%	27.52%	27.37%	30.19%	25.00%	32.32%	29.49%	31.42%	25.21%	22.79%	16.50%	18.21%					
21	Медведев Дмитрий Анатольевич	39836	629	831	401	407	578	761	424	525	805	729	625	685	760	770	736	706	740	417	327	659	541	859	428	568	719	672	815	732	413	640	765	755	711	714	597	538	471	512	453	655	686	677	600	645	862	533	306	645	684	543	679	585	708	488	538	897	777	381	700	807	714	504	460	142	202					
		57.03%	58.68%	57.35%	63.75%	53.69%	57.74%	55.10%	57.37%	55.38%	57.99%	56.16%	54.92%	55.38%	55.43%	54.57%	56.44%	57.40%	56.49%	62.05%	57.47%	53.66%	50.00%	58.84%	56.54%	55.15%	58.31%	56.14%	59.40%	59.22%	55.14%	58.23%	57.17%	52.47%	61.56%	60.15%	54.52%	60.18%	58.51%	53.67%	57.93%	60.76%	62.31%	55.36%	55.25%	59.12%	59.49%	60.84%	59.42%	55.60%	59.12%	54.74%	58.28%	54.98%	55.18%	55.20%	58.99%	57.76%	55.98%	58.44%	51.89%	56.67%	52.65%	59.64%	63.54%	71.00%	62.35%					
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
