Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Октябрьская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103					
1	"Число избирателей, внесенных в списки избирателей"	8403	1821	1916	1282	156	549	261	215	459	154	643	267	419	136	125					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8706	1900	1900	1358	190	560	300	230	500	155	670	280	400	133	130					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	60	0	0	49	0	0	0	0	0	0	0	0	0	11	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5391	992	1208	671	102	387	167	168	316	114	489	214	351	108	104					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	535	54	77	154	10	40	13	21	20	14	65	29	19	8	11					
6	Число погашенных избирательных бюллетеней	2720	854	615	484	78	133	120	41	164	27	116	37	30	6	15					
7	Число избирательных бюллетеней в переносных ящиках для голосования	595	54	77	203	10	40	13	21	20	14	65	29	19	19	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5391	992	1208	671	102	387	167	168	316	114	489	214	351	108	104					
9	Число недействительных избирательных бюллетеней	30	7	6	5	2	2	0	0	1	1	1	3	2	0	0					
10	Число действительных избирательных бюллетеней	5956	1039	1279	869	110	425	180	189	335	127	553	240	368	127	115					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	543	69	69	50	33	30	39	30	43	30	30	30	30	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	364	60	49	44	33	20	32	17	39	4	30	11	17	0	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	129	22	39	11	5	4	3	4	6	1	10	14	3	3	4					
14	Число погашенных неиспользованных открепительных удостоверений	179	9	20	6	0	10	7	13	4	26	0	19	13	30	22					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	3	3	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	1.Политическая партия «Аграрная партия России»	90	16	15	14	0	12	0	3	5	1	13	2	7	2	0					
		1.50%	1.53%	1.17%	1.60%	0.00%	2.81%	0.00%	1.59%	1.49%	0.78%	2.35%	0.82%	1.89%	1.57%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	24	4	13	1	0	2	0	0	3	1	0	0	0	0	0					
		0.40%	0.38%	1.01%	0.11%	0.00%	0.47%	0.00%	0.00%	0.89%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	6	1	3	1	0	0	0	0	0	1	0	0	0	0	0					
		0.10%	0.10%	0.23%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	896	167	153	161	15	65	39	35	52	20	120	15	33	16	5					
		14.97%	15.97%	11.91%	18.42%	13.39%	15.22%	21.67%	18.52%	15.48%	15.63%	21.66%	6.17%	8.92%	12.60%	4.35%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	28	9	12	4	0	1	0	0	0	0	2	0	0	0	0					
		0.47%	0.86%	0.93%	0.46%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	5	1	1	1	0	0	0	1	0	0	1	0	0	0	0					
		0.08%	0.10%	0.08%	0.11%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	444	92	107	64	7	23	15	21	22	6	28	11	24	15	9					
		7.42%	8.80%	8.33%	7.32%	6.25%	5.39%	8.33%	11.11%	6.55%	4.69%	5.05%	4.53%	6.49%	11.81%	7.83%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	185	34	61	16	5	20	5	6	11	1	12	1	11	0	2					
		3.09%	3.25%	4.75%	1.83%	4.46%	4.68%	2.78%	3.17%	3.27%	0.78%	2.17%	0.41%	2.97%	0.00%	1.74%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	27	5	6	1	2	2	1	2	1	0	1	2	2	2	0					
		0.45%	0.48%	0.47%	0.11%	1.79%	0.47%	0.56%	1.06%	0.30%	0.00%	0.18%	0.82%	0.54%	1.57%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4233	708	906	605	79	298	120	121	239	96	373	208	290	91	99					
		70.72%	67.69%	70.51%	69.22%	70.54%	69.79%	66.67%	64.02%	71.13%	75.00%	67.33%	85.60%	78.38%	71.65%	86.09%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	18	2	2	1	2	2	0	0	2	1	3	1	1	1	0					
		0.30%	0.19%	0.16%	0.11%	1.79%	0.47%	0.00%	0.00%	0.60%	0.78%	0.54%	0.41%	0.27%	0.79%	0.00%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
