7	Число избирательных бюллетеней в переносных ящиках для голосования	769	0	7	0	3	0	2	14	7	14	11	9	9	65	12	8	10	39	22	0	2	9	13	20	4	14	5	5	36	15	10	28	4	7	14	7	9	0	0	0	9	27	27	0	7	7	20	19	0	0	4	1	2	5	0	0	3	9	7	0	5	2	42	3	8	9	2	9	5	29	28	0	0	13	0	0	6	24	3					
8	Число бюллетеней в стационарных ящиках для голосования	25967	286	393	116	288	194	69	902	197	402	356	244	271	1261	187	941	55	961	968	69	223	628	150	155	204	261	137	261	488	185	124	570	110	257	222	167	504	234	132	189	356	694	626	353	143	281	583	266	101	88	727	292	183	119	244	227	163	696	268	77	243	174	516	120	217	235	409	376	354	402	758	390	137	205	330	183	300	677	93					
9	Число недействительных избирательных бюллетеней	320	4	0	0	2	0	0	12	3	1	0	1	10	11	4	6	0	7	7	1	3	4	0	7	3	0	1	0	0	4	1	1	0	2	11	0	9	4	0	1	21	12	15	0	0	3	0	0	0	0	18	0	2	0	0	0	1	2	7	0	7	2	0	0	2	14	26	14	3	17	8	2	4	2	1	3	1	5	8					
10	Число действительных избирательных бюллетеней	26416	282	400	116	289	194	71	904	201	415	367	252	270	1315	195	943	65	993	983	68	222	633	163	168	205	275	141	266	524	196	133	597	114	262	225	174	504	230	132	188	344	709	638	353	150	285	603	285	101	88	713	293	183	124	244	227	165	703	268	77	241	174	558	123	223	230	385	371	356	414	778	388	133	216	329	180	305	696	88					
11	Число полученных открепительных  удостоверений	374	2	1	1	2	2	2	15	2	2	4	2	2	32	4	33	1	32	30	1	1	20	0	2	2	2	2	2	8	6	1	7	2	2	1	1	8	1	0	1	3	11	5	1	1	4	10	8	2	0	7	0	6	1	0	0	3	4	10	1	3	2	13	1	2	4	1	0	0	2	5	1	0	2	1	1	1	18	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	327	2	1	0	2	1	0	11	1	2	4	2	2	32	4	33	1	32	20	1	1	19	0	0	2	2	2	2	8	6	0	7	1	2	1	0	8	1	0	1	3	11	2	1	1	4	7	0	2	0	7	0	6	0	0	0	1	3	10	1	3	1	13	1	2	4	1	0	0	2	4	1	0	2	1	0	0	18	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	333	2	1	2	1	1	1	8	0	2	1	1	2	6	4	4	2	6	6	1	2	3	3	1	2	2	0	3	1	2	5	9	1	2	2	3	5	0	2	0	0	15	6	3	4	4	110	24	0	1	1	2	0	1	3	2	2	7	4	1	5	1	4	3	1	2	2	5	5	0	3	1	0	2	3	1	1	4	1					
14	Число неиспользованных открепительных удостоверений	47	0	0	1	0	1	2	4	1	0	0	0	0	0	0	0	0	0	10	0	0	1	0	2	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	3	8	0	0	0	0	0	1	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	26	0	1	3	0	0	0	1	0	0	0	0	0	2	0	2	0	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																					
18	Богданов Андрей Владимирович	159	3	3	0	0	0	0	0	1	1	4	2	3	6	1	12	1	8	3	2	3	4	2	0	1	2	1	0	1	3	2	6	0	0	0	1	7	0	0	0	2	5	10	0	0	0	8	1	1	0	0	0	4	1	0	0	1	3	1	1	0	2	6	0	2	0	2	1	1	3	9	1	1	3	1	0	0	6	0					
		0.59%	1.05%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.24%	1.09%	0.79%	1.07%	0.45%	0.50%	1.26%	1.54%	0.80%	0.30%	2.90%	1.33%	0.63%	1.23%	0.00%	0.48%	0.73%	0.70%	0.00%	0.19%	1.50%	1.49%	1.00%	0.00%	0.00%	0.00%	0.57%	1.36%	0.00%	0.00%	0.00%	0.55%	0.69%	1.53%	0.00%	0.00%	0.00%	1.33%	0.35%	0.99%	0.00%	0.00%	0.00%	2.16%	0.81%	0.00%	0.00%	0.60%	0.43%	0.36%	1.30%	0.00%	1.14%	1.08%	0.00%	0.89%	0.00%	0.49%	0.26%	0.28%	0.70%	1.15%	0.26%	0.73%	1.38%	0.30%	0.00%	0.00%	0.86%	0.00%					
19	Жириновский Владимир Вольфович	728	10	12	0	0	12	0	0	4	16	3	7	8	33	4	19	3	27	26	0	10	10	6	0	0	3	5	4	5	4	5	20	0	2	0	4	22	3	1	4	4	52	71	6	5	30	10	9	2	0	10	1	1	2	6	13	3	9	8	1	5	5	26	6	5	2	5	5	25	28	25	3	0	9	6	0	5	33	0					
		2.72%	3.50%	3.00%	0.00%	0.00%	6.19%	0.00%	0.00%	1.96%	3.85%	0.82%	2.77%	2.86%	2.49%	2.01%	2.00%	4.62%	2.70%	2.63%	0.00%	4.44%	1.57%	3.68%	0.00%	0.00%	1.09%	3.52%	1.50%	0.95%	2.00%	3.73%	3.34%	0.00%	0.76%	0.00%	2.30%	4.29%	1.28%	0.76%	2.12%	1.10%	7.21%	10.87%	1.70%	3.33%	10.42%	1.66%	3.16%	1.98%	0.00%	1.37%	0.34%	0.54%	1.61%	2.46%	5.73%	1.81%	1.28%	2.91%	1.30%	2.02%	2.84%	4.66%	4.88%	2.22%	0.82%	1.22%	1.30%	6.96%	6.50%	3.18%	0.77%	0.00%	4.13%	1.82%	0.00%	1.63%	4.71%	0.00%					
20	Зюганов Геннадий Андреевич	3517	16	65	31	38	10	6	172	24	59	90	56	25	169	20	132	4	141	144	8	31	129	14	20	28	30	37	30	78	22	22	59	5	6	40	26	114	5	2	8	12	143	100	7	5	38	13	26	14	1	25	22	18	23	58	49	29	57	42	15	28	17	73	17	13	30	59	73	51	78	174	12	15	40	64	12	22	113	13					
		13.15%	5.59%	16.25%	26.72%	13.06%	5.15%	8.45%	18.78%	11.76%	14.18%	24.52%	22.13%	8.93%	12.75%	10.05%	13.91%	6.15%	14.10%	14.55%	11.59%	13.78%	20.25%	8.59%	11.43%	13.46%	10.91%	26.06%	11.28%	14.89%	11.00%	16.42%	9.87%	4.39%	2.27%	16.95%	14.94%	22.22%	2.14%	1.52%	4.23%	3.29%	19.83%	15.31%	1.98%	3.33%	13.19%	2.16%	9.12%	13.86%	1.14%	3.42%	7.51%	9.73%	18.55%	23.77%	21.59%	17.47%	8.09%	15.27%	19.48%	11.29%	9.66%	13.08%	13.82%	5.78%	12.30%	14.36%	18.96%	14.21%	18.10%	22.14%	3.08%	10.95%	18.35%	19.39%	6.56%	7.19%	16.12%	13.54%					
21	Медведев Дмитрий Анатольевич	22012	253	320	85	251	172	65	732	172	339	270	187	234	1107	170	780	57	817	810	58	178	490	141	148	176	240	98	232	440	167	104	512	109	254	185	143	361	222	129	176	326	509	457	340	140	217	572	249	84	87	678	270	160	98	180	165	132	634	217	60	208	150	453	100	203	198	319	292	279	305	570	372	117	164	258	168	278	544	75					
		82.33%	88.46%	80.00%	73.28%	86.25%	88.66%	91.55%	79.91%	84.31%	81.49%	73.57%	73.91%	83.57%	83.48%	85.43%	82.19%	87.69%	81.70%	81.82%	84.06%	79.11%	76.92%	86.50%	84.57%	84.62%	87.27%	69.01%	87.22%	83.97%	83.50%	77.61%	85.62%	95.61%	96.21%	78.39%	82.18%	70.37%	94.87%	97.73%	93.12%	89.32%	70.60%	69.98%	96.32%	93.33%	75.35%	94.86%	87.37%	83.17%	98.86%	92.75%	92.15%	86.49%	79.03%	73.77%	72.69%	79.52%	89.93%	78.91%	77.92%	83.87%	85.23%	81.18%	81.30%	90.22%	81.15%	77.62%	75.84%	77.72%	70.77%	72.52%	95.38%	85.40%	75.23%	78.18%	91.80%	90.85%	77.60%	78.13%					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
