Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																								
Дата голосования: 04.12.2011																								
																								
Наименование Избирательной комиссии:    Ивантеевская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943					
1	"Число избирателей, внесенных в список избирателей"	12299	959	422	1313	478	479	164	1255	1275	642	1289	768	727	370	346	603	616	593					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12770	1010	532	1355	475	488	164	1265	1300	660	1335	835	750	377	351	630	610	633					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8023	371	386	594	386	337	135	964	1010	370	888	368	569	297	233	277	442	396					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1466	213	36	238	29	88	13	89	33	31	42	88	84	26	79	206	55	116					
6	Число погашенных избирательных бюллетеней	3281	426	110	523	60	63	16	212	257	259	405	379	97	54	39	147	113	121					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1466	213	36	238	29	88	13	89	33	31	42	88	84	26	79	206	55	116					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8019	371	386	594	386	337	135	964	1010	370	884	368	569	297	233	277	442	396					
9	Число недействительных избирательных бюллетеней	235	9	6	5	21	38	2	6	50	5	13	5	50	0	3	10	7	5					
10	Число действительных избирательных бюллетеней	9250	575	416	827	394	387	146	1047	993	396	913	451	603	323	309	473	490	507					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	260	30	10	20	10	10	5	20	20	20	30	20	20	10	5	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	164	30	9	9	4	2	0	9	19	15	23	17	15	3	2	3	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	52	4	1	2	2	2	1	13	4	7	2	0	2	0	2	3	4	3					
14	Число погашенных неиспользованных открепительных удостоверений	96	0	1	11	6	8	5	11	1	5	7	3	5	7	3	7	8	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	0	0	1	0	0	0	1	6	2	3	3	0	1	0	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	565	37	20	72	20	5	9	25	64	35	88	50	30	16	14	22	33	25					
		5.96%	6.34%	4.74%	8.65%	4.82%	1.18%	6.08%	2.37%	6.14%	8.73%	9.50%	10.96%	4.59%	4.95%	4.49%	4.55%	6.64%	4.88%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	547	44	25	66	15	15	10	6	81	49	70	49	15	8	16	25	36	17					
		5.77%	7.53%	5.92%	7.93%	3.61%	3.53%	6.76%	0.57%	7.77%	12.22%	7.56%	10.75%	2.30%	2.48%	5.13%	5.18%	7.24%	3.32%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	35	0	3	2	1	4	0	7	5	5	4	1	0	0	0	2	1	0					
		0.37%	0.00%	0.71%	0.24%	0.24%	0.94%	0.00%	0.66%	0.48%	1.25%	0.43%	0.22%	0.00%	0.00%	0.00%	0.41%	0.20%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1054	71	40	162	22	21	16	106	92	53	113	55	33	18	25	55	72	100					
		11.11%	12.16%	9.48%	19.47%	5.30%	4.94%	10.81%	10.07%	8.82%	13.22%	12.20%	12.06%	5.05%	5.57%	8.01%	11.39%	14.49%	19.53%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	39	5	0	4	0	2	0	4	6	2	5	3	1	1	3	2	1	0					
		0.41%	0.86%	0.00%	0.48%	0.00%	0.47%	0.00%	0.38%	0.58%	0.50%	0.54%	0.66%	0.15%	0.31%	0.96%	0.41%	0.20%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6987	418	328	519	335	340	111	895	743	250	628	293	522	278	251	366	345	365					
		73.66%	71.58%	77.73%	62.38%	80.72%	80.00%	75.00%	84.99%	71.24%	62.34%	67.82%	64.25%	79.94%	86.07%	80.45%	75.78%	69.42%	71.29%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	23	0	0	2	1	0	0	4	2	2	5	0	2	2	0	1	2	0					
		0.24%	0.00%	0.00%	0.24%	0.24%	0.00%	0.00%	0.38%	0.19%	0.50%	0.54%	0.00%	0.31%	0.62%	0.00%	0.21%	0.40%	0.00%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
