Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Красночетайская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435					
1	"Число избирателей, внесенных в списки"	16756	352	572	555	245	338	245	585	799	162	217	206	337	408	444	434	180	264	524	1215	1154	890	375	291	713	253	356	689	357	450	291	239	218	341	246	363	329	214	137	543	181	44					
2	"Число бюллетеней, полученных участковыми комиссиями"	15831	330	550	530	230	330	235	555	770	164	205	195	315	385	415	410	180	255	495	1135	1060	820	325	270	655	235	335	655	340	430	280	230	205	320	235	350	310	200	139	510	178	65					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9271	205	286	306	128	166	140	326	423	109	105	112	214	209	250	235	114	150	217	663	663	461	210	169	360	135	154	384	161	251	190	155	142	236	154	231	175	129	101	301	107	44					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	753	19	3	7	6	30	24	13	22	9	51	24	7	18	20	33	5	12	16	39	1	10	15	0	22	12	15	45	72	17	17	16	9	13	7	10	24	9	2	66	13	0					
6	Число погашенных бюллетеней	5807	106	261	217	96	134	71	216	325	46	49	59	94	158	145	142	61	93	262	433	396	349	100	101	273	88	166	226	107	162	73	59	54	71	74	109	111	62	36	143	58	21					
7	Число бюллетеней в переносных ящиках для голосования	753	19	3	7	6	30	24	13	22	9	51	24	7	18	20	33	5	12	16	39	1	10	15	0	22	12	15	45	72	17	17	16	9	13	7	10	24	9	2	66	13	0					
8	Число бюллетеней в стационарных ящиках для голосования	9271	205	286	306	128	166	140	326	423	109	105	112	214	209	250	235	114	150	217	663	663	461	210	169	360	135	154	384	161	251	190	155	142	236	154	231	175	129	101	301	107	44					
9	Число недействительных бюллетеней	635	19	17	35	19	21	15	15	13	0	4	28	23	21	12	19	4	9	12	30	12	29	12	13	31	6	31	21	5	19	10	18	7	19	13	15	18	8	10	19	2	1					
10	Число действительных бюллетеней	9389	205	272	278	115	175	149	324	432	118	152	108	198	206	258	249	115	153	221	672	652	442	213	156	351	141	138	408	228	249	197	153	144	230	148	226	181	130	93	348	118	43					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	420	8	9	9	6	8	6	9	10	5	6	6	6	8	8	8	6	7	9	20	20	20	8	8	15	7	9	15	7	10	10	10	8	12	10	10	10	9	15	35	18	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	125	0	3	9	3	3	3	4	10	1	0	1	1	0	4	7	2	1	0	8	20	0	1	2	10	0	1	5	3	3	0	5	0	4	2	1	2	0	3	3	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	94	1	0	0	3	1	1	1	0	0	2	0	0	1	1	2	1	1	1	0	2	0	1	2	7	2	1	2	0	3	2	1	3	1	1	3	0	0	0	3	0	44					
14	Число погашенных открепительных удостоверений	295	8	6	0	3	5	3	5	0	4	6	5	5	8	4	1	4	6	9	12	0	20	7	6	5	7	8	10	4	7	10	5	8	8	8	9	8	9	12	32	18	0					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
