Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Новосильская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544					
1	"Число избирателей, внесенных в списки"	7402	2035	1016	272	235	358	358	375	151	738	172	145	374	299	379	104	139	252					
2	"Число бюллетеней, полученных участковыми комиссиями"	7700	2032	1047	289	249	395	394	378	160	794	187	143	393	303	402	114	146	274					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4411	1375	746	142	121	257	160	172	81	378	76	60	140	187	184	65	84	183					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1827	95	28	105	93	88	186	169	65	314	78	75	182	86	138	34	41	50					
6	Число погашенных бюллетеней	1461	562	273	42	35	50	48	37	14	102	33	8	70	30	80	15	21	41					
7	Число бюллетеней в переносных ящиках для голосования	1825	95	28	105	93	88	186	169	65	312	78	75	182	86	138	34	41	50					
8	Число бюллетеней в стационарных ящиках для голосования	4411	1375	746	142	121	257	160	172	81	378	76	60	140	187	184	65	84	183					
9	Число недействительных бюллетеней	46	7	7	3	2	6	1	0	2	3	3	1	0	2	1	1	1	6					
10	Число действительных бюллетеней	6190	1463	767	244	212	339	345	341	144	687	151	134	322	271	321	98	124	227					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	150	30	23	8	8	8	4	3	8	4	2	8	8	8	8	8	4	8					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	73	25	21	2	3	0	3	3	5	4	0	0	1	0	0	2	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	41	7	3	2	2	3	2	3	1	1	1	4	3	3	0	3	2	1					
14	Число погашенных открепительных удостоверений	77	5	2	6	5	8	1	0	3	0	2	8	7	8	8	6	0	8					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
