Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Дебесская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624					
1	"Число избирателей, внесенных в списки"	10288	302	276	1062	1867	785	714	169	204	168	159	491	194	172	293	333	225	107	691	336	292	756	207	451	34					
2	"Число бюллетеней, полученных участковыми комиссиями"	10412	352	278	1077	1814	781	720	173	207	166	163	503	192	172	295	347	227	109	686	341	287	758	208	456	100					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7246	268	160	679	1235	497	500	128	151	100	111	397	162	147	223	251	151	83	468	280	191	524	181	341	18					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	667	34	45	28	35	20	25	11	8	17	6	46	10	6	40	25	10	8	88	19	23	79	13	55	16					
6	Число погашенных бюллетеней	2499	50	73	370	544	264	195	34	48	49	46	60	20	19	32	71	66	18	130	42	73	155	14	60	66					
7	Число бюллетеней в переносных ящиках для голосования	667	34	45	28	35	20	25	11	8	17	6	46	10	6	40	25	10	8	88	19	23	79	13	55	16					
8	Число бюллетеней в стационарных ящиках для голосования	7246	268	160	679	1235	497	500	128	151	100	111	397	162	147	223	251	151	83	468	280	191	524	181	341	18					
9	Число недействительных бюллетеней	169	5	4	19	18	14	11	5	6	3	4	6	4	9	8	7	3	3	12	7	5	5	3	8	0					
10	Число действительных бюллетеней	7744	297	201	688	1252	503	514	134	153	114	113	437	168	144	255	269	158	88	544	292	209	598	191	388	34					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	231	9	5	25	36	15	15	5	5	5	5	10	5	5	9	11	5	5	15	5	5	15	5	11	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	102	8	2	8	16	2	8	0	0	2	0	10	2	1	9	11	2	3	3	3	1	6	1	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	67	2	2	4	13	1	3	1	0	0	0	1	1	1	2	3	1	0	2	0	0	1	0	0	29					
14	Число погашенных открепительных удостоверений	129	1	3	17	20	13	7	5	5	3	5	0	3	4	0	0	3	2	12	2	4	9	4	7	0					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	"1. ""ЕДИНЕНИЕ"""	166	5	4	10	25	8	9	1	10	4	2	7	6	3	7	5	2	3	21	1	4	18	5	5	1					
		2.09%	1.65%	1.95%	1.41%	1.96%	1.54%	1.71%	0.71%	6.28%	3.41%	1.70%	1.58%	3.48%	1.96%	2.66%	1.81%	1.24%	3.29%	3.77%	0.33%	1.86%	2.98%	2.57%	1.26%	2.94%					
