Выборы Президента Российской Федерации																																																																												
Дата голосования: 04.03.2012																																																																												
																																																																												
Наименование Избирательной комиссии:    район Марьино																																																																												
																																																																												
Сводная таблица итогов голосования																																																																												
																																																																												
	Число участковых избирательных комиссий	65																																																																										
	Число участковых избирательных комиссий, приступивших к передаче сведений	65																																																																										
																																																																												
		Сумма	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473									
1	Число избирателей, включенных в список избирателей	166560	2667	2450	2400	2380	2717	2864	2639	2452	2684	2269	2543	2501	2539	2473	2165	2126	2680	2737	2636	2060	2697	2513	2878	2991	3032	2389	2492	2233	2552	2342	2578	2668	2298	2797	2720	2860	1983	2135	2574	2071	2517	2890	2799	2645	2902	2180	2522	2614	2312	2782	2744	2895	2764	2670	2954	2607	2985	2592	2819	2887	2850	1795	2359	2703	1988									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	163800	2700	2400	2200	2400	2700	2800	2600	2500	2600	2300	2500	2500	2500	2400	2100	2100	2700	2700	2600	2000	2700	2500	2800	2900	2900	2400	2500	2200	2500	2300	2600	2600	2300	2800	2700	2800	1900	2100	2600	2000	2400	2800	2700	2600	2800	2200	2500	2500	2300	2700	2700	2900	2700	2600	2900	2600	2900	2600	2800	2900	2800	1700	2300	2600	1900									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	92769	1414	1456	1311	1334	1524	1593	1557	1451	1564	1256	1390	1387	1389	1289	1177	1261	1477	1468	1395	1095	1414	1280	1543	1632	1689	1390	1367	1288	1491	1271	1422	1505	1363	1675	1588	1611	1090	1194	1464	1173	1474	1629	1693	1446	1608	1165	1371	1423	1203	1533	1624	1623	1564	1486	1659	1418	1568	1531	1617	1539	1632	979	1219	1531	996									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2782	27	33	75	30	47	77	56	65	68	51	42	44	43	39	57	47	90	49	104	54	113	53	52	31	60	34	49	15	35	40	26	34	16	35	17	28	13	18	26	30	2	25	30	34	51	29	35	39	23	26	34	24	21	28	24	111	220	21	30	33	21	21	20	39	18									
6	Число погашенных избирательных бюллетеней	68249	1259	911	814	1036	1129	1130	987	984	968	993	1068	1069	1068	1072	866	792	1133	1183	1101	851	1173	1167	1205	1237	1151	976	1084	897	974	989	1152	1061	921	1090	1095	1161	797	888	1110	797	924	1146	977	1120	1141	1006	1094	1038	1074	1141	1042	1253	1115	1086	1217	1071	1112	1048	1153	1328	1147	700	1061	1030	886									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2781	27	33	75	30	46	77	56	65	68	51	42	44	43	39	57	47	90	49	104	54	113	53	52	31	60	34	49	15	35	40	26	34	16	35	17	28	13	18	26	30	2	25	30	34	51	29	35	39	23	26	34	24	21	28	24	111	220	21	30	33	21	21	20	39	18									
8	Число бюллетеней в стационарных ящиках для голосования	92528	1408	1456	1308	1331	1522	1590	1557	1450	1562	1254	1379	1387	1380	1289	1169	1261	1477	1460	1381	1085	1410	1280	1543	1627	1689	1384	1364	1287	1489	1268	1422	1499	1361	1672	1584	1608	1090	1192	1461	1173	1471	1625	1692	1446	1608	1159	1371	1421	1201	1515	1624	1582	1557	1481	1657	1416	1568	1530	1615	1538	1632	977	1216	1526	991									
9	Число недействительных избирательных бюллетеней	1784	23	35	28	21	29	37	43	41	25	18	22	22	14	36	17	19	37	27	23	26	27	24	29	29	20	30	18	26	35	16	40	30	34	37	36	32	14	25	23	15	41	37	28	35	32	26	25	18	21	24	24	22	25	38	29	28	33	23	33	21	46	18	23	32	19									
10	Число действительных избирательных бюллетеней	93525	1412	1454	1355	1340	1539	1630	1570	1474	1605	1287	1399	1409	1409	1292	1209	1289	1530	1482	1462	1113	1496	1309	1566	1629	1729	1388	1395	1276	1489	1292	1408	1503	1343	1670	1565	1604	1089	1185	1464	1188	1432	1613	1694	1445	1627	1162	1381	1442	1203	1517	1634	1584	1553	1471	1652	1499	1755	1528	1612	1550	1607	980	1213	1533	990									
11	Число полученных открепительных  удостоверений	3963	50	53	50	50	60	50	60	63	65	70	50	56	60	62	50	50	82	65	52	55	69	53	62	64	55	55	55	70	102	50	88	78	70	80	50	70	40	60	60	50	57	61	50	50	53	73	53	47	61	70	70	70	50	62	63	88	68	65	70	80	60	37	53	75	43									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	3888	50	53	46	50	60	50	58	61	60	69	50	56	60	60	48	50	82	65	50	51	68	53	62	62	55	55	55	69	100	50	87	75	69	78	50	70	37	58	60	49	57	56	46	48	50	72	53	46	60	69	70	70	48	61	63	88	68	65	69	78	60	37	49	71	43									
13	Число избирателей, проголосовавших по открепительным удостоверениям	2722	19	42	24	15	35	40	58	29	49	33	22	31	19	51	33	48	48	24	33	32	49	44	45	48	79	38	37	30	66	34	40	46	28	49	54	57	30	38	34	48	65	27	82	23	63	28	47	45	26	38	52	32	53	45	27	52	31	48	32	50	64	38	11	119	45									
14	Число неиспользованных открепительных удостоверений	75	0	0	4	0	0	0	2	2	5	1	0	0	0	2	2	0	0	0	2	4	1	0	0	2	0	0	0	1	2	0	1	3	1	2	0	0	3	2	0	1	0	5	4	2	3	1	0	1	1	1	0	0	2	1	0	0	0	0	1	2	0	0	4	4	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	107	1	2	1	0	0	2	3	0	4	2	1	2	0	0	0	3	4	1	2	1	3	2	0	0	0	2	1	5	2	1	4	2	0	3	2	3	1	0	4	2	3	0	1	4	4	0	2	0	2	0	3	2	2	0	0	2	1	2	1	2	5	0	1	1	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																												
19	Жириновский Владимир Вольфович	7062	128	111	83	114	123	101	108	95	141	105	99	88	104	119	79	93	116	104	106	92	105	111	101	119	130	91	127	119	127	108	121	129	86	118	125	151	80	89	144	63	70	80	90	97	131	96	135	105	110	96	100	118	98	117	142	115	103	102	117	116	124	105	112	144	86									
		7.41%	8.92%	7.45%	6.00%	8.38%	7.84%	6.06%	6.70%	6.27%	8.65%	8.05%	6.97%	6.15%	7.31%	8.96%	6.44%	7.11%	7.40%	6.89%	7.14%	8.08%	6.89%	8.33%	6.33%	7.18%	7.43%	6.42%	8.99%	9.14%	8.33%	8.26%	8.36%	8.41%	6.25%	6.91%	7.81%	9.23%	7.25%	7.36%	9.68%	5.24%	4.75%	4.85%	5.23%	6.55%	7.90%	8.08%	9.60%	7.19%	8.99%	6.23%	6.03%	7.35%	6.21%	7.75%	8.45%	7.53%	5.76%	6.58%	7.11%	7.38%	7.50%	10.52%	9.06%	9.20%	8.52%									
20	Зюганов Геннадий Андреевич	17658	274	284	259	254	304	315	302	257	327	266	286	327	245	235	253	231	299	277	299	187	298	250	335	371	335	271	251	216	291	226	258	276	280	347	307	262	214	216	231	228	273	291	339	285	301	226	254	277	193	277	333	303	290	268	310	272	320	256	287	295	273	165	193	252	181									
		18.53%	19.09%	19.07%	18.73%	18.66%	19.39%	18.90%	18.72%	16.96%	20.06%	20.38%	20.13%	22.85%	17.22%	17.70%	20.64%	17.66%	19.08%	18.36%	20.13%	16.42%	19.57%	18.75%	21.00%	22.38%	19.15%	19.11%	17.76%	16.59%	19.09%	17.28%	17.82%	18.00%	20.33%	20.33%	19.18%	16.01%	19.40%	17.85%	15.53%	18.95%	18.53%	17.64%	19.69%	19.26%	18.14%	19.02%	18.07%	18.97%	15.77%	17.98%	20.08%	18.87%	18.38%	17.76%	18.44%	17.81%	17.90%	16.51%	17.45%	18.78%	16.52%	16.53%	15.61%	16.10%	17.94%									
21	Миронов Сергей Михайлович	4482	66	72	56	68	78	88	74	69	80	60	76	68	56	48	73	56	78	84	63	48	66	47	65	62	77	73	55	67	64	55	70	74	81	67	91	69	41	64	79	55	56	78	81	63	91	69	85	90	73	72	72	74	81	66	84	80	84	58	77	72	79	46	58	70	40									
		4.70%	4.60%	4.84%	4.05%	4.99%	4.97%	5.28%	4.59%	4.55%	4.91%	4.60%	5.35%	4.75%	3.94%	3.61%	5.95%	4.28%	4.98%	5.57%	4.24%	4.21%	4.33%	3.53%	4.08%	3.74%	4.40%	5.15%	3.89%	5.15%	4.20%	4.20%	4.83%	4.83%	5.88%	3.93%	5.68%	4.22%	3.72%	5.29%	5.31%	4.57%	3.80%	4.73%	4.70%	4.26%	5.49%	5.81%	6.05%	6.16%	5.96%	4.67%	4.34%	4.61%	5.13%	4.37%	4.99%	5.24%	4.70%	3.74%	4.68%	4.58%	4.78%	4.61%	4.69%	4.47%	3.96%									
22	Прохоров Михаил Дмитриевич	17516	170	241	202	142	245	261	278	227	227	146	173	219	199	147	194	166	276	246	223	181	249	262	296	264	237	273	227	314	275	244	279	230	223	314	276	322	234	241	291	302	449	472	438	332	318	213	247	254	213	342	382	362	365	281	369	276	357	390	374	345	328	166	227	289	211									
		18.38%	11.85%	16.19%	14.61%	10.43%	15.63%	15.66%	17.23%	14.98%	13.93%	11.19%	12.17%	15.30%	13.98%	11.07%	15.82%	12.69%	17.61%	16.30%	15.02%	15.89%	16.35%	19.65%	18.56%	15.92%	13.55%	19.25%	16.07%	24.12%	18.04%	18.65%	19.27%	15.00%	16.19%	18.39%	17.24%	19.68%	21.21%	19.92%	19.57%	25.10%	30.48%	28.61%	25.44%	22.43%	19.17%	17.93%	17.57%	17.40%	17.40%	22.19%	23.04%	22.54%	23.13%	18.62%	21.95%	18.07%	19.97%	25.15%	22.74%	21.96%	19.84%	16.63%	18.37%	18.47%	20.91%									
23	Путин Владимир Владимирович	46807	774	746	755	762	789	865	808	826	830	710	765	707	805	743	610	743	761	771	771	605	778	639	769	813	950	680	735	560	732	659	680	794	673	824	766	800	520	575	719	540	584	692	746	668	786	558	660	716	614	730	747	727	719	739	747	756	891	722	757	722	803	498	623	778	472									
