Выборы Президента Российской Федерации																																																																							
Дата голосования: 02.03.2008																																																																							
																																																																							
Наименование Избирательной комиссии:    район Марьино																																																																							
																																																																							
Сводная таблица результатов выборов																																																																							
																																																																							
	Число участковых избирательных комиссий	64																																																																					
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	64																																																																					
																																																																							
		Сумма	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474					
1	"Число избирателей, включенных в списки избирателей"	155752	2828	2018	2169	2352	2503	2606	2499	2376	2473	2357	2560	2399	2498	2436	2024	2116	2685	2656	2653	2012	2608	2447	2747	2919	2929	2251	2426	2143	2393	2183	2924	2058	2202	2784	2503	2835	2920	2859	2181	2178	2444	2429	2221	2686	2050	2301	2358	2157	2415	2547	2585	2594	2503	2598	2384	2778	2341	2834	2553	2320	1605	2187	2313	1839					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	136250	2500	1700	2000	2000	2100	2200	2100	2200	2200	1900	2000	2000	2000	2000	1800	1800	2200	2300	2000	1700	2000	2000	2300	2400	2400	1900	2000	1800	2000	1800	2800	2000	2100	2200	2000	2700	2600	2600	1900	2200	2400	2500	2100	2700	2000	2200	2000	2200	2200	2100	2200	2250	2100	2100	2400	2700	2000	2600	2500	2200	1300	1700	1900	1500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	117401	2242	1674	1676	1326	1869	1873	2037	1906	1958	1603	1297	1684	1315	1238	1081	1715	2140	1834	1944	1450	1837	1869	2005	1886	2060	1699	1662	1742	1862	1609	2049	1702	1807	1423	1923	2356	1812	2392	1754	2018	2052	2301	1963	2417	1921	2120	1804	1722	1979	1862	1998	2188	1968	1917	1915	2250	1986	2224	2031	1839	994	1425	1748	1448					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1730	16	16	31	31	22	47	26	28	50	38	31	27	17	36	37	19	29	29	31	26	54	23	27	19	40	27	51	9	26	17	20	37	20	43	11	26	16	16	19	25	13	23	15	33	27	30	14	24	18	21	9	15	27	22	55	124	11	21	23	24	17	20	24	7					
6	Число погашенных избирательных бюллетеней	17119	242	10	293	643	209	280	37	266	192	259	672	289	668	726	682	66	31	437	25	224	109	108	268	495	300	174	287	49	112	174	731	261	273	734	66	318	772	192	127	157	335	176	122	250	52	50	182	454	203	217	193	47	105	161	430	326	3	355	446	337	289	255	128	45					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1730	16	16	31	31	22	47	26	28	50	38	31	27	17	36	37	19	29	29	31	26	54	23	27	19	40	27	51	9	26	17	20	37	20	43	11	26	16	16	19	25	13	23	15	33	27	30	14	24	18	21	9	15	27	22	55	124	11	21	23	24	17	20	24	7					
8	Число бюллетеней в стационарных ящиках для голосования	117153	2224	1674	1667	1326	1857	1866	2037	1906	1958	1602	1291	1680	1315	1238	1076	1715	2137	1834	1941	1448	1837	1869	2005	1886	2060	1699	1661	1742	1843	1607	2049	1665	1801	1413	1918	2352	1812	2392	1752	2013	2046	2301	1963	2384	1921	2120	1800	1713	1971	1862	1998	2186	1955	1917	1913	2250	1986	2224	2029	1833	994	1425	1748	1446					
9	Число недействительных избирательных бюллетеней	1876	30	0	28	26	32	34	65	81	19	21	20	33	37	42	19	0	40	34	30	21	31	35	33	49	10	17	18	17	34	28	40	18	25	33	24	27	32	31	26	26	27	39	23	32	29	48	28	25	27	36	25	35	23	33	29	39	22	37	15	32	18	19	44	25					
10	Число действительных избирательных бюллетеней	117007	2210	1690	1670	1331	1847	1879	1998	1853	1989	1619	1302	1674	1295	1232	1094	1734	2126	1829	1942	1453	1860	1857	1999	1856	2090	1709	1694	1734	1835	1596	2029	1684	1796	1423	1905	2351	1796	2377	1745	2012	2032	2285	1955	2385	1919	2102	1786	1712	1962	1847	1982	2166	1959	1906	1939	2335	1975	2208	2037	1825	993	1426	1728	1428					
11	Число полученных открепительных  удостоверений	4640	80	60	60	60	70	70	90	70	80	70	70	80	70	60	60	50	90	90	80	50	70	60	80	70	60	70	60	90	100	70	90	70	70	60	80	80	80	80	60	50	50	70	70	70	80	70	70	70	50	75	65	60	70	80	110	80	80	90	110	100	60	60	70	70					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	3700	58	45	50	52	60	58	80	62	69	56	48	65	56	44	47	45	68	58	60	44	56	53	64	56	55	55	44	81	81	52	69	43	54	49	62	76	64	71	38	43	42	58	47	54	53	58	64	60	45	60	57	51	60	52	93	58	57	68	92	65	41	54	59	61					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1996	14	44	27	9	28	21	29	26	0	23	22	24	25	24	10	19	43	28	38	9	28	37	15	39	29	24	35	21	34	33	20	32	16	30	39	53	30	15	50	48	17	72	25	50	21	28	24	28	38	56	16	40	24	23	40	45	24	42	53	40	40	34	43	82					
14	Число неиспользованных открепительных удостоверений	940	22	15	10	8	10	12	10	8	11	14	22	15	14	16	13	5	22	32	20	6	14	7	16	14	5	15	16	9	19	18	21	27	16	11	18	4	16	9	22	7	8	12	23	16	27	12	6	10	5	15	8	9	10	28	17	22	23	22	18	35	19	6	11	9					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	118	0	0	0	2	3	3	1	3	5	4	1	1	2	0	1	3	5	0	1	2	4	6	1	1	2	2	3	7	1	1	1	1	2	0	1	3	2	1	5	0	2	1	3	3	2	2	2	1	1	1	1	2	0	0	2	1	0	2	1	2	0	1	5	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																							
18	Богданов Андрей Владимирович	1866	16	30	36	15	36	24	36	35	29	26	21	35	18	20	20	20	31	13	28	29	32	28	33	32	22	40	25	39	18	19	32	22	25	37	47	11	38	39	44	30	36	23	37	37	9	29	32	22	33	44	31	45	27	40	32	34	34	35	36	25	14	30	27	23					
		1.57%	0.71%	1.78%	2.12%	1.11%	1.92%	1.25%	1.75%	1.81%	1.44%	1.59%	1.59%	2.05%	1.35%	1.57%	1.80%	1.15%	1.43%	0.70%	1.42%	1.97%	1.69%	1.48%	1.62%	1.68%	1.05%	2.32%	1.46%	2.23%	0.96%	1.17%	1.55%	1.29%	1.37%	2.54%	2.44%	0.46%	2.08%	1.62%	2.48%	1.47%	1.75%	0.99%	1.87%	1.53%	0.46%	1.35%	1.76%	1.27%	1.66%	2.34%	1.54%	2.04%	1.36%	2.06%	1.63%	1.43%	1.70%	1.56%	1.75%	1.35%	1.38%	2.08%	1.52%	1.58%					
19	Жириновский Владимир Вольфович	8535	180	112	130	145	143	179	150	117	168	114	143	110	129	163	133	63	169	151	140	114	154	130	152	191	172	105	143	141	130	99	172	134	101	154	223	77	176	60	109	54	105	82	116	159	69	140	138	124	156	170	124	127	172	147	161	123	136	138	113	134	94	130	150	97					
		7.18%	8.04%	6.63%	7.66%	10.69%	7.61%	9.36%	7.27%	6.05%	8.37%	6.95%	10.82%	6.44%	9.68%	12.79%	11.95%	3.63%	7.80%	8.11%	7.10%	7.73%	8.14%	6.87%	7.48%	10.03%	8.19%	6.08%	8.35%	8.05%	6.96%	6.10%	8.31%	7.87%	5.55%	10.58%	11.56%	3.24%	9.63%	2.49%	6.15%	2.65%	5.10%	3.53%	5.86%	6.58%	3.54%	6.51%	7.61%	7.14%	7.84%	9.03%	6.18%	5.77%	8.68%	7.58%	8.18%	5.18%	6.81%	6.15%	5.51%	7.22%	9.30%	8.99%	8.47%	6.68%					
20	Зюганов Геннадий Андреевич	15048	262	237	226	263	297	289	268	277	326	236	258	306	220	165	211	177	342	260	326	239	332	331	243	308	317	254	216	189	220	189	203	204	194	288	325	89	228	291	193	116	205	238	189	236	197	222	174	150	191	272	240	266	217	197	392	398	169	229	214	178	112	138	177	132					
		12.66%	11.70%	14.02%	13.31%	19.38%	15.81%	15.11%	12.99%	14.32%	16.24%	14.39%	19.52%	17.93%	16.52%	12.95%	18.96%	10.21%	15.79%	13.96%	16.53%	16.21%	17.56%	17.49%	11.96%	16.17%	15.10%	14.72%	12.62%	10.79%	11.77%	11.64%	9.81%	11.99%	10.65%	19.78%	16.85%	3.74%	12.47%	12.08%	10.90%	5.69%	9.96%	10.24%	9.56%	9.76%	10.11%	10.33%	9.59%	8.64%	9.60%	14.45%	11.96%	12.09%	10.95%	10.16%	19.92%	16.76%	8.46%	10.20%	10.43%	9.59%	11.08%	9.55%	9.99%	9.08%					
21	Медведев Дмитрий Анатольевич	91558	1752	1311	1278	908	1371	1387	1544	1424	1466	1243	880	1223	928	884	730	1474	1584	1405	1448	1071	1342	1368	1571	1325	1579	1310	1310	1365	1467	1289	1622	1324	1476	944	1310	2174	1354	1987	1399	1812	1686	1942	1613	1953	1644	1711	1442	1416	1582	1361	1587	1728	1543	1522	1354	1780	1636	1806	1674	1488	773	1128	1374	1176					
		77.02%	78.21%	77.57%	75.27%	66.91%	72.96%	72.50%	74.84%	73.63%	73.01%	75.79%	66.57%	71.65%	69.67%	69.39%	65.59%	85.01%	73.13%	75.42%	73.43%	72.66%	70.97%	72.30%	77.31%	69.55%	75.19%	75.90%	76.52%	77.96%	78.49%	79.37%	78.40%	77.79%	81.05%	64.84%	67.91%	91.42%	74.07%	82.52%	78.99%	88.91%	81.88%	83.56%	81.55%	80.80%	84.39%	79.58%	79.49%	81.52%	79.54%	72.28%	79.07%	78.51%	77.85%	78.49%	68.80%	74.98%	81.92%	80.45%	81.58%	80.13%	76.46%	78.06%	77.54%	80.94%					
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
