Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
Наименование Избирательной комиссии:    Кантемировская																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845					
1	"Число избирателей, внесенных в списки"	31470	1231	1250	1426	1991	1036	1754	1663	94	593	502	610	277	859	262	66	710	413	462	411	769	1180	677	699	1372	180	410	714	219	421	1123	1133	374	399	177	494	311	1241	817	377	1212	173	687	187	237	277					
2	"Число бюллетеней, полученных участковыми комиссиями"	31950	1250	1250	1400	1950	1050	1700	1670	120	600	510	600	300	850	300	80	730	430	460	440	800	1200	700	720	1400	200	400	750	230	430	1120	1150	400	420	180	480	300	1300	850	380	1220	180	700	200	250	300					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	16009	659	620	690	949	427	743	921	67	331	270	271	181	403	96	44	326	235	238	240	382	576	338	362	731	104	227	426	111	224	653	517	160	154	140	316	205	734	393	184	528	97	330	102	164	140					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2732	27	36	30	59	24	65	26	10	32	80	169	30	110	82	7	108	94	117	46	33	54	29	31	46	15	21	43	44	18	169	172	108	86	6	4	38	107	81	56	181	33	80	19	30	76					
6	Число погашенных бюллетеней	13209	564	594	680	942	599	892	723	43	237	160	160	89	337	122	29	296	101	105	154	385	570	333	327	623	81	152	281	75	188	298	461	132	180	34	160	57	459	376	140	511	50	290	79	56	84					
7	Число бюллетеней в переносных ящиках для голосования	2732	27	36	30	59	24	65	26	10	32	80	169	30	110	82	7	108	94	117	46	33	54	29	31	46	15	21	43	44	18	169	172	108	86	6	4	38	107	81	56	181	33	80	19	30	76					
8	Число бюллетеней в стационарных ящиках для голосования	16009	659	620	690	949	427	743	921	67	331	270	271	181	403	96	44	326	235	238	240	382	576	338	362	731	104	227	426	111	224	653	517	160	154	140	316	205	734	393	184	528	97	330	102	164	140					
9	Число недействительных бюллетеней	195	5	4	9	12	5	8	18	0	8	2	3	1	7	5	0	10	7	0	0	3	10	2	5	11	1	9	8	1	0	1	9	1	4	0	7	0	4	2	2	2	2	2	0	0	5					
10	Число действительных бюллетеней	18546	681	652	711	996	446	800	929	77	355	348	437	210	506	173	51	424	322	355	286	412	620	365	388	766	118	239	461	154	242	821	680	267	236	146	313	243	837	472	238	707	128	408	121	194	211					
