Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																									
Дата голосования: 04.12.2011																																																									
																																																									
"Наименование Избирательной комиссии:    Чебоксары, Ленинская"																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736					
1	"Число избирателей, внесенных в список избирателей"	105216	2589	2415	2663	2452	1907	2537	1326	1036	2475	2561	2278	2443	2043	1866	2160	3060	1781	2396	2721	2161	2196	1495	2807	2493	2586	2146	2195	144	96	160	161	2794	2849	2505	2249	2303	2211	2435	2395	2420	2078	2076	1690	2620	2850	2146	1941	1388	2719	2198					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	90050	2300	2100	2300	2200	1700	2100	1100	800	2100	2100	2000	2000	1700	1600	1800	2600	1500	2000	2100	1800	1800	1300	2500	2100	2200	1900	1900	150	100	200	200	2400	2600	2100	1900	2000	1900	2100	2000	2100	1800	1800	1400	2200	2500	1800	1700	1100	2500	1900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	56766	1279	1199	1522	1349	1016	1381	810	747	1398	1501	1326	1417	1178	1022	1217	1564	930	1112	1412	973	1134	846	1437	983	1138	1053	1125	144	96	160	141	1518	1621	1244	1188	1259	1313	1442	1387	1448	1189	1192	1008	1380	1577	1074	916	745	1430	1225					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	965	10	15	12	16	15	23	26	11	50	24	13	13	12	30	20	27	9	22	168	2	2	4	24	24	23	11	15	0	0	0	19	35	19	22	12	22	17	25	32	26	18	31	14	4	16	4	3	2	8	15					
6	Число погашенных избирательных бюллетеней	32319	1011	886	766	835	669	696	264	42	652	575	661	570	510	548	563	1009	561	866	520	825	664	450	1039	1093	1039	836	760	6	4	40	40	847	960	834	700	719	570	633	581	626	593	577	378	816	907	722	781	353	1062	660					
7	Число избирательных бюллетеней в переносных ящиках для голосования	964	10	15	12	16	15	23	26	11	50	24	13	13	12	30	20	27	9	22	168	2	2	4	24	24	23	11	15	0	0	0	19	35	19	22	12	22	17	25	32	26	18	31	14	4	15	4	3	2	8	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	56725	1279	1199	1522	1349	1016	1381	809	747	1398	1491	1326	1417	1173	1022	1215	1564	930	1110	1410	973	1134	846	1437	981	1138	1053	1125	144	96	160	141	1518	1621	1244	1188	1259	1313	1440	1387	1444	1188	1189	1007	1380	1576	1069	916	745	1430	1225					
9	Число недействительных избирательных бюллетеней	1556	30	37	32	37	28	29	13	12	22	35	40	24	23	30	28	43	20	48	47	24	33	27	25	35	37	43	42	1	1	5	5	55	59	40	43	27	38	42	29	28	31	40	21	42	32	30	26	15	49	53					
10	Число действительных избирательных бюллетеней	56133	1259	1177	1502	1328	1003	1375	822	746	1426	1480	1299	1406	1162	1022	1207	1548	919	1084	1531	951	1103	823	1436	970	1124	1021	1098	143	95	155	155	1498	1581	1226	1157	1254	1292	1423	1390	1442	1175	1180	1000	1342	1559	1043	893	732	1389	1187					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2282	51	50	50	50	50	70	30	50	50	50	50	70	50	40	50	60	50	50	50	50	50	50	70	50	50	50	50	0	0	0	0	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	30	30	50	31					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1444	45	34	38	42	29	54	26	32	29	38	41	59	32	11	25	43	19	15	33	13	17	17	52	21	37	31	29	0	0	0	0	33	48	20	27	36	30	23	24	29	33	34	25	46	50	28	21	17	32	26					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	2098	10	9	21	25	16	46	30	46	34	32	22	26	67	28	25	49	40	28	63	24	54	15	26	19	18	21	14	23	72	73	83	79	37	32	28	26	24	69	105	85	42	45	34	125	89	75	24	67	15	38					
14	Число погашенных неиспользованных открепительных удостоверений	838	6	16	12	8	21	16	4	18	21	12	9	11	18	29	25	17	31	35	17	37	33	33	18	29	13	19	21	0	0	0	0	17	2	30	23	14	20	27	26	21	17	16	25	4	0	22	9	13	18	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	2	0	3	0	0	1	1	1	0	1	0	2	0	2	0	1	1	1	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
