Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																											
Дата голосования: 18.09.2016																																																											
																																																											
Наименование Избирательной комиссии:    Прохоровская																																																											
																																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																																											
																																																											
		Сумма	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	22671	935	230	352	875	396	260	575	167	584	114	328	328	135	193	329	284	422	432	172	165	349	313	116	706	137	690	154	280	186	239	120	607	1162	1064	1236	1413	1118	1292	1526	161	186	581	106	444	183	102	635	289									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23000	940	235	355	900	410	265	585	175	590	115	330	335	135	195	345	280	430	445	175	165	360	315	115	710	140	720	155	280	185	245	120	615	1130	1070	1230	1430	1150	1320	1565	165	190	590	105	460	190	105	645	290									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	15508	630	181	39	527	266	181	392	114	464	91	235	243	88	94	233	224	281	295	136	108	235	222	81	527	108	586	85	166	93	155	88	499	693	786	861	916	859	584	1055	131	134	355	82	367	142	65	586	225									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	4149	173	40	283	164	96	62	160	52	110	21	80	76	41	45	92	47	107	71	35	53	106	79	29	156	27	77	67	71	82	64	26	83	176	34	213	92	47	375	187	20	16	50	21	59	41	36	46	61									
6	Число погашенных избирательных бюллетеней	3343	137	14	33	209	48	22	33	9	16	3	15	16	6	56	20	9	42	79	4	4	19	14	5	27	5	57	3	43	10	26	6	33	261	250	156	422	244	361	323	14	40	185	2	34	7	4	13	4									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	4149	173	40	283	164	96	62	160	52	110	21	80	76	41	45	92	47	107	71	35	53	106	79	29	156	27	77	67	71	82	64	26	83	176	34	213	92	47	375	187	20	16	50	21	59	41	36	46	61									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	15508	630	181	39	527	266	181	392	114	464	91	235	243	88	94	233	224	281	295	136	108	235	222	81	527	108	586	85	166	93	155	88	499	693	786	861	916	859	584	1055	131	134	355	82	367	142	65	586	225									
9	Число недействительных избирательных бюллетеней	241	31	5	0	3	0	0	0	1	9	0	0	0	0	5	1	1	4	3	4	0	0	0	0	4	4	9	0	6	1	3	0	4	3	26	16	11	25	12	16	3	12	17	0	1	1	0	0	0									
10	Число действительных избирательных бюллетеней	19416	772	216	322	688	362	243	552	165	565	112	315	319	129	134	324	270	384	363	167	161	341	301	110	679	131	654	152	231	174	216	114	578	866	794	1058	997	881	947	1226	148	138	388	103	425	182	101	632	286									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	407	11	6	4	19	10	6	10	6	10	2	3	2	2	2	7	6	11	17	6	2	8	2	2	10	2	29	4	5	3	7	3	9	14	23	12	19	24	14	27	2	3	10	1	15	2	2	7	6									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	334	9	2	4	19	10	5	10	6	10	2	0	2	0	1	5	3	9	17	4	0	4	2	0	1	0	27	1	5	2	7	2	5	10	23	9	19	22	14	27	2	1	9	1	15	1	0	5	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	161	7	1	4	0	2	1	3	2	10	1	1	1	4	2	5	6	3	6	3	1	1	1	2	4	0	4	4	4	1	4	2	1	5	8	11	3	4	3	9	0	5	2	4	3	4	3	4	2									
14	Число погашенных неиспользованных открепительных удостоверений	73	2	4	0	0	0	1	0	0	0	0	3	0	2	1	2	3	2	0	2	2	4	0	2	9	2	2	3	0	1	0	1	4	4	0	3	0	2	0	0	0	2	1	0	0	1	2	2	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	43	0	0	0	0	0	0	1	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	2	4	2	4	0	2	6	0	3	1	0	0	4	0	4	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	133	17	2	4	2	0	0	0	2	3	2	0	0	0	2	0	0	0	2	0	2	0	3	1	6	1	5	0	1	3	1	2	2	6	11	10	6	5	8	15	0	1	3	2	2	0	0	0	1									
		0.68%	2.12%	0.90%	1.24%	0.29%	0.00%	0.00%	0.00%	1.20%	0.52%	1.79%	0.00%	0.00%	0.00%	1.44%	0.00%	0.00%	0.00%	0.55%	0.00%	1.24%	0.00%	0.99%	0.91%	0.88%	0.74%	0.75%	0.00%	0.42%	1.71%	0.46%	1.75%	0.34%	0.69%	1.34%	0.93%	0.60%	0.55%	0.83%	1.21%	0.00%	0.67%	0.74%	1.94%	0.47%	0.00%	0.00%	0.00%	0.35%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	291	21	19	8	9	0	0	0	0	11	2	2	0	0	6	0	0	3	0	2	0	2	5	1	14	3	3	1	1	3	7	1	2	18	30	28	14	16	14	22	2	4	9	0	2	2	0	2	2									
		1.48%	2.62%	8.60%	2.48%	1.30%	0.00%	0.00%	0.00%	0.00%	1.92%	1.79%	0.63%	0.00%	0.00%	4.32%	0.00%	0.00%	0.77%	0.00%	1.17%	0.00%	0.59%	1.66%	0.91%	2.05%	2.22%	0.45%	0.66%	0.42%	1.71%	3.20%	0.88%	0.34%	2.07%	3.66%	2.61%	1.39%	1.77%	1.46%	1.77%	1.32%	2.67%	2.22%	0.00%	0.47%	1.09%	0.00%	0.32%	0.70%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	224	17	8	3	2	0	0	0	1	2	0	0	0	0	0	0	0	2	3	0	0	2	5	0	9	0	4	1	1	5	6	1	2	14	19	27	13	10	25	36	0	0	3	1	0	0	0	2	0									
		1.14%	2.12%	3.62%	0.93%	0.29%	0.00%	0.00%	0.00%	0.60%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.82%	0.00%	0.00%	0.59%	1.66%	0.00%	1.32%	0.00%	0.60%	0.66%	0.42%	2.86%	2.74%	0.88%	0.34%	1.61%	2.32%	2.51%	1.29%	1.10%	2.61%	2.90%	0.00%	0.00%	0.74%	0.97%	0.00%	0.00%	0.00%	0.32%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14752	449	133	224	512	327	216	472	147	422	97	295	300	108	74	316	246	361	259	146	134	323	253	93	543	107	578	142	198	127	121	84	473	425	457	677	776	637	587	797	116	88	272	94	406	167	99	617	257									
		75.05%	55.92%	60.18%	69.57%	74.10%	90.33%	88.89%	85.51%	88.55%	73.52%	86.61%	93.65%	94.04%	83.72%	53.24%	97.23%	90.77%	93.04%	70.77%	85.38%	83.23%	94.72%	84.05%	84.55%	79.50%	79.26%	87.18%	93.42%	83.54%	72.57%	55.25%	73.68%	81.27%	48.91%	55.73%	63.04%	76.98%	70.31%	61.21%	64.17%	76.82%	58.67%	67.16%	91.26%	95.31%	91.26%	98.02%	97.63%	89.86%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	77	3	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	1	0	2	0	7	13	14	2	3	5	14	1	1	0	0	0	1	0	0	1									
