Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Шарангская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №2389	УИК №2390	УИК №2391	УИК №2392	УИК №2393	УИК №2394	УИК №2395	УИК №2396	УИК №2397	УИК №2398	УИК №2399	УИК №2400	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409					
1	"Число избирателей, внесенных в списки избирателей"	9918	1841	2171	1139	552	302	111	145	260	84	441	302	155	120	533	376	178	411	191	296	188	122					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10000	1850	2060	1130	560	305	120	150	270	90	480	315	160	125	555	400	180	430	200	300	200	120					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6723	1084	1426	845	395	231	97	112	188	68	286	219	122	100	417	239	133	267	121	152	107	114					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1442	190	128	146	77	41	6	30	58	14	64	55	20	17	78	123	42	120	56	108	69	0					
6	Число погашенных избирательных бюллетеней	1835	576	506	139	88	33	17	8	24	8	130	41	18	8	60	38	5	43	23	40	24	6					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1442	190	128	146	77	41	6	30	58	14	64	55	20	17	78	123	42	120	56	108	69	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6723	1084	1426	845	395	231	97	112	188	68	286	219	122	100	417	239	133	267	121	152	107	114					
9	Число недействительных избирательных бюллетеней	63	6	12	8	3	1	0	0	0	0	4	1	5	0	10	4	0	6	0	2	1	0					
10	Число действительных избирательных бюллетеней	8102	1268	1542	983	469	271	103	142	246	82	346	273	137	117	485	358	175	381	177	258	175	114					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	395	75	86	47	22	10	5	5	10	5	20	11	6	5	20	15	6	16	8	11	7	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	374	75	86	47	6	7	5	5	10	5	20	11	6	5	20	15	6	16	6	11	7	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	106	19	29	10	5	2	1	2	7	2	4	1	1	2	6	5	2	3	2	0	0	3					
14	Число погашенных неиспользованных открепительных удостоверений	21	0	0	0	16	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	1.Политическая партия «Аграрная партия России»	156	17	22	19	12	4	2	1	3	3	7	3	8	1	17	12	1	10	4	7	2	1					
		1.91%	1.33%	1.42%	1.92%	2.54%	1.47%	1.94%	0.70%	1.22%	3.66%	2.00%	1.09%	5.63%	0.85%	3.43%	3.31%	0.57%	2.58%	2.26%	2.69%	1.14%	0.88%					
19	2.Всероссийская политическая партия «Гражданская Сила»	15	3	6	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0					
