Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Шарангская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №2389	УИК №2390	УИК №2391	УИК №2392	УИК №2393	УИК №2394	УИК №2395	УИК №2396	УИК №2398	УИК №2399	УИК №2400	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409					
1	"Число избирателей, внесенных в список избирателей"	9991	1642	2204	1365	536	309	111	170	331	461	295	155	110	552	376	144	395	172	320	208	135					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10500	1700	2290	1430	550	330	125	175	365	515	315	165	118	580	405	142	420	185	335	215	140					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7147	1097	1469	1040	433	157	104	118	268	352	229	131	90	392	304	103	284	121	190	152	113					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1319	179	130	118	57	125	3	44	44	64	45	11	10	110	45	27	96	41	114	41	15					
6	Число погашенных избирательных бюллетеней	2034	424	691	272	60	48	18	13	53	99	41	23	18	78	56	12	40	23	31	22	12					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1319	179	130	118	57	125	3	44	44	64	45	11	10	110	45	27	96	41	114	41	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7147	1097	1469	1040	433	157	104	118	268	352	229	131	90	392	304	103	284	121	190	152	113					
9	Число недействительных избирательных бюллетеней	136	1	80	5	0	0	0	0	1	0	2	0	1	26	14	0	5	0	1	0	0					
10	Число действительных избирательных бюллетеней	8330	1275	1519	1153	490	282	107	162	311	416	272	142	99	476	335	130	375	162	303	193	128					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	376	62	84	50	20	11	5	6	12	18	11	6	5	20	15	6	14	6	12	7	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	231	62	58	50	2	5	5	0	1	18	0	2	3	9	5	0	3	6	1	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	64	15	12	6	4	3	0	1	3	3	0	1	2	3	4	3	2	2	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	145	0	26	0	18	6	0	6	11	0	11	4	2	11	10	6	11	0	11	6	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	376	113	73	26	26	8	4	4	14	15	9	3	0	25	20	10	12	5	4	2	3					
		4.44%	8.86%	4.57%	2.25%	5.31%	2.84%	3.74%	2.47%	4.49%	3.61%	3.28%	2.11%	0.00%	4.98%	5.73%	7.69%	3.16%	3.09%	1.32%	1.04%	2.34%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	540	141	88	103	31	5	5	17	13	13	16	3	0	29	29	9	14	8	6	8	2					
		6.38%	11.05%	5.50%	8.89%	6.33%	1.77%	4.67%	10.49%	4.17%	3.13%	5.84%	2.11%	0.00%	5.78%	8.31%	6.92%	3.68%	4.94%	1.97%	4.15%	1.56%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	22	2	1	6	1	0	2	1	0	0	0	2	0	2	0	1	2	1	0	1	0					
		0.26%	0.16%	0.06%	0.52%	0.20%	0.00%	1.87%	0.62%	0.00%	0.00%	0.00%	1.41%	0.00%	0.40%	0.00%	0.77%	0.53%	0.62%	0.00%	0.52%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	435	62	98	76	28	8	1	15	17	14	10	10	9	20	17	3	17	8	11	5	6					
		5.14%	4.86%	6.13%	6.56%	5.71%	2.84%	0.93%	9.26%	5.45%	3.37%	3.65%	7.04%	9.00%	3.98%	4.87%	2.31%	4.47%	4.94%	3.62%	2.59%	4.69%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	41	9	14	3	7	0	0	0	0	1	1	0	0	4	0	0	0	0	2	0	0					
		0.48%	0.71%	0.88%	0.26%	1.43%	0.00%	0.00%	0.00%	0.00%	0.24%	0.36%	0.00%	0.00%	0.80%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6893	944	1237	937	396	261	95	125	265	372	236	124	90	396	269	107	328	137	280	177	117					
		81.42%	73.98%	77.36%	80.92%	80.82%	92.55%	88.79%	77.16%	84.94%	89.42%	86.13%	87.32%	90.00%	78.88%	77.08%	82.31%	86.32%	84.57%	92.11%	91.71%	91.41%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	23	4	8	2	1	0	0	0	2	1	0	0	0	0	0	0	2	3	0	0	0					
		0.27%	0.31%	0.50%	0.17%	0.20%	0.00%	0.00%	0.00%	0.64%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	1.85%	0.00%	0.00%	0.00%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
