Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
"Наименование Избирательной комиссии:    г. Чита, Черновская"																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №160					
1	"Число избирателей, внесенных в списки избирателей"	61068	2323	2590	2406	2457	2772	2741	1894	2046	1400	2408	2276	2039	2005	1932	1795	2352	2062	2575	1198	722	2038	2347	2546	988	1368	1230	1760	1897	619	1206	834	532	1710					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	57600	2200	2400	2300	2400	2700	2700	1800	2200	1200	2300	2200	2000	1900	1800	1700	2300	2000	2500	1100	550	1900	2200	2000	900	1300	1100	1600	1700	550	1200	850	450	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	35088	1369	1556	1515	1567	1604	1597	1107	1366	744	1409	1390	1395	1217	1123	1136	1387	1210	1468	724	322	1121	1013	1308	501	874	607	776	1157	243	468	441	277	1096					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2117	74	56	38	60	35	30	43	57	107	33	27	50	19	122	44	45	47	33	45	193	48	173	83	43	26	59	78	110	110	56	95	48	30					
6	Число погашенных избирательных бюллетеней	20395	757	788	747	773	1061	1073	650	777	349	858	783	555	664	555	520	868	743	999	331	35	731	1014	609	356	400	434	746	433	197	676	314	125	474					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2117	74	56	38	60	35	30	43	57	107	33	27	50	19	122	44	45	47	33	45	193	48	173	83	43	26	59	78	110	110	56	95	48	30					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	35061	1369	1556	1513	1567	1604	1597	1107	1364	744	1409	1388	1395	1217	1122	1136	1387	1210	1466	724	322	1121	1013	1308	501	863	607	772	1157	242	468	439	277	1096					
9	Число недействительных избирательных бюллетеней	310	13	17	9	12	18	19	11	15	11	10	6	0	14	8	10	5	12	5	5	3	19	14	22	9	7	5	6	3	7	3	7	2	3					
10	Число действительных избирательных бюллетеней	36868	1430	1595	1542	1615	1621	1608	1139	1406	840	1432	1409	1445	1222	1236	1170	1427	1245	1494	764	512	1150	1172	1369	535	882	661	844	1264	345	521	527	323	1123					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1055	35	40	35	45	50	50	45	32	20	45	40	55	30	50	20	35	35	26	20	15	45	25	45	15	20	37	30	45	15	15	10	10	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	830	28	36	31	45	46	43	40	32	17	38	28	45	27	38	16	29	21	26	16	6	32	12	30	9	17	27	22	42	6	9	3	1	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	589	20	17	33	14	20	22	15	17	31	16	17	30	31	17	19	16	29	18	7	19	20	16	19	17	9	23	11	7	12	15	11	6	15					
14	Число погашенных неиспользованных открепительных удостоверений	225	7	4	4	0	4	7	5	0	3	7	12	10	3	12	4	6	14	0	4	9	13	13	15	6	3	10	8	3	9	6	7	9	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	2	1	0	0	1	1	0	1	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	1.Политическая партия «Аграрная партия России»	1075	37	37	39	59	37	40	39	32	10	28	26	30	41	44	27	37	42	37	24	8	26	21	31	18	52	5	16	166	7	16	9	11	23					
		2.89%	2.56%	2.30%	2.51%	3.63%	2.26%	2.46%	3.39%	2.25%	1.18%	1.94%	1.84%	2.08%	3.32%	3.54%	2.29%	2.58%	3.34%	2.47%	3.12%	1.55%	2.22%	1.77%	2.23%	3.31%	5.85%	0.75%	1.88%	13.10%	1.99%	3.05%	1.69%	3.38%	2.04%					
19	2.Всероссийская политическая партия «Гражданская Сила»	209	10	15	10	10	7	7	3	10	5	7	13	5	9	8	11	6	8	10	4	1	9	4	6	2	3	1	7	8	0	1	1	1	7					
		0.56%	0.69%	0.93%	0.64%	0.61%	0.43%	0.43%	0.26%	0.70%	0.59%	0.49%	0.92%	0.35%	0.73%	0.64%	0.93%	0.42%	0.64%	0.67%	0.52%	0.19%	0.77%	0.34%	0.43%	0.37%	0.34%	0.15%	0.82%	0.63%	0.00%	0.19%	0.19%	0.31%	0.62%					
