Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Завитинская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	13126	378	319	134	206	129	461	102	172	261	240	196	93	1833	1267	1331	1779	1706	1307	209	392	421	190									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11911	343	314	126	186	117	402	83	154	239	216	173	88	1656	1156	1203	1591	1556	1187	191	372	376	182									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6021	184	158	95	102	60	269	54	102	134	117	91	52	807	465	577	852	812	441	89	308	169	83									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	366	9	36	0	4	0	28	4	13	7	7	15	5	49	37	28	27	36	39	2	0	20	0									
6	Число погашенных избирательных бюллетеней	5524	150	120	31	80	57	105	25	39	98	92	67	31	800	654	598	712	708	707	100	64	187	99									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	366	9	36	0	4	0	28	4	13	7	7	15	5	49	37	28	27	36	39	2	0	20	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6018	183	158	95	102	60	269	54	102	134	117	91	52	807	465	575	852	812	441	89	308	169	83									
9	Число недействительных избирательных бюллетеней	178	4	2	7	3	2	11	2	4	3	6	6	1	26	21	10	24	19	7	3	7	4	6									
10	Число действительных избирательных бюллетеней	6206	188	192	88	103	58	286	56	111	138	118	100	56	830	481	593	855	829	473	88	301	185	77									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	157	4	15	3	3	3	5	3	3	3	3	3	5	20	10	20	20	10	10	3	5	3	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	96	4	15	3	0	1	3	0	0	3	0	0	5	15	8	12	12	5	7	0	3	0	0									
