Выборы Президента Российской Федерации																							
																							
Наименование Избирательной комиссии:    Ивантеевская																							
																							
Итоги голосования 																							
																							
		Сумма	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590					
1	"Число избирателей, внесенных в список"	12401	505	1006	280	941	351	704	1810	1284	1984	180	770	554	529	373	444	686					
2	Число полученных избирательных бюллетеней	12380	500	1050	270	945	350	700	1790	1270	1990	170	770	550	530	370	440	685					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9711	405	648	235	754	297	534	1531	1048	1605	145	627	393	418	291	380	400					
5	"Число избирательных бюллетеней, выданных вне помещения"	744	21	198	6	68	3	57	31	5	29	15	28	64	22	17	7	173					
6	Число погашенных избирательных бюллетеней	1925	74	204	29	123	50	109	228	217	356	10	115	93	90	62	53	112					
7	Число избирательных бюллетеней в переносных ящиках	744	21	198	6	68	3	57	31	5	29	15	28	64	22	17	7	173					
8	Число бюллетеней в стационарных ящиках для голосования	9711	405	648	235	754	297	534	1531	1048	1605	145	627	393	418	291	380	400					
9	Число недействительных избирательных бюллетеней	110	6	6	1	0	4	20	39	4	5	0	1	0	0	1	9	14					
10	Число действительных избирательных бюллетеней	10345	420	840	240	822	296	571	1523	1049	1629	160	654	457	440	307	378	559					
11	Число полученных открепительных  удостоверений	330	15	30	10	20	10	20	40	40	40	10	20	15	15	10	15	20					
12	Число выданных открепительных удостоверений	87	0	19	1	4	2	1	18	5	27	0	1	4	1	1	1	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	41	1	3	11	1	0	7	3	2	2	0	2	1	2	3	1	2					
14	Число неиспользованных открепительных удостоверений	243	15	11	9	16	8	19	22	35	13	10	19	11	14	9	14	18					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																							
18	. Глазьев Сергей Юрьевич	160	4	22	5	3	11	9	30	22	22	0	11	6	5	4	3	3					
		1.53%	0.94%	2.60%	2.07%	0.36%	3.67%	1.52%	1.92%	2.09%	1.35%	0.00%	1.68%	1.31%	1.14%	1.30%	0.78%	0.52%					
19	. Малышкин Олег Александрович	161	2	26	7	3	3	10	21	18	24	0	15	2	10	7	6	7					
		1.54%	0.47%	3.07%	2.90%	0.36%	1.00%	1.69%	1.34%	1.71%	1.47%	0.00%	2.29%	0.44%	2.27%	2.27%	1.55%	1.22%					
20	. Миронов Сергей Михайлович	34	1	5	1	1	0	0	3	3	12	0	4	2	0	1	1	0					
		0.33%	0.23%	0.59%	0.41%	0.12%	0.00%	0.00%	0.19%	0.28%	0.73%	0.00%	0.61%	0.44%	0.00%	0.32%	0.26%	0.00%					
21	. Путин Владимир Владимирович	8581	356	644	204	689	247	485	1264	865	1385	148	546	377	361	258	292	460					
		82.08%	83.57%	76.12%	84.65%	83.82%	82.33%	82.06%	80.92%	82.15%	84.76%	92.50%	83.36%	82.49%	82.05%	83.77%	75.45%	80.28%					
22	. Хакамада Ирина Муцуовна	67	5	12	2	3	1	4	1	6	9	6	6	5	2	0	2	3					
		0.64%	1.17%	1.42%	0.83%	0.36%	0.33%	0.68%	0.06%	0.57%	0.55%	3.75%	0.92%	1.09%	0.45%	0.00%	0.52%	0.52%					
23	. Харитонов Николай Михайлович	1225	48	124	18	118	32	61	179	110	151	6	66	65	59	34	71	83					
		11.72%	11.27%	14.66%	7.47%	14.36%	10.67%	10.32%	11.46%	10.45%	9.24%	3.75%	10.08%	14.22%	13.41%	11.04%	18.35%	14.49%					
																							
24	Против всех	117	4	7	3	5	2	2	25	25	26	0	6	0	3	3	3	3					
		1.12%	0.94%	0.83%	1.24%	0.61%	0.67%	0.34%	1.60%	2.37%	1.59%	0.00%	0.92%	0.00%	0.68%	0.97%	0.78%	0.52%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
