Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Русско-Полянская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494					
1	"Число избирателей, внесенных в списки избирателей"	16867	852	121	161	118	679	212	196	280	268	915	817	203	148	924	1104	880	139	214	833	681	147	155	194	89	127	1059	186	1626	1631	1112	796					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17168	857	125	165	113	695	216	207	270	273	929	878	231	159	981	1135	874	140	214	853	695	143	196	188	87	121	1073	193	1628	1560	1121	848					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12261	576	87	124	100	474	175	144	222	228	745	619	169	120	651	920	718	120	163	666	547	114	142	152	82	114	830	132	1017	936	667	507					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	823	44	1	0	0	24	5	12	6	11	50	45	6	0	66	45	19	2	19	25	25	0	13	6	0	0	51	7	71	168	54	48					
6	Число погашенных избирательных бюллетеней	4084	237	37	41	13	197	36	51	42	34	134	214	56	39	264	170	137	18	32	162	123	29	41	30	5	7	192	54	540	456	400	293					
7	Число избирательных бюллетеней в переносных ящиках для голосования	823	44	1	0	0	24	5	12	6	11	50	45	6	0	66	45	19	2	19	25	25	0	13	6	0	0	51	7	71	168	54	48					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12261	576	87	124	100	474	175	144	222	228	745	619	169	120	651	920	718	120	163	666	547	114	142	152	82	114	830	132	1017	936	667	507					
9	Число недействительных избирательных бюллетеней	204	3	0	3	0	6	0	0	3	4	19	18	0	3	27	19	3	1	1	18	8	5	5	2	0	0	7	2	19	12	12	4					
10	Число действительных избирательных бюллетеней	12880	617	88	121	100	492	180	156	225	235	776	646	175	117	690	946	734	121	181	673	564	109	150	156	82	114	874	137	1069	1092	709	551					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	572	40	5	5	3	10	5	5	5	10	25	73	12	10	60	50	20	5	10	30	25	5	5	5	0	10	25	10	37	30	22	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	555	40	5	5	3	10	5	5	3	10	25	73	12	10	60	50	20	3	10	30	25	0	5	5	0	10	25	10	34	30	22	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	118	6	1	1	7	1	1	2	3	2	1	4	0	1	2	7	2	1	3	6	5	1	2	5	3	0	10	1	11	16	9	4					
14	Число погашенных неиспользованных открепительных удостоверений	17	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	3	0	0	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	0	5	13	1	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	1.Политическая партия «Аграрная партия России»	369	4	2	0	0	20	3	4	17	4	23	33	3	9	22	39	21	1	5	19	21	1	9	4	1	6	20	0	24	27	13	14					
		2.82%	0.65%	2.27%	0.00%	0.00%	4.02%	1.67%	2.56%	7.46%	1.67%	2.89%	4.97%	1.71%	7.50%	3.07%	4.04%	2.85%	0.82%	2.75%	2.75%	3.67%	0.88%	5.81%	2.53%	1.22%	5.26%	2.27%	0.00%	2.21%	2.45%	1.80%	2.52%					
19	2.Всероссийская политическая партия «Гражданская Сила»	42	1	0	0	0	1	1	1	1	1	2	3	0	0	3	3	0	1	1	1	2	0	0	0	1	0	3	0	2	11	2	1					
		0.32%	0.16%	0.00%	0.00%	0.00%	0.20%	0.56%	0.64%	0.44%	0.42%	0.25%	0.45%	0.00%	0.00%	0.42%	0.31%	0.00%	0.82%	0.55%	0.14%	0.35%	0.00%	0.00%	0.00%	1.22%	0.00%	0.34%	0.00%	0.18%	0.99%	0.28%	0.18%					
20	3.Политическая партия «Демократическая партия России»	23	0	0	0	0	0	1	2	0	0	0	1	0	0	7	1	2	0	1	2	0	0	1	1	0	0	1	0	0	1	1	1					
		0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	1.28%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.98%	0.10%	0.27%	0.00%	0.55%	0.29%	0.00%	0.00%	0.65%	0.63%	0.00%	0.00%	0.11%	0.00%	0.00%	0.09%	0.14%	0.18%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1299	54	3	28	15	45	6	6	10	17	53	76	24	4	117	92	50	8	19	54	46	11	8	15	9	6	122	8	146	119	74	54					
		9.93%	8.71%	3.41%	22.58%	15.00%	9.04%	3.33%	3.85%	4.39%	7.11%	6.67%	11.45%	13.71%	3.33%	16.32%	9.53%	6.78%	6.56%	10.44%	7.81%	8.04%	9.65%	5.16%	9.49%	10.98%	5.26%	13.85%	5.76%	13.42%	10.78%	10.26%	9.73%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	47	0	0	0	0	3	0	0	1	0	5	1	0	0	2	4	0	0	0	7	4	2	1	0	0	1	5	1	1	4	3	2					
		0.36%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.44%	0.00%	0.63%	0.15%	0.00%	0.00%	0.28%	0.41%	0.00%	0.00%	0.00%	1.01%	0.70%	1.75%	0.65%	0.00%	0.00%	0.88%	0.57%	0.72%	0.09%	0.36%	0.42%	0.36%					
23	6.Политическая партия «Партия социальной справедливости»	17	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	2	0	2	0	1	4					
		0.13%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	1.22%	0.00%	0.23%	0.00%	0.18%	0.00%	0.14%	0.72%					
24	7.Политическая партия «Либерально-демократическая партия России»	973	39	1	11	0	46	11	4	29	1	36	73	6	16	50	81	40	15	15	35	28	3	13	4	6	10	69	6	103	102	67	53					
		7.44%	6.29%	1.14%	8.87%	0.00%	9.24%	6.11%	2.56%	12.72%	0.42%	4.53%	10.99%	3.43%	13.33%	6.97%	8.39%	5.43%	12.30%	8.24%	5.07%	4.90%	2.63%	8.39%	2.53%	7.32%	8.77%	7.83%	4.32%	9.47%	9.24%	9.29%	9.55%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	756	26	2	15	2	21	3	5	3	3	26	24	2	3	59	87	30	2	13	13	19	1	2	2	1	2	90	7	67	110	67	49					
		5.78%	4.19%	2.27%	12.10%	2.00%	4.22%	1.67%	3.21%	1.32%	1.26%	3.27%	3.61%	1.14%	2.50%	8.23%	9.02%	4.07%	1.64%	7.14%	1.88%	3.32%	0.88%	1.29%	1.27%	1.22%	1.75%	10.22%	5.04%	6.16%	9.96%	9.29%	8.83%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	84	6	1	0	0	2	0	0	0	0	5	4	3	0	5	8	2	1	0	1	6	0	1	0	1	7	8	0	5	9	3	6					
		0.64%	0.97%	1.14%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.63%	0.60%	1.71%	0.00%	0.70%	0.83%	0.27%	0.82%	0.00%	0.14%	1.05%	0.00%	0.65%	0.00%	1.22%	6.14%	0.91%	0.00%	0.46%	0.82%	0.42%	1.08%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9216	485	79	65	83	352	155	133	161	209	621	431	137	85	420	624	589	91	127	536	435	91	115	130	62	82	546	115	714	699	477	367					
		70.44%	78.23%	89.77%	52.42%	83.00%	70.68%	86.11%	85.26%	70.61%	87.45%	78.11%	64.91%	78.29%	70.83%	58.58%	64.66%	79.92%	74.59%	69.78%	77.57%	76.05%	79.82%	74.19%	82.28%	75.61%	71.93%	61.98%	82.73%	65.63%	63.32%	66.16%	66.13%					
