Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    район Северное Измайлово																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	56207	2238	2085	2454	1768	1682	2562	2103	2178	1973	2220	2135	275	2373	1897	1918	2352	2794	1868	1714	2504	2351	2011	2264	2081	2215	2075	2117									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	41629	1640	1540	1850	1320	1260	1870	1570	1630	1470	1640	1600	239	1780	1380	1410	1710	2060	1350	1290	1880	1750	1500	1690	1570	1610	1530	1490									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	18409	741	652	745	456	561	876	589	662	569	679	647	65	722	574	823	987	958	638	586	835	730	592	707	602	827	623	963									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	691	30	24	30	7	21	5	29	16	37	24	32	73	39	19	24	50	28	12	13	30	17	26	25	16	23	19	22									
6	Число погашенных избирательных бюллетеней	22529	869	864	1075	857	678	989	952	952	864	937	921	101	1019	787	563	673	1074	700	691	1015	1003	882	958	952	760	888	505									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	691	30	24	30	7	21	5	29	16	37	24	32	73	39	19	24	50	28	12	13	30	17	26	25	16	23	19	22									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	18319	737	650	715	456	561	874	589	659	569	679	640	65	715	574	823	981	958	629	585	835	730	576	707	601	826	623	962									
9	Число недействительных избирательных бюллетеней	325	17	7	10	11	17	12	4	26	9	11	15	6	14	13	9	12	11	16	10	14	15	8	20	9	8	8	13									
10	Число действительных избирательных бюллетеней	18685	750	667	735	452	565	867	614	649	597	692	657	132	740	580	838	1019	975	625	588	851	732	594	712	608	841	634	971									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	540	20	30	20	20	20	20	20	20	20	10	20	10	10	10	10	20	20	30	20	20	30	20	30	20	20	30	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	395	10	19	17	16	16	13	14	16	11	9	17	1	9	9	9	12	15	23	20	20	20	10	17	16	18	22	16									
