Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Карачаевская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145					
1	"Число избирателей, внесенных в списки"	18238	873	863	447	1601	667	365	770	1552	1771	257	1028	1692	77	1074	2991	2210					
2	"Число бюллетеней, полученных участковыми комиссиями"	17279	823	807	416	1522	634	352	722	1465	1641	253	983	1586	77	1070	2846	2082					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12635	751	459	202	1006	479	325	599	715	1336	185	828	565	77	612	2551	1945					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1978	50	144	91	270	31	15	29	129	185	40	4	287	0	399	295	9					
6	Число погашенных бюллетеней	2666	22	204	123	246	124	12	94	621	120	28	151	734	0	59	0	128					
7	Число бюллетеней в переносных ящиках для голосования	1978	50	144	91	270	31	15	29	129	185	40	4	287	0	399	295	9					
8	Число бюллетеней в стационарных ящиках для голосования	12635	751	459	202	1006	479	325	599	715	1336	185	828	565	77	612	2551	1945					
9	Число недействительных бюллетеней	29	0	3	2	0	0	0	6	2	4	1	0	10	0	1	0	0					
10	Число действительных бюллетеней	14584	801	600	291	1276	510	340	622	842	1517	224	832	842	77	1010	2846	1954					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	95	5	5	5	5	5	5	5	5	5	5	5	10	5	5	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	31	2	3	5	2	0	0	1	0	5	0	0	4	0	3	3	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	42	1	9	1	5	2	0	1	1	5	0	1	0	10	0	2	4					
14	Число погашенных открепительных удостоверений	64	3	2	0	3	5	5	4	5	0	5	5	6	5	2	7	7					
15	Число открепительных удостоверений выданных ТИК	9	0	0	0	1	0	0	0	0	0	0	0	0	5	0	3	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	"1. ""ЕДИНЕНИЕ"""	118	5	15	9	14	0	8	13	12	16	5	2	10	0	9	0	0					
		0.80%	0.62%	2.48%	3.07%	1.09%	0.0%	2.35%	2.07%	1.42%	1.05%	2.22%	0.24%	1.17%	0.0%	0.89%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2492	49	48	60	105	13	135	42	41	244	12	26	128	14	35	728	812					
		17.05%	6.11%	7.96%	20.47%	8.22%	2.54%	39.70%	6.68%	4.85%	16.04%	5.33%	3.12%	15.02%	18.18%	3.46%	25.57%	41.55%					
