Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
"Наименование Избирательной комиссии:    Кемерово, Рудничная"																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364					
1	"Число избирателей, внесенных в список избирателей"	45589	1980	2297	1904	2681	1279	2880	2201	2605	2274	2048	2305	2866	2131	2292	2565	2016	2341	2184	1825	1900	1015					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	42100	1700	2100	1800	2300	1200	2600	2000	2400	2100	1900	2100	2600	2000	2100	2400	1800	2500	2100	1700	1700	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	26229	1034	1173	934	1141	857	1650	1244	1614	1125	1450	1342	1983	1053	1312	1486	1265	1288	1311	1205	879	883					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3226	288	295	216	193	92	71	53	325	139	122	138	86	215	68	71	97	351	77	129	164	36					
6	Число погашенных избирательных бюллетеней	12645	378	632	650	966	251	879	703	461	836	328	620	531	732	720	843	438	861	712	366	657	81					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3224	288	295	216	193	92	71	53	325	139	122	138	86	215	68	71	97	351	77	129	164	34					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	26196	1033	1173	934	1141	857	1647	1243	1614	1125	1450	1339	1981	1053	1312	1479	1265	1288	1310	1205	874	873					
9	Число недействительных избирательных бюллетеней	302	8	13	4	24	5	27	11	14	13	15	22	4	8	22	17	21	18	21	18	6	11					
10	Число действительных избирательных бюллетеней	29118	1313	1455	1146	1310	944	1691	1285	1925	1251	1557	1455	2063	1260	1358	1533	1341	1621	1366	1316	1032	896					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1309	64	65	70	55	30	90	50	40	65	40	40	135	50	70	80	55	55	90	70	55	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1309	64	65	70	55	30	90	50	40	65	40	40	135	50	70	80	55	55	90	70	55	40					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	601	19	22	12	12	6	41	27	24	43	20	23	26	22	29	37	21	82	18	36	22	59					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	91	2	0	2	9	0	6	7	4	5	0	3	12	0	4	7	2	5	5	9	1	8					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3069	113	62	116	185	77	270	181	76	140	71	154	221	115	218	207	182	262	147	172	89	11					
		10.43%	8.55%	4.22%	10.09%	13.87%	8.11%	15.72%	13.97%	3.92%	11.08%	4.52%	10.43%	10.69%	9.07%	15.80%	13.35%	13.36%	15.99%	10.60%	12.89%	8.57%	1.21%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3193	166	50	158	170	79	284	212	45	171	41	223	202	138	182	184	157	205	180	153	102	91					
		10.85%	12.57%	3.41%	13.74%	12.74%	8.32%	16.53%	16.36%	2.32%	13.53%	2.61%	15.10%	9.77%	10.88%	13.19%	11.87%	11.53%	12.51%	12.98%	11.47%	9.83%	10.03%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	421	14	12	6	6	3	21	17	133	6	7	33	23	9	19	15	19	30	15	15	15	3					
		1.43%	1.06%	0.82%	0.52%	0.45%	0.32%	1.22%	1.31%	6.86%	0.47%	0.45%	2.23%	1.11%	0.71%	1.38%	0.97%	1.40%	1.83%	1.08%	1.12%	1.45%	0.33%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4575	144	149	138	182	56	347	272	203	189	441	205	318	195	290	327	213	334	185	232	124	31					
