Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Иссинская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512					
1	"Число избирателей, внесенных в список избирателей"	9580	789	51	114	393	74	337	95	80	162	1476	1466	1714	335	229	100	103	242	127	245	123	379	221	258	118	349					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9763	780	56	115	400	74	346	101	84	167	1510	1510	1720	344	247	104	107	243	130	249	127	389	230	265	120	345					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7594	626	44	67	302	44	194	80	64	125	1270	1075	1282	265	178	88	78	208	89	217	91	319	215	253	106	314					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	613	53	3	20	17	17	38	8	8	26	103	71	56	24	23	6	10	16	26	20	26	38	0	0	4	0					
6	Число погашенных избирательных бюллетеней	1556	101	9	28	81	13	114	13	12	16	137	364	382	55	46	10	19	19	15	12	10	32	15	12	10	31					
7	Число избирательных бюллетеней в переносных ящиках для голосования	613	53	3	20	17	17	38	8	8	26	103	71	56	24	23	6	10	16	26	20	26	38	0	0	4	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7594	626	44	67	302	44	194	80	64	125	1270	1075	1282	265	178	88	78	208	89	217	91	319	215	253	106	314					
9	Число недействительных избирательных бюллетеней	332	6	5	5	3	0	4	0	0	2	32	72	61	0	7	0	2	5	23	2	7	17	24	30	5	20					
10	Число действительных избирательных бюллетеней	7875	673	42	82	316	61	228	88	72	149	1341	1074	1277	289	194	94	86	219	92	235	110	340	191	223	105	294					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	93	7	1	1	3	1	3	1	1	2	15	15	17	5	2	1	1	2	1	2	1	3	2	2	1	3					
